SKU_ID,Category,Subcategory,Brand,Unit,Weight_g,Lifecycle_Status,Country,MDM_Errors
SKU00379,NutriBox,Kids,EP,BOX,96,New,BR,Bad Unit
SKU00380,VitalMeal,Zero,NB,SACH,912,New,MA,None
SKU00381,EcoPure,Classic,VM,SACH,574,New,MA,Bad Unit
SKU00382,VitalMeal,Classic,EP,BOX,937,PhaseOut,VN,Bad Unit
SKU00383,NutriBox,Vegan,VM,BOX,257,PhaseOut,VN,Duplicate
SKU00384,NutriBox,Kids,VM,BAG,1384,PhaseOut,BR,None
SKU00385,VitalMeal,Classic,NB,SACH,796,PhaseOut,MA,None
SKU00386,FreshBite,Kids,FB,BAG,198,Active,BR,None
SKU00387,FreshBite,Zero,NB,BAG,1907,PhaseOut,VN,None
SKU00388,NutriBox,Classic,VM,BAG,487,New,BR,None
SKU00389,NutriBox,Vegan,EP,BOX,204,Active,BR,None
SKU00390,FreshBite,Zero,VM,BAG,1751,New,FR,None
SKU00391,FreshBite,Vegan,EP,BAG,1163,PhaseOut,FR,Bad Unit
SKU00392,VitalMeal,Zero,EP,BOX,1771,Active,FR,None
SKU00393,VitalMeal,Classic,NB,SACH,1903,PhaseOut,VN,None
SKU00394,FreshBite,Vegan,VM,SACH,407,Active,BR,Missing Brand
SKU00395,VitalMeal,Vegan,FB,BAG,1247,New,FR,Missing Brand
SKU00396,VitalMeal,Zero,VM,BOX,1290,PhaseOut,FR,Bad Unit
SKU00397,EcoPure,Vegan,VM,SACH,1980,PhaseOut,FR,Missing Brand
SKU00398,VitalMeal,Zero,FB,BAG,505,Active,VN,Duplicate
SKU00399,NutriBox,Zero,NB,BAG,825,Active,VN,None
SKU00400,VitalMeal,Zero,VM,BOX,1682,PhaseOut,BR,None
SKU00401,VitalMeal,Zero,VM,BAG,678,Active,BR,None
SKU00402,FreshBite,Classic,EP,SACH,1272,PhaseOut,BR,None
SKU00403,NutriBox,Zero,VM,BOX,881,Active,FR,None
SKU00404,VitalMeal,Kids,FB,SACH,535,New,MA,None
SKU00405,VitalMeal,Vegan,EP,SACH,582,Active,VN,None
SKU00406,EcoPure,Kids,NB,SACH,249,New,FR,None
SKU00407,VitalMeal,Classic,EP,BAG,420,Active,FR,None
SKU00408,VitalMeal,Kids,FB,BAG,1063,Active,BR,Duplicate
SKU00409,EcoPure,Vegan,FB,SACH,902,PhaseOut,BR,None
SKU00410,FreshBite,Kids,EP,SACH,1521,Active,FR,Missing Brand
SKU00411,VitalMeal,Classic,NB,BOX,297,Active,VN,None
SKU00412,EcoPure,Zero,EP,BOX,837,New,VN,Duplicate
SKU00413,NutriBox,Kids,NB,BAG,313,Active,FR,Bad Unit
SKU00414,FreshBite,Classic,EP,BAG,1131,PhaseOut,MA,None
SKU00415,NutriBox,Classic,FB,BOX,1375,New,MA,None
SKU00416,NutriBox,Vegan,VM,SACH,80,PhaseOut,VN,None
SKU00417,EcoPure,Vegan,VM,BAG,1571,PhaseOut,BR,Wrong Weight
SKU00418,VitalMeal,Kids,NB,SACH,1322,PhaseOut,MA,Bad Unit
SKU00419,EcoPure,Zero,NB,BOX,654,PhaseOut,MA,Bad Unit
SKU00420,EcoPure,Classic,NB,BAG,1850,New,BR,None
SKU00421,EcoPure,Kids,FB,BAG,1344,Active,MA,None
SKU00422,EcoPure,Classic,EP,BOX,1679,PhaseOut,FR,Bad Unit
SKU00423,FreshBite,Classic,FB,BAG,1739,New,MA,None
SKU00424,VitalMeal,Zero,VM,BOX,1467,PhaseOut,BR,None
SKU00425,NutriBox,Zero,NB,BAG,1870,Active,FR,None
SKU00426,NutriBox,Kids,EP,BOX,551,New,MA,Duplicate
SKU00427,VitalMeal,Zero,VM,BAG,1665,New,VN,None
SKU00428,NutriBox,Zero,VM,SACH,1877,Active,FR,None
SKU00429,VitalMeal,Kids,VM,SACH,1157,New,FR,None
SKU00430,NutriBox,Zero,FB,SACH,1438,Active,VN,Missing Brand
SKU00431,EcoPure,Vegan,NB,BAG,935,New,VN,None
SKU00432,NutriBox,Classic,VM,BAG,598,New,MA,None
SKU00433,VitalMeal,Classic,NB,SACH,1415,Active,MA,None
SKU00434,VitalMeal,Classic,FB,SACH,888,Active,BR,Missing Brand
SKU00435,VitalMeal,Classic,VM,BOX,1480,New,BR,Wrong Weight
SKU00436,VitalMeal,Kids,FB,BOX,1498,New,FR,Bad Unit
SKU00437,VitalMeal,Classic,FB,BOX,1817,Active,VN,None
SKU00438,FreshBite,Classic,NB,SACH,1166,Active,VN,Duplicate
SKU00439,FreshBite,Classic,VM,SACH,897,New,BR,None
SKU00440,NutriBox,Classic,FB,SACH,663,New,FR,None
SKU00441,VitalMeal,Vegan,VM,BOX,461,New,FR,None
SKU00442,NutriBox,Classic,NB,BAG,481,Active,BR,None
SKU00443,VitalMeal,Vegan,FB,SACH,727,New,BR,Missing Brand
SKU00444,VitalMeal,Kids,NB,BAG,208,PhaseOut,BR,None
SKU00445,FreshBite,Zero,VM,BAG,63,Active,MA,None
SKU00446,FreshBite,Classic,VM,BAG,422,New,FR,None
SKU00447,EcoPure,Zero,NB,BOX,274,Active,FR,None
SKU00448,FreshBite,Zero,EP,BAG,1578,PhaseOut,FR,None
SKU00449,EcoPure,Kids,FB,SACH,1146,Active,BR,None
SKU00450,EcoPure,Zero,VM,BOX,1322,New,BR,None
SKU00451,EcoPure,Vegan,VM,SACH,560,PhaseOut,BR,None
SKU00452,EcoPure,Zero,FB,SACH,652,PhaseOut,BR,None
SKU00453,EcoPure,Zero,NB,BOX,265,New,VN,Missing Brand
SKU00454,NutriBox,Zero,NB,SACH,1675,New,BR,None
SKU00455,FreshBite,Classic,NB,SACH,1614,New,MA,Bad Unit
SKU00456,EcoPure,Classic,EP,BOX,1890,Active,VN,Duplicate
SKU00457,VitalMeal,Vegan,EP,SACH,1037,Active,VN,Bad Unit
SKU00458,FreshBite,Vegan,VM,BAG,1293,Active,BR,None
SKU00459,FreshBite,Classic,NB,SACH,889,New,FR,None
SKU00460,EcoPure,Vegan,FB,BAG,776,New,BR,Wrong Weight
SKU00461,NutriBox,Classic,VM,SACH,1294,Active,FR,None
SKU00462,EcoPure,Kids,FB,BOX,1462,PhaseOut,BR,None
SKU00463,NutriBox,Zero,VM,BOX,603,Active,BR,None
SKU00464,VitalMeal,Zero,EP,SACH,1720,PhaseOut,FR,None
SKU00465,FreshBite,Vegan,VM,BOX,1115,New,FR,Wrong Weight
SKU00466,VitalMeal,Classic,EP,SACH,725,New,FR,None
SKU00467,NutriBox,Classic,VM,BOX,922,Active,FR,None
SKU00468,NutriBox,Vegan,NB,BAG,332,Active,MA,None
SKU00469,VitalMeal,Classic,FB,SACH,1131,New,FR,None
SKU00470,NutriBox,Kids,NB,BAG,1887,Active,BR,None
SKU00471,VitalMeal,Zero,VM,BAG,883,New,BR,None
SKU00472,FreshBite,Vegan,VM,SACH,586,New,MA,Missing Brand
SKU00473,VitalMeal,Vegan,VM,BAG,1146,PhaseOut,FR,None
SKU00474,FreshBite,Classic,EP,SACH,1958,Active,BR,Missing Brand
SKU00475,VitalMeal,Vegan,FB,BAG,972,New,MA,None
SKU00476,NutriBox,Kids,FB,SACH,1202,Active,BR,None
SKU00477,VitalMeal,Classic,VM,SACH,1672,PhaseOut,MA,None
SKU00478,NutriBox,Classic,VM,BOX,891,PhaseOut,MA,None
SKU00479,VitalMeal,Classic,EP,SACH,1499,Active,VN,Bad Unit
SKU00480,VitalMeal,Classic,NB,SACH,997,Active,VN,Bad Unit
SKU00481,EcoPure,Kids,NB,BAG,714,New,FR,None
SKU00482,NutriBox,Classic,FB,SACH,1767,PhaseOut,VN,None
SKU00483,EcoPure,Vegan,EP,BOX,1198,PhaseOut,MA,Missing Brand
SKU00484,NutriBox,Kids,VM,BAG,116,PhaseOut,BR,None
SKU00485,EcoPure,Zero,FB,BAG,55,Active,BR,None
SKU00486,FreshBite,Zero,EP,BOX,686,New,FR,Wrong Weight
SKU00487,VitalMeal,Vegan,NB,BAG,363,Active,VN,None
SKU00488,NutriBox,Vegan,EP,BAG,1399,Active,FR,Wrong Weight
SKU00489,NutriBox,Kids,NB,BAG,614,Active,MA,None
SKU00490,VitalMeal,Zero,EP,BAG,1651,New,VN,Missing Brand
SKU00491,NutriBox,Zero,FB,BOX,875,Active,FR,None
SKU00492,NutriBox,Zero,NB,BOX,555,PhaseOut,BR,None
SKU00493,EcoPure,Zero,FB,BAG,1155,PhaseOut,BR,None
SKU00494,NutriBox,Zero,FB,BAG,1672,PhaseOut,FR,None
SKU00495,FreshBite,Classic,NB,BOX,1075,New,FR,None
SKU00496,FreshBite,Vegan,NB,BOX,253,Active,FR,None
SKU00497,VitalMeal,Classic,VM,BOX,711,New,MA,None
SKU00498,NutriBox,Zero,VM,BAG,854,Active,MA,Missing Brand
SKU00499,VitalMeal,Kids,VM,BAG,453,PhaseOut,BR,None
SKU00500,FreshBite,Kids,FB,SACH,1176,Active,MA,None
SKU00501,NutriBox,Zero,FB,BOX,585,Active,MA,None
SKU00502,NutriBox,Zero,VM,BAG,1441,Active,VN,None
SKU00503,VitalMeal,Kids,FB,BOX,1285,New,MA,None
SKU00504,FreshBite,Classic,FB,BAG,626,Active,VN,None
SKU00505,NutriBox,Classic,NB,BOX,1282,Active,MA,Missing Brand
SKU00506,VitalMeal,Zero,NB,BAG,812,Active,BR,None
SKU00507,FreshBite,Classic,FB,SACH,1970,New,FR,None
SKU00508,VitalMeal,Kids,VM,SACH,166,New,BR,Bad Unit
SKU00509,EcoPure,Classic,EP,BOX,677,New,MA,Missing Brand
SKU00510,NutriBox,Zero,VM,BAG,798,Active,FR,None
SKU00511,EcoPure,Kids,EP,BAG,1551,PhaseOut,FR,Bad Unit
SKU00512,FreshBite,Classic,VM,BOX,154,PhaseOut,FR,None
SKU00513,EcoPure,Vegan,NB,BAG,544,PhaseOut,VN,Bad Unit
SKU00514,EcoPure,Kids,FB,BOX,1844,Active,BR,None
SKU00515,FreshBite,Kids,FB,BAG,95,PhaseOut,VN,None
SKU00516,VitalMeal,Vegan,NB,BOX,872,PhaseOut,FR,Wrong Weight
SKU00517,EcoPure,Vegan,EP,BAG,1404,PhaseOut,BR,None
SKU00518,VitalMeal,Kids,EP,BOX,1289,Active,BR,None
SKU00519,EcoPure,Vegan,EP,BAG,1031,PhaseOut,MA,None
SKU00520,VitalMeal,Zero,NB,SACH,1009,PhaseOut,VN,None
SKU00521,FreshBite,Zero,EP,BAG,1565,Active,VN,None
SKU00522,EcoPure,Zero,NB,BOX,1886,New,MA,None
SKU00523,FreshBite,Kids,VM,SACH,1995,PhaseOut,VN,None
SKU00524,EcoPure,Vegan,VM,BAG,894,New,FR,None
SKU00525,FreshBite,Vegan,NB,SACH,498,PhaseOut,FR,None
SKU00526,FreshBite,Classic,FB,BAG,585,Active,VN,None
SKU00527,EcoPure,Classic,VM,SACH,560,New,MA,None
SKU00528,EcoPure,Vegan,EP,BOX,1531,New,BR,Duplicate
SKU00529,EcoPure,Vegan,NB,BAG,1620,New,VN,None
SKU00530,NutriBox,Vegan,EP,BAG,1609,New,BR,None
SKU00531,VitalMeal,Kids,EP,BOX,589,PhaseOut,MA,Missing Brand
SKU00532,NutriBox,Vegan,FB,SACH,1557,PhaseOut,BR,Missing Brand
SKU00533,NutriBox,Classic,EP,BOX,65,New,MA,None
SKU00534,FreshBite,Kids,FB,BOX,1644,PhaseOut,MA,Bad Unit
SKU00535,EcoPure,Vegan,VM,SACH,292,New,FR,None
SKU00536,VitalMeal,Classic,NB,BOX,1280,New,FR,Bad Unit
SKU00537,FreshBite,Kids,EP,BAG,961,Active,MA,None
SKU00538,NutriBox,Vegan,NB,BAG,1344,New,VN,None
SKU00539,EcoPure,Vegan,EP,BAG,810,PhaseOut,FR,None
SKU00540,FreshBite,Vegan,NB,BOX,1852,New,MA,Missing Brand
SKU00541,EcoPure,Kids,EP,BAG,754,Active,BR,None
SKU00542,FreshBite,Classic,EP,BAG,1920,PhaseOut,BR,None
SKU00543,EcoPure,Classic,EP,BAG,1803,Active,VN,None
SKU00544,NutriBox,Zero,EP,BAG,164,Active,BR,Duplicate
SKU00545,VitalMeal,Vegan,EP,BAG,1653,New,BR,Bad Unit
SKU00546,NutriBox,Zero,EP,BAG,1372,Active,MA,None
SKU00547,VitalMeal,Zero,EP,BOX,1910,Active,BR,None
SKU00548,EcoPure,Classic,EP,BAG,1556,PhaseOut,BR,None
SKU00549,FreshBite,Kids,EP,BAG,446,Active,BR,None
SKU00550,NutriBox,Kids,NB,SACH,443,New,BR,Duplicate
SKU00551,VitalMeal,Classic,FB,BOX,1148,New,MA,None
SKU00552,NutriBox,Kids,EP,BOX,1027,New,BR,None
SKU00553,VitalMeal,Zero,FB,BOX,1555,Active,VN,None
SKU00554,NutriBox,Vegan,EP,BOX,1176,PhaseOut,FR,None
SKU00555,VitalMeal,Classic,EP,BAG,346,New,VN,None
SKU00556,VitalMeal,Vegan,NB,BAG,1051,Active,FR,None
SKU00557,EcoPure,Kids,VM,SACH,227,New,VN,None
SKU00558,VitalMeal,Vegan,VM,SACH,1288,New,FR,None
SKU00559,EcoPure,Kids,NB,BOX,1016,PhaseOut,FR,None
SKU00560,VitalMeal,Kids,FB,SACH,364,New,FR,None
SKU00561,FreshBite,Zero,VM,SACH,1112,PhaseOut,FR,None
SKU00562,FreshBite,Kids,NB,BOX,308,Active,MA,Missing Brand
SKU00563,FreshBite,Zero,NB,BOX,1789,New,VN,None
SKU00564,VitalMeal,Zero,VM,SACH,56,Active,FR,None
SKU00565,EcoPure,Zero,FB,BAG,98,Active,VN,Missing Brand
SKU00566,EcoPure,Classic,NB,SACH,1611,Active,BR,None
SKU00567,VitalMeal,Classic,EP,SACH,210,New,FR,None
SKU00568,FreshBite,Kids,FB,BAG,1942,PhaseOut,VN,None
SKU00569,FreshBite,Zero,FB,BAG,225,New,MA,None
SKU00570,EcoPure,Classic,VM,BOX,1664,Active,VN,None
SKU00571,FreshBite,Zero,VM,BOX,1075,PhaseOut,FR,None
SKU00572,NutriBox,Vegan,EP,SACH,1050,Active,BR,Bad Unit
SKU00573,EcoPure,Vegan,NB,BAG,1968,PhaseOut,VN,Bad Unit
SKU00574,FreshBite,Vegan,VM,BOX,504,New,BR,None
SKU00575,EcoPure,Kids,VM,SACH,1717,PhaseOut,MA,None
SKU00576,NutriBox,Zero,FB,BAG,325,New,VN,None
SKU00577,EcoPure,Vegan,VM,SACH,547,Active,VN,None
SKU00578,EcoPure,Classic,VM,BOX,1702,PhaseOut,MA,None
SKU00579,EcoPure,Vegan,VM,BOX,725,Active,MA,Bad Unit
SKU00580,EcoPure,Vegan,VM,BAG,1873,PhaseOut,MA,None
SKU00581,NutriBox,Vegan,FB,SACH,1101,New,FR,Duplicate
SKU00582,VitalMeal,Kids,EP,BAG,1406,PhaseOut,FR,Missing Brand
SKU00583,EcoPure,Classic,EP,BOX,1074,PhaseOut,VN,Missing Brand
SKU00584,EcoPure,Zero,NB,BOX,1261,New,VN,None
SKU00585,FreshBite,Classic,VM,SACH,105,New,VN,None
SKU00586,EcoPure,Zero,FB,SACH,596,New,BR,None
SKU00587,FreshBite,Kids,NB,SACH,1185,PhaseOut,MA,None
SKU00588,VitalMeal,Kids,NB,BAG,1871,Active,VN,None
SKU00589,NutriBox,Kids,EP,SACH,1383,PhaseOut,MA,None
SKU00590,NutriBox,Kids,FB,SACH,85,PhaseOut,FR,None
SKU00591,VitalMeal,Zero,FB,BOX,488,Active,MA,None
SKU00592,NutriBox,Vegan,FB,BOX,1802,New,BR,Missing Brand
SKU00593,VitalMeal,Zero,EP,SACH,1665,PhaseOut,BR,None
SKU00594,VitalMeal,Classic,EP,SACH,1899,Active,MA,None
SKU00595,VitalMeal,Kids,EP,BOX,644,New,BR,None
SKU00596,NutriBox,Kids,EP,SACH,1650,New,BR,Wrong Weight
SKU00597,FreshBite,Classic,EP,BAG,1398,PhaseOut,FR,None
SKU00598,VitalMeal,Zero,VM,BAG,1713,New,VN,None
SKU00599,EcoPure,Vegan,VM,BAG,356,New,BR,None
SKU00600,NutriBox,Vegan,FB,SACH,1607,Active,VN,Duplicate
SKU00601,VitalMeal,Classic,NB,BOX,1801,Active,MA,Missing Brand
SKU00602,VitalMeal,Vegan,FB,SACH,668,New,MA,None
SKU00603,EcoPure,Zero,NB,SACH,1182,Active,BR,None
SKU00604,FreshBite,Zero,EP,BOX,1445,New,MA,None
SKU00605,FreshBite,Classic,NB,BOX,406,PhaseOut,FR,None
SKU00606,FreshBite,Zero,FB,BOX,230,Active,BR,None
SKU00607,VitalMeal,Kids,FB,BAG,1429,New,BR,Missing Brand
SKU00608,VitalMeal,Classic,NB,SACH,1749,New,BR,Wrong Weight
SKU00609,VitalMeal,Zero,VM,BOX,117,Active,MA,None
SKU00610,NutriBox,Classic,EP,SACH,341,Active,MA,None
SKU00611,EcoPure,Vegan,EP,BAG,741,PhaseOut,BR,None
SKU00612,VitalMeal,Zero,FB,BAG,230,New,VN,Missing Brand
SKU00613,EcoPure,Kids,VM,BOX,1539,PhaseOut,MA,Missing Brand
SKU00614,EcoPure,Zero,NB,BOX,483,PhaseOut,MA,None
SKU00615,FreshBite,Classic,EP,SACH,1537,PhaseOut,BR,None
SKU00616,NutriBox,Classic,VM,BOX,1754,Active,VN,None
SKU00617,VitalMeal,Zero,EP,SACH,963,PhaseOut,BR,None
SKU00618,FreshBite,Kids,VM,BOX,1607,Active,MA,Bad Unit
SKU00619,FreshBite,Kids,VM,SACH,115,Active,BR,None
SKU00620,VitalMeal,Kids,FB,SACH,1094,PhaseOut,BR,Missing Brand
SKU00621,EcoPure,Classic,EP,SACH,1685,PhaseOut,BR,None
SKU00622,FreshBite,Zero,NB,SACH,433,New,VN,Missing Brand
SKU00623,EcoPure,Vegan,FB,BAG,1885,PhaseOut,BR,None
SKU00624,NutriBox,Classic,FB,SACH,1688,New,MA,Bad Unit
SKU00625,EcoPure,Kids,NB,BOX,1632,PhaseOut,BR,None
SKU00626,NutriBox,Zero,FB,BAG,88,PhaseOut,VN,None
SKU00627,EcoPure,Kids,VM,BAG,1358,PhaseOut,FR,None
SKU00628,FreshBite,Vegan,VM,SACH,871,PhaseOut,VN,None
SKU00629,FreshBite,Kids,EP,BAG,651,New,BR,None
SKU00630,NutriBox,Kids,EP,SACH,1670,New,FR,None
SKU00631,VitalMeal,Vegan,NB,BOX,834,PhaseOut,BR,Wrong Weight
SKU00632,NutriBox,Zero,EP,SACH,1409,PhaseOut,VN,None
SKU00633,NutriBox,Classic,VM,BAG,1261,New,FR,Missing Brand
SKU00634,EcoPure,Zero,NB,BOX,720,Active,FR,Wrong Weight
SKU00635,EcoPure,Vegan,NB,SACH,1316,Active,BR,None
SKU00636,NutriBox,Kids,EP,BOX,1146,Active,BR,None
SKU00637,FreshBite,Zero,VM,BOX,528,New,VN,None
SKU00638,EcoPure,Classic,NB,BAG,610,New,BR,None
SKU00639,VitalMeal,Vegan,VM,BOX,150,Active,FR,None
SKU00640,EcoPure,Zero,VM,BAG,563,Active,MA,Duplicate
SKU00641,EcoPure,Classic,VM,BOX,1829,PhaseOut,MA,None
SKU00642,VitalMeal,Vegan,EP,SACH,225,New,VN,None
SKU00643,NutriBox,Classic,FB,BOX,287,New,BR,None
SKU00644,VitalMeal,Vegan,FB,SACH,959,Active,VN,Bad Unit
SKU00645,NutriBox,Kids,NB,SACH,1132,Active,MA,None
SKU00646,NutriBox,Zero,VM,BOX,1938,New,MA,None
SKU00647,NutriBox,Classic,EP,SACH,1172,PhaseOut,BR,None
SKU00648,VitalMeal,Vegan,VM,BOX,920,Active,FR,None
SKU00649,NutriBox,Classic,VM,BOX,544,New,BR,Duplicate
SKU00650,FreshBite,Classic,EP,SACH,996,New,MA,Bad Unit
SKU00651,VitalMeal,Zero,FB,SACH,1587,PhaseOut,FR,None
SKU00652,FreshBite,Kids,VM,BAG,804,PhaseOut,VN,None
SKU00653,NutriBox,Classic,VM,SACH,1370,Active,MA,None
SKU00654,EcoPure,Vegan,FB,BAG,260,Active,VN,None
SKU00655,NutriBox,Vegan,EP,SACH,1196,Active,FR,None
SKU00656,FreshBite,Kids,NB,BOX,1302,New,VN,None
SKU00657,FreshBite,Vegan,FB,SACH,1667,Active,MA,None
SKU00658,VitalMeal,Kids,NB,BOX,1729,New,BR,Wrong Weight
SKU00659,EcoPure,Vegan,NB,BOX,1461,Active,VN,None
SKU00660,VitalMeal,Zero,FB,BOX,189,PhaseOut,MA,Duplicate
SKU00661,FreshBite,Classic,VM,BAG,590,PhaseOut,MA,None
SKU00662,NutriBox,Zero,NB,SACH,1464,New,FR,None
SKU00663,EcoPure,Classic,NB,BOX,319,PhaseOut,MA,Bad Unit
SKU00664,NutriBox,Classic,EP,BOX,1832,New,BR,None
SKU00665,NutriBox,Classic,VM,BAG,1085,New,BR,None
SKU00666,EcoPure,Zero,NB,SACH,1940,PhaseOut,VN,None
SKU00667,VitalMeal,Classic,EP,SACH,1462,New,VN,None
SKU00668,NutriBox,Zero,VM,BAG,1410,PhaseOut,VN,Duplicate
SKU00669,FreshBite,Kids,FB,BAG,555,Active,VN,Bad Unit
SKU00670,NutriBox,Vegan,FB,SACH,1179,Active,BR,None
SKU00671,EcoPure,Vegan,EP,BAG,81,PhaseOut,FR,None
SKU00672,EcoPure,Classic,FB,SACH,1147,PhaseOut,VN,None
SKU00673,EcoPure,Zero,NB,SACH,1244,PhaseOut,FR,None
SKU00674,VitalMeal,Vegan,VM,BOX,1922,PhaseOut,MA,None
SKU00675,NutriBox,Zero,NB,BOX,1142,Active,MA,None
SKU00676,VitalMeal,Zero,NB,SACH,862,New,VN,None
SKU00677,VitalMeal,Classic,FB,SACH,411,New,MA,None
SKU00678,EcoPure,Vegan,NB,SACH,1722,Active,FR,None
SKU00679,EcoPure,Classic,FB,SACH,1506,New,FR,None
SKU00680,VitalMeal,Classic,VM,SACH,978,Active,MA,None
SKU00681,NutriBox,Vegan,VM,SACH,149,New,VN,Wrong Weight
SKU00682,FreshBite,Vegan,NB,BAG,1731,PhaseOut,FR,Bad Unit
SKU00683,VitalMeal,Kids,EP,SACH,58,PhaseOut,FR,None
SKU00684,NutriBox,Kids,FB,BAG,1647,PhaseOut,BR,None
SKU00685,EcoPure,Zero,FB,BAG,746,Active,VN,Bad Unit
SKU00686,EcoPure,Vegan,NB,SACH,1102,Active,BR,Duplicate
SKU00687,NutriBox,Kids,FB,SACH,1966,New,MA,Bad Unit
SKU00688,FreshBite,Zero,FB,BAG,1187,New,MA,None
SKU00689,EcoPure,Zero,EP,BAG,511,New,BR,Wrong Weight
SKU00690,EcoPure,Zero,EP,SACH,970,Active,VN,None
SKU00691,EcoPure,Kids,NB,SACH,1216,New,FR,Missing Brand
SKU00692,NutriBox,Vegan,EP,BAG,439,PhaseOut,MA,Duplicate
SKU00693,VitalMeal,Classic,NB,BAG,681,New,VN,None
SKU00694,EcoPure,Zero,VM,BAG,731,PhaseOut,VN,Duplicate
SKU00695,VitalMeal,Kids,NB,BOX,206,Active,MA,None
SKU00696,FreshBite,Kids,VM,BAG,384,PhaseOut,MA,Wrong Weight
SKU00697,EcoPure,Classic,NB,BOX,1934,PhaseOut,VN,None
SKU00698,EcoPure,Classic,FB,SACH,309,PhaseOut,FR,Wrong Weight
SKU00699,FreshBite,Kids,EP,SACH,131,Active,BR,None
SKU00700,EcoPure,Vegan,VM,BAG,803,Active,MA,Missing Brand
SKU00701,VitalMeal,Classic,NB,SACH,1514,Active,BR,None
SKU00702,NutriBox,Kids,EP,SACH,1245,Active,VN,None
SKU00703,VitalMeal,Classic,NB,SACH,1304,New,BR,None
SKU00704,NutriBox,Vegan,EP,SACH,769,Active,FR,Missing Brand
SKU00705,NutriBox,Zero,EP,BOX,124,PhaseOut,VN,None
SKU00706,VitalMeal,Classic,NB,BOX,1343,Active,FR,None
SKU00707,VitalMeal,Vegan,VM,BAG,1972,New,VN,None
SKU00708,VitalMeal,Kids,VM,BAG,675,New,FR,Wrong Weight
SKU00709,VitalMeal,Classic,FB,BAG,111,New,VN,None
SKU00710,FreshBite,Classic,EP,SACH,923,PhaseOut,FR,None
SKU00711,EcoPure,Kids,FB,SACH,369,Active,VN,None
SKU00712,NutriBox,Zero,FB,BOX,151,Active,FR,None
SKU00713,VitalMeal,Kids,NB,BOX,1502,Active,VN,None
SKU00714,VitalMeal,Classic,NB,BAG,923,PhaseOut,FR,None
SKU00715,VitalMeal,Kids,NB,BOX,1795,PhaseOut,MA,Bad Unit
SKU00716,FreshBite,Vegan,EP,BOX,1003,New,BR,Missing Brand
SKU00717,VitalMeal,Kids,NB,BOX,304,New,VN,None
SKU00718,VitalMeal,Classic,NB,BOX,1605,Active,FR,None
SKU00719,VitalMeal,Kids,EP,BOX,619,PhaseOut,MA,None
SKU00720,EcoPure,Zero,EP,BAG,161,PhaseOut,VN,None
SKU00721,FreshBite,Kids,VM,BAG,1034,Active,VN,Missing Brand
SKU00722,VitalMeal,Zero,NB,BOX,1386,Active,VN,None
SKU00723,NutriBox,Vegan,NB,BAG,1047,New,BR,None
SKU00724,NutriBox,Zero,NB,SACH,510,New,FR,None
SKU00725,NutriBox,Kids,VM,BOX,757,New,FR,Bad Unit
SKU00726,FreshBite,Classic,NB,SACH,936,Active,VN,None
SKU00727,FreshBite,Zero,VM,BAG,1535,Active,VN,None
SKU00728,NutriBox,Vegan,FB,BAG,1938,New,VN,None
SKU00729,VitalMeal,Zero,VM,SACH,1165,New,MA,Missing Brand
SKU00730,FreshBite,Zero,FB,BAG,1125,PhaseOut,VN,Duplicate
SKU00731,NutriBox,Zero,NB,BOX,1878,PhaseOut,BR,None
SKU00732,NutriBox,Vegan,FB,SACH,569,New,FR,None
SKU00733,VitalMeal,Kids,VM,BOX,861,New,BR,Duplicate
SKU00734,EcoPure,Zero,EP,SACH,1171,PhaseOut,VN,None
SKU00735,FreshBite,Zero,FB,BAG,285,New,MA,None
SKU00736,VitalMeal,Classic,FB,SACH,1974,PhaseOut,VN,None
SKU00737,NutriBox,Vegan,NB,SACH,1447,PhaseOut,VN,None
SKU00738,NutriBox,Zero,VM,BOX,1654,PhaseOut,VN,None
SKU00739,VitalMeal,Vegan,FB,BAG,976,Active,VN,Bad Unit
SKU00740,FreshBite,Zero,FB,BOX,606,Active,VN,None
SKU00741,EcoPure,Kids,FB,BAG,698,New,FR,None
SKU00742,EcoPure,Kids,FB,BOX,283,PhaseOut,BR,Missing Brand
SKU00743,NutriBox,Zero,EP,SACH,1105,Active,MA,None
SKU00744,FreshBite,Kids,VM,BOX,1362,New,VN,None
SKU00745,EcoPure,Zero,NB,BAG,1711,New,MA,None
SKU00746,FreshBite,Kids,NB,BAG,628,New,FR,Bad Unit
SKU00747,FreshBite,Classic,EP,SACH,591,New,BR,Bad Unit
SKU00748,NutriBox,Classic,VM,BAG,163,New,VN,Wrong Weight
SKU00749,EcoPure,Classic,FB,BOX,253,PhaseOut,FR,Bad Unit
SKU00750,VitalMeal,Vegan,EP,SACH,1102,New,FR,None
SKU00751,NutriBox,Vegan,VM,BAG,692,PhaseOut,BR,None
SKU00752,EcoPure,Classic,FB,BAG,523,Active,VN,Bad Unit
SKU00753,EcoPure,Vegan,EP,BOX,746,New,BR,None
SKU00754,EcoPure,Kids,VM,BOX,302,Active,BR,None
SKU00755,EcoPure,Zero,NB,SACH,1871,PhaseOut,MA,None
SKU00756,EcoPure,Zero,NB,BAG,954,PhaseOut,MA,None
SKU00757,FreshBite,Zero,VM,BOX,1995,Active,BR,Duplicate
SKU00758,NutriBox,Classic,NB,SACH,435,New,MA,None
SKU00759,FreshBite,Vegan,VM,BAG,111,New,FR,None
SKU00760,VitalMeal,Kids,FB,BAG,564,Active,BR,Wrong Weight
