Date,SKU,Promo_Flag,Promo_Type,Discount_Rate
2023-12-20,MA-SKU-0272,0,Discount,0.24
2024-09-30,MA-SKU-0263,1,Discount,0.12
2023-03-16,MA-SKU-0056,0,Discount,0.23
2024-12-16,MA-SKU-0297,0,Discount,0.3
2024-07-14,MA-SKU-0097,0,Discount,0.06
2024-08-13,MA-SKU-0136,0,Discount,0.19
2024-03-16,MA-SKU-0086,0,Discount,0.23
2023-08-29,MA-SKU-0241,0,Bundle,0.11
2023-06-03,MA-SKU-0198,0,Bundle,0.11
2023-04-06,MA-SKU-0083,1,Bundle,0.07
2024-12-26,MA-SKU-0241,0,Bundle,0.07
2023-10-21,MA-SKU-0280,1,Discount,0.21
2023-07-28,MA-SKU-0251,0,Discount,0.18
2023-12-09,MA-SKU-0189,0,Display,0.06
2023-03-29,MA-SKU-0151,0,Display,0.29
2024-01-25,MA-SKU-0277,1,Bundle,0.21
2023-11-21,MA-SKU-0138,0,Display,0.18
2023-06-06,MA-SKU-0175,1,Bundle,0.12
2024-10-29,MA-SKU-0007,0,Discount,0.21
2024-10-12,MA-SKU-0294,0,Discount,0.14
2024-09-24,MA-SKU-0234,1,Display,0.23
2024-07-30,MA-SKU-0162,0,Discount,0.22
2024-09-10,MA-SKU-0048,0,Discount,0.07
2024-10-20,MA-SKU-0037,1,Bundle,0.28
2023-05-17,MA-SKU-0135,0,Display,0.17
2024-11-04,MA-SKU-0218,0,Discount,0.15
2024-03-03,MA-SKU-0295,1,Display,0.29
2024-03-27,MA-SKU-0033,0,Discount,0.16
2024-09-03,MA-SKU-0078,1,Bundle,0.23
2023-05-21,MA-SKU-0235,0,Discount,0.21
2023-03-24,MA-SKU-0272,1,Display,0.09
2023-06-26,MA-SKU-0160,0,Display,0.3
2023-07-17,MA-SKU-0174,1,Bundle,0.17
2024-09-15,MA-SKU-0220,0,Discount,0.15
2024-07-21,MA-SKU-0008,0,Bundle,0.28
2024-11-21,MA-SKU-0288,0,Display,0.18
2024-02-25,MA-SKU-0112,0,Bundle,0.23
2024-02-05,MA-SKU-0204,1,Discount,0.26
2024-11-28,MA-SKU-0185,1,Discount,0.11
2024-04-15,MA-SKU-0196,0,Bundle,0.09
2023-08-06,MA-SKU-0265,1,Display,0.07
2024-12-29,MA-SKU-0261,0,Display,0.27
2024-09-23,MA-SKU-0247,0,Bundle,0.1
2023-06-24,MA-SKU-0114,0,Discount,0.13
2023-01-23,MA-SKU-0120,0,Discount,0.12
2024-12-25,MA-SKU-0140,0,Discount,0.13
2023-08-23,MA-SKU-0064,1,Discount,0.22
2023-01-13,MA-SKU-0275,0,Display,0.29
2023-04-11,MA-SKU-0238,0,Discount,0.13
2024-06-19,MA-SKU-0009,0,Bundle,0.15
2024-06-06,MA-SKU-0232,1,Bundle,0.24
2024-03-27,MA-SKU-0194,0,Bundle,0.16
2024-03-06,MA-SKU-0011,0,Bundle,0.28
2024-08-28,MA-SKU-0176,0,Discount,0.18
2024-12-13,MA-SKU-0176,1,Display,0.14
2024-06-16,MA-SKU-0216,0,Discount,0.29
2024-12-23,MA-SKU-0010,1,Display,0.16
2024-10-13,MA-SKU-0117,0,Discount,0.11
2023-10-20,MA-SKU-0163,1,Display,0.09
2023-04-11,MA-SKU-0038,0,Bundle,0.3
2024-05-16,MA-SKU-0052,0,Bundle,0.24
2023-10-31,MA-SKU-0217,0,Display,0.15
2024-06-23,MA-SKU-0205,0,Display,0.26
2024-07-06,MA-SKU-0055,0,Display,0.19
2023-12-21,MA-SKU-0117,1,Bundle,0.13
2023-10-30,MA-SKU-0252,1,Bundle,0.24
2024-05-10,MA-SKU-0285,1,Discount,0.24
2024-10-19,MA-SKU-0267,0,Display,0.18
2023-08-15,MA-SKU-0290,0,Display,0.06
2023-08-24,MA-SKU-0179,0,Display,0.07
2024-03-30,MA-SKU-0234,0,Bundle,0.25
2023-01-13,MA-SKU-0195,1,Display,0.26
2023-07-29,MA-SKU-0079,0,Display,0.22
2024-02-01,MA-SKU-0134,1,Bundle,0.26
2023-04-10,MA-SKU-0021,0,Display,0.23
2023-01-31,MA-SKU-0224,1,Discount,0.27
2024-06-11,MA-SKU-0057,0,Bundle,0.09
2024-10-10,MA-SKU-0092,1,Bundle,0.15
2023-11-25,MA-SKU-0191,0,Bundle,0.17
2023-06-15,MA-SKU-0102,0,Discount,0.12
2024-04-03,MA-SKU-0006,1,Bundle,0.23
2023-04-10,MA-SKU-0127,0,Bundle,0.28
2024-09-12,MA-SKU-0054,0,Bundle,0.15
2023-06-22,MA-SKU-0230,0,Bundle,0.29
2023-06-11,MA-SKU-0061,0,Discount,0.18
2024-12-28,MA-SKU-0239,0,Display,0.18
2023-09-20,MA-SKU-0089,0,Display,0.2
2023-10-01,MA-SKU-0231,0,Bundle,0.12
2023-01-03,MA-SKU-0232,0,Discount,0.15
2023-01-28,MA-SKU-0291,0,Bundle,0.19
2023-11-22,MA-SKU-0151,0,Display,0.29
2023-05-29,MA-SKU-0144,1,Display,0.21
2024-06-23,MA-SKU-0129,1,Discount,0.13
2024-05-02,MA-SKU-0140,0,Display,0.05
2024-03-13,MA-SKU-0092,0,Bundle,0.3
2023-03-06,MA-SKU-0113,0,Discount,0.17
2023-12-22,MA-SKU-0283,1,Display,0.28
2024-06-16,MA-SKU-0142,0,Bundle,0.19
2023-09-09,MA-SKU-0222,0,Discount,0.2
2023-08-23,MA-SKU-0231,0,Bundle,0.23
2023-08-15,MA-SKU-0032,0,Display,0.13
2024-06-08,MA-SKU-0275,0,Bundle,0.22
2023-11-09,MA-SKU-0169,0,Discount,0.18
2023-02-18,MA-SKU-0139,0,Bundle,0.22
2023-04-28,MA-SKU-0200,0,Display,0.26
2023-02-23,MA-SKU-0022,0,Discount,0.1
2024-10-11,MA-SKU-0223,1,Discount,0.2
2024-07-18,MA-SKU-0269,0,Display,0.06
2023-02-13,MA-SKU-0152,0,Bundle,0.08
2023-02-22,MA-SKU-0084,0,Bundle,0.22
2024-08-08,MA-SKU-0108,0,Display,0.07
2024-07-11,MA-SKU-0030,0,Discount,0.2
2024-06-08,MA-SKU-0228,0,Display,0.11
2024-11-07,MA-SKU-0239,1,Discount,0.13
2023-04-12,MA-SKU-0140,0,Discount,0.08
2024-02-02,MA-SKU-0155,0,Bundle,0.11
2023-05-18,MA-SKU-0298,0,Display,0.26
2024-11-05,MA-SKU-0098,0,Discount,0.21
2024-01-22,MA-SKU-0046,1,Bundle,0.29
2023-04-21,MA-SKU-0066,0,Display,0.06
2024-09-05,MA-SKU-0061,0,Display,0.25
2023-01-17,MA-SKU-0108,1,Discount,0.22
2023-07-01,MA-SKU-0166,1,Discount,0.12
2024-06-19,MA-SKU-0036,0,Discount,0.23
2024-06-24,MA-SKU-0118,0,Display,0.23
2023-06-20,MA-SKU-0085,0,Discount,0.16
2024-02-13,MA-SKU-0051,0,Display,0.22
2024-01-13,MA-SKU-0090,1,Bundle,0.16
2023-07-07,MA-SKU-0288,0,Display,0.13
2023-08-18,MA-SKU-0297,0,Discount,0.17
2023-04-29,MA-SKU-0203,0,Display,0.27
2023-06-05,MA-SKU-0237,0,Discount,0.15
2024-11-17,MA-SKU-0154,0,Bundle,0.15
2024-04-09,MA-SKU-0239,1,Discount,0.2
2023-04-14,MA-SKU-0135,0,Discount,0.24
2024-08-26,MA-SKU-0063,0,Discount,0.23
2024-11-28,MA-SKU-0122,1,Discount,0.05
2024-05-16,MA-SKU-0253,0,Discount,0.22
2024-11-23,MA-SKU-0113,1,Discount,0.16
2024-11-12,MA-SKU-0019,0,Bundle,0.18
2024-11-29,MA-SKU-0015,0,Bundle,0.19
2023-06-24,MA-SKU-0144,0,Display,0.23
2024-11-04,MA-SKU-0207,1,Discount,0.26
2024-02-25,MA-SKU-0018,0,Display,0.21
2023-05-14,MA-SKU-0165,0,Bundle,0.19
2024-01-26,MA-SKU-0037,1,Bundle,0.14
2024-05-15,MA-SKU-0180,0,Discount,0.08
2024-10-26,MA-SKU-0104,0,Discount,0.29
2023-02-02,MA-SKU-0099,0,Display,0.17
2023-02-24,MA-SKU-0089,0,Bundle,0.19
2024-06-02,MA-SKU-0299,0,Display,0.24
2024-09-29,MA-SKU-0078,0,Display,0.07
2023-01-12,MA-SKU-0072,1,Display,0.26
2024-06-11,MA-SKU-0175,1,Discount,0.25
2024-12-20,MA-SKU-0095,0,Bundle,0.24
2024-07-08,MA-SKU-0102,1,Display,0.06
2024-01-08,MA-SKU-0223,0,Bundle,0.18
2024-04-28,MA-SKU-0005,0,Bundle,0.06
2024-10-08,MA-SKU-0121,0,Display,0.19
2023-08-16,MA-SKU-0235,0,Display,0.23
2024-09-14,MA-SKU-0115,1,Discount,0.08
2023-11-03,MA-SKU-0162,0,Bundle,0.22
2024-04-01,MA-SKU-0225,0,Display,0.16
2023-06-09,MA-SKU-0229,0,Display,0.25
2023-11-27,MA-SKU-0181,0,Bundle,0.18
2023-08-13,MA-SKU-0248,0,Display,0.13
2024-12-29,MA-SKU-0209,0,Bundle,0.13
2024-05-18,MA-SKU-0143,0,Display,0.27
2024-03-31,MA-SKU-0095,1,Bundle,0.16
2023-02-14,MA-SKU-0243,0,Display,0.15
2023-08-02,MA-SKU-0085,0,Display,0.06
2023-02-28,MA-SKU-0183,0,Discount,0.14
2024-10-05,MA-SKU-0120,1,Bundle,0.26
2024-09-07,MA-SKU-0091,0,Discount,0.24
2023-07-14,MA-SKU-0069,1,Display,0.11
2024-05-03,MA-SKU-0132,1,Bundle,0.15
2023-06-06,MA-SKU-0278,1,Bundle,0.1
2024-09-01,MA-SKU-0136,1,Display,0.29
2023-08-14,MA-SKU-0186,1,Display,0.2
2024-02-16,MA-SKU-0220,0,Display,0.24
2023-07-24,MA-SKU-0045,1,Display,0.23
2023-03-20,MA-SKU-0277,0,Bundle,0.27
2023-05-04,MA-SKU-0191,1,Discount,0.29
2024-04-15,MA-SKU-0007,0,Bundle,0.06
2023-08-06,MA-SKU-0275,0,Bundle,0.29
2024-05-30,MA-SKU-0178,0,Bundle,0.27
2024-08-24,MA-SKU-0038,0,Bundle,0.15
2023-04-14,MA-SKU-0292,0,Display,0.26
2024-01-28,MA-SKU-0177,0,Discount,0.23
2024-09-22,MA-SKU-0161,1,Bundle,0.25
2024-10-06,MA-SKU-0103,0,Bundle,0.11
2024-08-30,MA-SKU-0160,0,Discount,0.21
2024-03-09,MA-SKU-0286,1,Display,0.06
2023-11-27,MA-SKU-0122,0,Bundle,0.26
2023-05-23,MA-SKU-0053,0,Display,0.29
2024-06-23,MA-SKU-0033,0,Bundle,0.22
2023-10-05,MA-SKU-0241,1,Bundle,0.18
2023-08-21,MA-SKU-0112,0,Discount,0.23
2024-06-12,MA-SKU-0022,0,Discount,0.13
2024-07-24,MA-SKU-0045,0,Display,0.21
2023-03-31,MA-SKU-0134,0,Bundle,0.23
2024-05-06,MA-SKU-0117,0,Display,0.09
2023-07-18,MA-SKU-0188,1,Discount,0.09
2023-12-28,MA-SKU-0130,1,Discount,0.23
2024-03-16,MA-SKU-0211,0,Discount,0.16
2023-01-26,MA-SKU-0112,0,Discount,0.27
2023-01-25,MA-SKU-0043,1,Discount,0.13
2024-01-29,MA-SKU-0127,0,Display,0.06
2024-05-21,MA-SKU-0157,0,Display,0.21
2023-10-28,MA-SKU-0272,0,Discount,0.22
2023-12-05,MA-SKU-0044,0,Bundle,0.19
2023-09-24,MA-SKU-0107,1,Bundle,0.22
2024-04-05,MA-SKU-0218,0,Bundle,0.18
2024-11-23,MA-SKU-0176,0,Bundle,0.22
2024-03-31,MA-SKU-0227,0,Bundle,0.06
2023-12-26,MA-SKU-0190,1,Discount,0.14
2023-03-09,MA-SKU-0159,0,Display,0.1
2024-02-16,MA-SKU-0266,0,Discount,0.07
2024-05-05,MA-SKU-0189,0,Bundle,0.11
2023-02-18,MA-SKU-0174,0,Bundle,0.1
2024-11-17,MA-SKU-0289,0,Display,0.29
2024-07-17,MA-SKU-0144,0,Discount,0.12
2023-04-12,MA-SKU-0231,0,Display,0.11
2023-08-04,MA-SKU-0203,0,Bundle,0.26
2024-03-13,MA-SKU-0212,1,Bundle,0.15
2024-11-30,MA-SKU-0039,0,Display,0.16
2024-07-22,MA-SKU-0274,0,Bundle,0.16
2024-07-12,MA-SKU-0081,0,Discount,0.15
2023-06-08,MA-SKU-0180,0,Bundle,0.13
2024-05-03,MA-SKU-0082,0,Bundle,0.12
2024-11-16,MA-SKU-0261,1,Discount,0.27
2023-08-30,MA-SKU-0271,1,Bundle,0.09
2023-01-05,MA-SKU-0199,0,Display,0.1
2024-08-18,MA-SKU-0239,0,Display,0.19
2023-12-27,MA-SKU-0179,0,Bundle,0.14
2024-04-03,MA-SKU-0170,0,Discount,0.16
2023-09-05,MA-SKU-0294,0,Discount,0.25
2024-07-19,MA-SKU-0176,0,Display,0.28
2024-11-03,MA-SKU-0236,1,Bundle,0.25
2024-02-26,MA-SKU-0137,0,Discount,0.11
2023-01-15,MA-SKU-0128,0,Discount,0.29
2024-07-26,MA-SKU-0048,1,Display,0.14
2023-05-02,MA-SKU-0163,0,Display,0.09
2023-10-04,MA-SKU-0276,0,Discount,0.17
2024-07-11,MA-SKU-0292,0,Display,0.23
2024-03-28,MA-SKU-0115,0,Discount,0.07
2024-01-25,MA-SKU-0023,1,Bundle,0.21
2023-10-21,MA-SKU-0024,1,Display,0.26
2024-07-27,MA-SKU-0126,1,Display,0.12
2024-08-20,MA-SKU-0233,1,Bundle,0.22
2024-03-21,MA-SKU-0208,0,Discount,0.15
2023-07-29,MA-SKU-0092,1,Discount,0.15
2024-08-12,MA-SKU-0093,1,Display,0.12
2024-12-14,MA-SKU-0224,0,Discount,0.21
2023-10-29,MA-SKU-0279,0,Discount,0.14
2023-08-11,MA-SKU-0010,0,Bundle,0.26
2023-01-03,MA-SKU-0011,0,Bundle,0.29
2024-06-01,MA-SKU-0034,0,Bundle,0.28
2023-04-03,MA-SKU-0227,1,Display,0.09
2024-06-03,MA-SKU-0219,1,Bundle,0.05
2024-03-03,MA-SKU-0140,0,Bundle,0.16
2024-05-07,MA-SKU-0022,0,Discount,0.23
2023-08-23,MA-SKU-0082,1,Bundle,0.29
2024-09-11,MA-SKU-0228,0,Display,0.25
2023-06-10,MA-SKU-0079,0,Bundle,0.2
2024-12-21,MA-SKU-0289,1,Display,0.06
2023-11-27,MA-SKU-0158,1,Discount,0.26
2023-11-29,MA-SKU-0127,1,Discount,0.09
2023-02-19,MA-SKU-0189,0,Bundle,0.06
2024-06-06,MA-SKU-0030,0,Discount,0.26
2024-10-29,MA-SKU-0014,1,Bundle,0.19
2024-05-06,MA-SKU-0074,0,Discount,0.08
2024-08-04,MA-SKU-0033,1,Display,0.15
2024-11-11,MA-SKU-0195,0,Discount,0.07
2023-09-29,MA-SKU-0028,0,Bundle,0.21
2024-08-02,MA-SKU-0193,0,Bundle,0.12
2023-09-09,MA-SKU-0015,0,Bundle,0.27
2024-07-13,MA-SKU-0076,1,Display,0.14
2024-11-26,MA-SKU-0292,0,Discount,0.17
2024-11-29,MA-SKU-0080,1,Bundle,0.07
2023-03-31,MA-SKU-0123,1,Display,0.12
2024-03-21,MA-SKU-0018,0,Display,0.22
2023-11-28,MA-SKU-0101,1,Display,0.23
2023-05-19,MA-SKU-0076,0,Discount,0.11
2023-12-23,MA-SKU-0228,1,Discount,0.18
2024-08-23,MA-SKU-0296,0,Discount,0.25
2023-10-01,MA-SKU-0202,0,Display,0.14
2023-01-19,MA-SKU-0060,0,Discount,0.08
2023-11-07,MA-SKU-0025,0,Bundle,0.16
2023-06-03,MA-SKU-0070,1,Display,0.2
2024-01-25,MA-SKU-0102,0,Discount,0.05
2023-09-17,MA-SKU-0156,0,Display,0.14
2024-09-11,MA-SKU-0193,0,Display,0.2
2024-07-24,MA-SKU-0274,1,Discount,0.29
2023-05-05,MA-SKU-0185,0,Display,0.15
2023-12-20,MA-SKU-0112,0,Discount,0.09
2023-09-30,MA-SKU-0164,0,Discount,0.18
2024-09-10,MA-SKU-0060,0,Discount,0.12
2023-09-02,MA-SKU-0091,1,Display,0.1
2024-03-25,MA-SKU-0285,1,Display,0.2
2023-09-04,MA-SKU-0152,1,Discount,0.28
2024-06-03,MA-SKU-0224,0,Display,0.26
2023-05-21,MA-SKU-0126,1,Discount,0.1
2023-12-28,MA-SKU-0192,0,Bundle,0.24
2023-01-08,MA-SKU-0114,1,Display,0.11
2024-04-22,MA-SKU-0261,0,Display,0.12
2023-12-18,MA-SKU-0017,0,Bundle,0.28
2024-05-09,MA-SKU-0009,0,Bundle,0.28
2024-08-28,MA-SKU-0091,0,Bundle,0.09
2024-03-02,MA-SKU-0138,0,Discount,0.07
2023-02-08,MA-SKU-0051,1,Discount,0.12
2024-08-15,MA-SKU-0194,0,Bundle,0.2
2023-07-06,MA-SKU-0205,1,Discount,0.27
2024-08-18,MA-SKU-0286,0,Display,0.08
2024-08-22,MA-SKU-0092,0,Bundle,0.15
2023-04-03,MA-SKU-0144,1,Display,0.12
2023-03-27,MA-SKU-0085,0,Discount,0.05
2023-02-13,MA-SKU-0152,0,Bundle,0.25
2023-05-17,MA-SKU-0001,1,Discount,0.25
2024-02-25,MA-SKU-0259,0,Display,0.11
2023-03-15,MA-SKU-0163,0,Discount,0.09
2024-07-01,MA-SKU-0005,1,Display,0.09
2024-09-04,MA-SKU-0148,0,Discount,0.17
2024-05-26,MA-SKU-0204,1,Display,0.11
2023-06-05,MA-SKU-0117,0,Discount,0.18
2023-09-12,MA-SKU-0088,0,Bundle,0.15
2023-06-20,MA-SKU-0153,0,Bundle,0.1
2024-12-28,MA-SKU-0166,1,Discount,0.24
2023-06-19,MA-SKU-0160,0,Display,0.09
2023-11-18,MA-SKU-0269,1,Discount,0.25
2024-07-20,MA-SKU-0055,0,Bundle,0.19
2024-03-31,MA-SKU-0227,0,Display,0.26
2024-08-25,MA-SKU-0148,1,Discount,0.05
2024-09-04,MA-SKU-0045,0,Discount,0.24
2023-06-04,MA-SKU-0143,0,Display,0.06
2023-12-15,MA-SKU-0237,0,Discount,0.29
2024-03-26,MA-SKU-0271,0,Bundle,0.23
2024-10-14,MA-SKU-0119,0,Bundle,0.13
2023-06-22,MA-SKU-0219,0,Display,0.13
2023-01-10,MA-SKU-0007,0,Discount,0.27
2023-09-22,MA-SKU-0274,0,Discount,0.28
2024-03-13,MA-SKU-0065,0,Bundle,0.27
2023-09-04,MA-SKU-0078,0,Display,0.25
2024-10-28,MA-SKU-0085,1,Display,0.25
2024-06-29,MA-SKU-0123,1,Display,0.19
2024-05-13,MA-SKU-0201,0,Bundle,0.06
2023-05-09,MA-SKU-0149,0,Bundle,0.07
2024-11-02,MA-SKU-0045,1,Display,0.21
2024-08-23,MA-SKU-0112,0,Display,0.15
2024-08-27,MA-SKU-0090,0,Discount,0.19
2023-11-23,MA-SKU-0140,0,Discount,0.11
2024-02-08,MA-SKU-0288,1,Display,0.21
2024-09-20,MA-SKU-0217,0,Bundle,0.11
2024-08-28,MA-SKU-0076,1,Bundle,0.17
2024-11-05,MA-SKU-0151,1,Discount,0.17
2024-09-02,MA-SKU-0238,0,Display,0.09
2024-09-16,MA-SKU-0114,1,Bundle,0.27
2023-12-25,MA-SKU-0093,0,Bundle,0.18
2024-08-25,MA-SKU-0047,0,Bundle,0.27
2024-12-18,MA-SKU-0190,0,Bundle,0.12
2023-01-17,MA-SKU-0011,0,Discount,0.09
2023-10-01,MA-SKU-0155,0,Bundle,0.05
2024-11-15,MA-SKU-0171,0,Bundle,0.07
2023-04-26,MA-SKU-0295,0,Display,0.09
2024-11-23,MA-SKU-0176,0,Display,0.07
2023-04-01,MA-SKU-0056,0,Discount,0.27
2023-03-23,MA-SKU-0202,1,Discount,0.28
2023-11-20,MA-SKU-0184,0,Discount,0.28
2023-04-24,MA-SKU-0120,0,Discount,0.29
2023-02-27,MA-SKU-0225,0,Bundle,0.17
2023-06-03,MA-SKU-0201,0,Display,0.18
2024-02-08,MA-SKU-0215,0,Bundle,0.08
2024-09-19,MA-SKU-0042,0,Bundle,0.08
2023-09-23,MA-SKU-0022,0,Bundle,0.24
2023-11-11,MA-SKU-0154,0,Display,0.26
2024-12-15,MA-SKU-0185,1,Discount,0.25
2023-02-10,MA-SKU-0248,1,Discount,0.26
2023-04-15,MA-SKU-0236,0,Display,0.12
2023-07-12,MA-SKU-0292,1,Display,0.17
2024-02-05,MA-SKU-0133,0,Discount,0.16
2023-10-05,MA-SKU-0021,0,Bundle,0.3
2023-12-20,MA-SKU-0087,1,Discount,0.29
2024-08-02,MA-SKU-0152,0,Display,0.2
2024-12-09,MA-SKU-0124,0,Discount,0.08
2023-09-13,MA-SKU-0078,0,Discount,0.11
2024-10-12,MA-SKU-0050,0,Discount,0.14
2024-10-22,MA-SKU-0215,0,Display,0.27
2023-04-09,MA-SKU-0175,0,Display,0.09
2024-08-10,MA-SKU-0252,0,Discount,0.1
2023-10-09,MA-SKU-0245,0,Discount,0.14
2024-02-07,MA-SKU-0226,1,Bundle,0.28
2023-04-19,MA-SKU-0105,0,Bundle,0.18
2024-11-30,MA-SKU-0192,1,Discount,0.21
2023-07-18,MA-SKU-0035,0,Display,0.15
2023-10-30,MA-SKU-0203,1,Bundle,0.1
2023-11-23,MA-SKU-0266,1,Discount,0.11
2023-06-03,MA-SKU-0267,0,Bundle,0.25
2024-07-05,MA-SKU-0169,0,Bundle,0.27
2024-10-06,MA-SKU-0038,0,Bundle,0.17
2024-02-09,MA-SKU-0138,1,Display,0.14
2024-04-06,MA-SKU-0291,0,Discount,0.25
2023-05-12,MA-SKU-0051,0,Display,0.22
2023-03-25,MA-SKU-0286,0,Display,0.06
2024-02-03,MA-SKU-0288,1,Bundle,0.14
2024-09-19,MA-SKU-0140,0,Discount,0.22
2023-04-19,MA-SKU-0145,0,Bundle,0.19
2023-08-09,MA-SKU-0183,0,Display,0.29
2024-07-06,MA-SKU-0151,1,Display,0.27
2024-01-03,MA-SKU-0200,0,Discount,0.06
2023-05-27,MA-SKU-0127,0,Display,0.23
2023-04-22,MA-SKU-0286,0,Display,0.13
2024-09-06,MA-SKU-0252,0,Discount,0.22
2024-07-11,MA-SKU-0265,1,Bundle,0.2
2024-05-08,MA-SKU-0187,0,Discount,0.18
2024-05-19,MA-SKU-0229,0,Display,0.26
2024-04-19,MA-SKU-0270,1,Discount,0.23
2023-09-28,MA-SKU-0258,1,Bundle,0.27
2024-02-25,MA-SKU-0298,0,Display,0.12
2024-12-07,MA-SKU-0197,0,Bundle,0.14
2024-01-02,MA-SKU-0055,1,Bundle,0.21
2023-10-07,MA-SKU-0202,0,Discount,0.29
2023-10-10,MA-SKU-0270,1,Bundle,0.14
2023-02-09,MA-SKU-0108,1,Discount,0.06
2023-07-08,MA-SKU-0115,0,Discount,0.16
2023-06-13,MA-SKU-0091,1,Bundle,0.19
2024-06-19,MA-SKU-0137,0,Discount,0.25
2024-06-19,MA-SKU-0056,0,Discount,0.23
2023-01-04,MA-SKU-0049,0,Bundle,0.29
2023-10-17,MA-SKU-0070,1,Display,0.25
2024-03-08,MA-SKU-0081,0,Discount,0.12
2024-04-15,MA-SKU-0104,0,Discount,0.21
2023-06-30,MA-SKU-0087,1,Bundle,0.22
2023-09-05,MA-SKU-0001,0,Discount,0.3
2024-09-19,MA-SKU-0083,0,Bundle,0.08
2023-10-06,MA-SKU-0042,1,Display,0.1
2024-08-03,MA-SKU-0153,1,Display,0.09
2023-09-11,MA-SKU-0093,1,Bundle,0.2
2023-06-30,MA-SKU-0297,1,Display,0.08
2024-11-11,MA-SKU-0132,0,Bundle,0.21
2024-05-23,MA-SKU-0064,0,Discount,0.25
2024-11-30,MA-SKU-0289,0,Display,0.16
2024-07-19,MA-SKU-0256,0,Discount,0.19
2023-11-22,MA-SKU-0212,0,Discount,0.28
2023-12-23,MA-SKU-0147,1,Bundle,0.19
2024-10-11,MA-SKU-0060,0,Display,0.1
2024-11-10,MA-SKU-0148,0,Display,0.14
2024-01-26,MA-SKU-0087,0,Discount,0.18
2024-09-06,MA-SKU-0277,0,Discount,0.09
2023-03-26,MA-SKU-0081,0,Bundle,0.2
2023-11-13,MA-SKU-0128,0,Display,0.3
2023-07-31,MA-SKU-0285,0,Bundle,0.21
2024-05-29,MA-SKU-0279,0,Bundle,0.14
2024-01-19,MA-SKU-0269,1,Bundle,0.13
2024-11-21,MA-SKU-0291,1,Display,0.28
2023-12-08,MA-SKU-0202,0,Bundle,0.27
2023-02-07,MA-SKU-0023,1,Display,0.17
2024-05-25,MA-SKU-0207,0,Bundle,0.14
2024-02-24,MA-SKU-0279,0,Discount,0.23
2023-06-18,MA-SKU-0204,0,Bundle,0.13
2023-12-09,MA-SKU-0151,0,Bundle,0.08
2023-11-02,MA-SKU-0025,1,Display,0.13
2024-06-25,MA-SKU-0193,0,Discount,0.16
2024-12-02,MA-SKU-0237,1,Discount,0.11
2024-06-20,MA-SKU-0074,0,Display,0.1
2023-04-22,MA-SKU-0162,0,Display,0.05
2024-02-15,MA-SKU-0298,1,Discount,0.21
2023-07-25,MA-SKU-0028,0,Display,0.2
2023-07-04,MA-SKU-0164,0,Discount,0.1
2024-01-17,MA-SKU-0185,0,Bundle,0.29
2024-05-10,MA-SKU-0053,0,Bundle,0.15
2024-01-14,MA-SKU-0294,0,Discount,0.06
2023-02-16,MA-SKU-0041,0,Discount,0.1
2024-07-04,MA-SKU-0284,0,Bundle,0.22
2024-06-11,MA-SKU-0137,0,Bundle,0.1
2024-05-18,MA-SKU-0186,0,Discount,0.06
2023-01-22,MA-SKU-0203,0,Display,0.2
2023-08-01,MA-SKU-0041,0,Display,0.18
2023-11-06,MA-SKU-0287,0,Discount,0.24
2024-10-22,MA-SKU-0025,0,Display,0.24
2023-09-29,MA-SKU-0055,0,Bundle,0.29
2024-07-24,MA-SKU-0252,0,Bundle,0.06
2023-07-21,MA-SKU-0121,0,Display,0.06
2023-02-01,MA-SKU-0105,0,Discount,0.3
2024-03-18,MA-SKU-0129,0,Bundle,0.21
2023-06-11,MA-SKU-0157,0,Bundle,0.23
2023-09-11,MA-SKU-0230,0,Bundle,0.07
2024-06-04,MA-SKU-0090,0,Display,0.07
2024-10-12,MA-SKU-0021,0,Discount,0.09
2024-04-24,MA-SKU-0289,0,Display,0.16
2023-01-10,MA-SKU-0109,0,Discount,0.08
2024-12-26,MA-SKU-0048,0,Discount,0.16
2024-05-19,MA-SKU-0128,1,Display,0.19
2024-07-13,MA-SKU-0072,0,Bundle,0.05
2024-03-11,MA-SKU-0052,1,Discount,0.08
2023-04-21,MA-SKU-0167,1,Display,0.14
2023-06-02,MA-SKU-0044,0,Bundle,0.06
2024-09-26,MA-SKU-0104,0,Discount,0.08
2023-04-12,MA-SKU-0149,0,Discount,0.11
2023-07-10,MA-SKU-0145,0,Bundle,0.16
2024-12-29,MA-SKU-0203,0,Discount,0.23
2024-07-16,MA-SKU-0298,1,Display,0.08
2023-03-22,MA-SKU-0166,1,Discount,0.23
2024-05-03,MA-SKU-0200,0,Discount,0.26
2023-03-29,MA-SKU-0133,0,Bundle,0.21
2023-07-13,MA-SKU-0210,0,Display,0.06
2023-04-14,MA-SKU-0047,1,Bundle,0.16
2023-04-06,MA-SKU-0125,1,Display,0.22
2024-02-27,MA-SKU-0238,1,Bundle,0.29
2023-07-17,MA-SKU-0006,0,Discount,0.29
2023-01-01,MA-SKU-0271,0,Display,0.15
2024-02-11,MA-SKU-0036,0,Display,0.2
2024-01-13,MA-SKU-0210,0,Discount,0.27
2023-06-16,MA-SKU-0164,1,Bundle,0.26
2024-05-23,MA-SKU-0124,1,Display,0.17
2024-09-29,MA-SKU-0191,0,Discount,0.12
2023-11-09,MA-SKU-0217,0,Discount,0.08
2024-08-15,MA-SKU-0213,0,Display,0.17
