Date,Country,Channel,Brand,SKU,Actual_Units,Forecast_Units
2023-05-21,FR,Retail,NutriBox,NB-MC-002,98,91
2023-05-22,FR,Retail,NutriBox,NB-MC-002,103,105
2023-05-23,FR,Retail,NutriBox,NB-MC-002,77,81
2023-05-24,FR,Retail,NutriBox,NB-MC-002,105,100
2023-05-25,FR,Retail,NutriBox,NB-MC-002,60,82
2023-05-26,FR,Retail,NutriBox,NB-MC-002,69,64
2023-05-27,FR,Retail,NutriBox,NB-MC-002,44,43
2023-05-28,FR,Retail,NutriBox,NB-MC-002,86,86
2023-05-29,FR,Retail,NutriBox,NB-MC-002,108,92
2023-05-30,FR,Retail,NutriBox,NB-MC-002,71,78
2023-05-31,FR,Retail,NutriBox,NB-MC-002,75,73
2023-06-01,FR,Retail,NutriBox,NB-MC-002,101,124
2023-06-02,FR,Retail,NutriBox,NB-MC-002,92,89
2023-06-03,FR,Retail,NutriBox,NB-MC-002,85,88
2023-06-04,FR,Retail,NutriBox,NB-MC-002,69,72
2023-06-05,FR,Retail,NutriBox,NB-MC-002,104,96
2023-06-06,FR,Retail,NutriBox,NB-MC-002,89,81
2023-06-07,FR,Retail,NutriBox,NB-MC-002,92,81
2023-06-08,FR,Retail,NutriBox,NB-MC-002,75,66
2023-06-09,FR,Retail,NutriBox,NB-MC-002,107,122
2023-06-10,FR,Retail,NutriBox,NB-MC-002,72,77
2023-06-11,FR,Retail,NutriBox,NB-MC-002,105,102
2023-06-12,FR,Retail,NutriBox,NB-MC-002,76,94
2023-06-13,FR,Retail,NutriBox,NB-MC-002,75,97
2023-06-14,FR,Retail,NutriBox,NB-MC-002,113,117
2023-06-15,FR,Retail,NutriBox,NB-MC-002,95,83
2023-06-16,FR,Retail,NutriBox,NB-MC-002,147,118
2023-06-17,FR,Retail,NutriBox,NB-MC-002,69,81
2023-06-18,FR,Retail,NutriBox,NB-MC-002,107,109
2023-06-19,FR,Retail,NutriBox,NB-MC-002,100,96
2023-06-20,FR,Retail,NutriBox,NB-MC-002,67,88
2023-06-21,FR,Retail,NutriBox,NB-MC-002,153,130
2023-06-22,FR,Retail,NutriBox,NB-MC-002,79,89
2023-06-23,FR,Retail,NutriBox,NB-MC-002,68,80
2023-06-24,FR,Retail,NutriBox,NB-MC-002,103,83
2023-06-25,FR,Retail,NutriBox,NB-MC-002,125,120
2023-06-26,FR,Retail,NutriBox,NB-MC-002,73,68
2023-06-27,FR,Retail,NutriBox,NB-MC-002,115,115
2023-06-28,FR,Retail,NutriBox,NB-MC-002,136,117
2023-06-29,FR,Retail,NutriBox,NB-MC-002,89,104
2023-06-30,FR,Retail,NutriBox,NB-MC-002,100,114
2023-07-01,FR,Retail,NutriBox,NB-MC-002,102,110
2023-07-02,FR,Retail,NutriBox,NB-MC-002,76,110
2023-07-03,FR,Retail,NutriBox,NB-MC-002,129,135
2023-07-04,FR,Retail,NutriBox,NB-MC-002,124,106
2023-07-05,FR,Retail,NutriBox,NB-MC-002,87,104
2023-07-06,FR,Retail,NutriBox,NB-MC-002,120,113
2023-07-07,FR,Retail,NutriBox,NB-MC-002,65,71
2023-07-08,FR,Retail,NutriBox,NB-MC-002,110,117
2023-07-09,FR,Retail,NutriBox,NB-MC-002,98,103
2023-07-10,FR,Retail,NutriBox,NB-MC-002,65,74
2023-07-11,FR,Retail,NutriBox,NB-MC-002,114,103
2023-07-12,FR,Retail,NutriBox,NB-MC-002,134,133
2023-07-13,FR,Retail,NutriBox,NB-MC-002,105,129
2023-07-14,FR,Retail,NutriBox,NB-MC-002,69,69
2023-07-15,FR,Retail,NutriBox,NB-MC-002,126,129
2023-07-16,FR,Retail,NutriBox,NB-MC-002,123,122
2023-07-17,FR,Retail,NutriBox,NB-MC-002,89,98
2023-07-18,FR,Retail,NutriBox,NB-MC-002,58,59
2023-07-19,FR,Retail,NutriBox,NB-MC-002,117,117
2023-07-20,FR,Retail,NutriBox,NB-MC-002,107,111
2023-07-21,FR,Retail,NutriBox,NB-MC-002,79,98
2023-07-22,FR,Retail,NutriBox,NB-MC-002,124,116
2023-07-23,FR,Retail,NutriBox,NB-MC-002,135,125
2023-07-24,FR,Retail,NutriBox,NB-MC-002,70,74
2023-07-25,FR,Retail,NutriBox,NB-MC-002,103,121
2023-07-26,FR,Retail,NutriBox,NB-MC-002,116,116
2023-07-27,FR,Retail,NutriBox,NB-MC-002,77,82
2023-07-28,FR,Retail,NutriBox,NB-MC-002,68,76
2023-07-29,FR,Retail,NutriBox,NB-MC-002,110,118
2023-07-30,FR,Retail,NutriBox,NB-MC-002,107,93
2023-07-31,FR,Retail,NutriBox,NB-MC-002,100,108
2023-08-01,FR,Retail,NutriBox,NB-MC-002,94,97
2023-08-02,FR,Retail,NutriBox,NB-MC-002,99,114
2023-08-03,FR,Retail,NutriBox,NB-MC-002,102,92
2023-08-04,FR,Retail,NutriBox,NB-MC-002,94,106
2023-08-05,FR,Retail,NutriBox,NB-MC-002,99,95
2023-08-06,FR,Retail,NutriBox,NB-MC-002,87,94
2023-08-07,FR,Retail,NutriBox,NB-MC-002,85,99
2023-08-08,FR,Retail,NutriBox,NB-MC-002,130,147
2023-08-09,FR,Retail,NutriBox,NB-MC-002,113,116
2023-08-10,FR,Retail,NutriBox,NB-MC-002,60,65
2023-08-11,FR,Retail,NutriBox,NB-MC-002,91,91
2023-08-12,FR,Retail,NutriBox,NB-MC-002,150,124
2023-08-13,FR,Retail,NutriBox,NB-MC-002,102,109
2023-08-14,FR,Retail,NutriBox,NB-MC-002,86,97
2023-08-15,FR,Retail,NutriBox,NB-MC-002,96,79
2023-08-16,FR,Retail,NutriBox,NB-MC-002,75,68
2023-08-17,FR,Retail,NutriBox,NB-MC-002,67,76
2023-08-18,FR,Retail,NutriBox,NB-MC-002,122,132
2023-08-19,FR,Retail,NutriBox,NB-MC-002,156,138
2023-08-20,FR,Retail,NutriBox,NB-MC-002,117,109
2023-08-21,FR,Retail,NutriBox,NB-MC-002,94,94
2023-08-22,FR,Retail,NutriBox,NB-MC-002,86,84
2023-08-23,FR,Retail,NutriBox,NB-MC-002,111,123
2023-08-24,FR,Retail,NutriBox,NB-MC-002,86,87
2023-08-25,FR,Retail,NutriBox,NB-MC-002,51,52
2023-08-26,FR,Retail,NutriBox,NB-MC-002,108,92
2023-08-27,FR,Retail,NutriBox,NB-MC-002,82,82
2023-08-28,FR,Retail,NutriBox,NB-MC-002,103,78
2023-08-29,FR,Retail,NutriBox,NB-MC-002,101,111
2023-08-30,FR,Retail,NutriBox,NB-MC-002,68,64
2023-08-31,FR,Retail,NutriBox,NB-MC-002,103,88
2023-09-01,FR,Retail,NutriBox,NB-MC-002,92,83
2023-09-02,FR,Retail,NutriBox,NB-MC-002,98,98
2023-09-03,FR,Retail,NutriBox,NB-MC-002,74,83
2023-09-04,FR,Retail,NutriBox,NB-MC-002,70,71
2023-09-05,FR,Retail,NutriBox,NB-MC-002,59,70
2023-09-06,FR,Retail,NutriBox,NB-MC-002,85,78
2023-09-07,FR,Retail,NutriBox,NB-MC-002,65,73
2023-09-08,FR,Retail,NutriBox,NB-MC-002,88,92
2023-09-09,FR,Retail,NutriBox,NB-MC-002,98,77
2023-09-10,FR,Retail,NutriBox,NB-MC-002,104,109
2023-09-11,FR,Retail,NutriBox,NB-MC-002,75,89
2023-09-12,FR,Retail,NutriBox,NB-MC-002,76,81
2023-09-13,FR,Retail,NutriBox,NB-MC-002,88,85
2023-09-14,FR,Retail,NutriBox,NB-MC-002,81,90
2023-09-15,FR,Retail,NutriBox,NB-MC-002,51,51
2023-09-16,FR,Retail,NutriBox,NB-MC-002,75,82
2023-09-17,FR,Retail,NutriBox,NB-MC-002,76,60
2023-09-18,FR,Retail,NutriBox,NB-MC-002,79,78
2023-09-19,FR,Retail,NutriBox,NB-MC-002,87,74
2023-09-20,FR,Retail,NutriBox,NB-MC-002,104,101
2023-09-21,FR,Retail,NutriBox,NB-MC-002,113,127
2023-09-22,FR,Retail,NutriBox,NB-MC-002,73,89
2023-09-23,FR,Retail,NutriBox,NB-MC-002,64,57
2023-09-24,FR,Retail,NutriBox,NB-MC-002,92,85
2023-09-25,FR,Retail,NutriBox,NB-MC-002,77,82
2023-09-26,FR,Retail,NutriBox,NB-MC-002,84,86
2023-09-27,FR,Retail,NutriBox,NB-MC-002,67,74
2023-09-28,FR,Retail,NutriBox,NB-MC-002,49,56
2023-09-29,FR,Retail,NutriBox,NB-MC-002,66,69
2023-09-30,FR,Retail,NutriBox,NB-MC-002,96,114
2023-10-01,FR,Retail,NutriBox,NB-MC-002,103,106
2023-10-02,FR,Retail,NutriBox,NB-MC-002,88,77
2023-10-03,FR,Retail,NutriBox,NB-MC-002,78,72
2023-10-04,FR,Retail,NutriBox,NB-MC-002,103,93
2023-10-05,FR,Retail,NutriBox,NB-MC-002,90,95
2023-10-06,FR,Retail,NutriBox,NB-MC-002,63,73
2023-10-07,FR,Retail,NutriBox,NB-MC-002,59,57
2023-10-08,FR,Retail,NutriBox,NB-MC-002,94,106
2023-10-09,FR,Retail,NutriBox,NB-MC-002,113,91
2023-10-10,FR,Retail,NutriBox,NB-MC-002,56,60
2023-10-11,FR,Retail,NutriBox,NB-MC-002,53,51
2023-10-12,FR,Retail,NutriBox,NB-MC-002,84,87
2023-10-13,FR,Retail,NutriBox,NB-MC-002,91,92
2023-10-14,FR,Retail,NutriBox,NB-MC-002,58,58
2023-10-15,FR,Retail,NutriBox,NB-MC-002,85,90
2023-10-16,FR,Retail,NutriBox,NB-MC-002,59,57
2023-10-17,FR,Retail,NutriBox,NB-MC-002,72,65
2023-10-18,FR,Retail,NutriBox,NB-MC-002,85,84
2023-10-19,FR,Retail,NutriBox,NB-MC-002,63,71
2023-10-20,FR,Retail,NutriBox,NB-MC-002,70,76
2023-10-21,FR,Retail,NutriBox,NB-MC-002,68,78
2023-10-22,FR,Retail,NutriBox,NB-MC-002,51,50
2023-10-23,FR,Retail,NutriBox,NB-MC-002,94,84
2023-10-24,FR,Retail,NutriBox,NB-MC-002,106,114
2023-10-25,FR,Retail,NutriBox,NB-MC-002,87,90
2023-10-26,FR,Retail,NutriBox,NB-MC-002,75,94
2023-10-27,FR,Retail,NutriBox,NB-MC-002,74,75
2023-10-28,FR,Retail,NutriBox,NB-MC-002,91,85
2023-10-29,FR,Retail,NutriBox,NB-MC-002,69,78
2023-10-30,FR,Retail,NutriBox,NB-MC-002,54,56
2023-10-31,FR,Retail,NutriBox,NB-MC-002,73,90
2023-11-01,FR,Retail,NutriBox,NB-MC-002,89,65
2023-11-02,FR,Retail,NutriBox,NB-MC-002,72,79
2023-11-03,FR,Retail,NutriBox,NB-MC-002,54,73
2023-11-04,FR,Retail,NutriBox,NB-MC-002,87,78
2023-11-05,FR,Retail,NutriBox,NB-MC-002,74,57
2023-11-06,FR,Retail,NutriBox,NB-MC-002,75,85
2023-11-07,FR,Retail,NutriBox,NB-MC-002,89,85
2023-11-08,FR,Retail,NutriBox,NB-MC-002,75,88
2023-11-09,FR,Retail,NutriBox,NB-MC-002,66,96
2023-11-10,FR,Retail,NutriBox,NB-MC-002,87,83
2023-11-11,FR,Retail,NutriBox,NB-MC-002,89,91
2023-11-12,FR,Retail,NutriBox,NB-MC-002,91,86
2023-11-13,FR,Retail,NutriBox,NB-MC-002,101,85
2023-11-14,FR,Retail,NutriBox,NB-MC-002,52,82
2023-11-15,FR,Retail,NutriBox,NB-MC-002,93,89
2023-11-16,FR,Retail,NutriBox,NB-MC-002,87,83
2023-11-17,FR,Retail,NutriBox,NB-MC-002,69,75
2023-11-18,FR,Retail,NutriBox,NB-MC-002,79,74
2023-11-19,FR,Retail,NutriBox,NB-MC-002,33,40
2023-11-20,FR,Retail,NutriBox,NB-MC-002,110,116
2023-11-21,FR,Retail,NutriBox,NB-MC-002,104,105
2023-11-22,FR,Retail,NutriBox,NB-MC-002,61,60
2023-11-23,FR,Retail,NutriBox,NB-MC-002,88,84
2023-11-24,FR,Retail,NutriBox,NB-MC-002,57,55
2023-11-25,FR,Retail,NutriBox,NB-MC-002,77,77
2023-11-26,FR,Retail,NutriBox,NB-MC-002,83,75
2023-11-27,FR,Retail,NutriBox,NB-MC-002,88,97
2023-11-28,FR,Retail,NutriBox,NB-MC-002,37,48
2023-11-29,FR,Retail,NutriBox,NB-MC-002,77,72
2023-11-30,FR,Retail,NutriBox,NB-MC-002,89,89
2023-12-01,FR,Retail,NutriBox,NB-MC-002,103,100
2023-12-02,FR,Retail,NutriBox,NB-MC-002,164,160
2023-12-03,FR,Retail,NutriBox,NB-MC-002,97,84
2023-12-04,FR,Retail,NutriBox,NB-MC-002,101,97
2023-12-05,FR,Retail,NutriBox,NB-MC-002,131,126
2023-12-06,FR,Retail,NutriBox,NB-MC-002,125,125
2023-12-07,FR,Retail,NutriBox,NB-MC-002,70,73
2023-12-08,FR,Retail,NutriBox,NB-MC-002,101,103
2023-12-09,FR,Retail,NutriBox,NB-MC-002,64,62
2023-12-10,FR,Retail,NutriBox,NB-MC-002,83,113
2023-12-11,FR,Retail,NutriBox,NB-MC-002,92,105
2023-12-12,FR,Retail,NutriBox,NB-MC-002,125,115
2023-12-13,FR,Retail,NutriBox,NB-MC-002,62,85
2023-12-14,FR,Retail,NutriBox,NB-MC-002,144,136
2023-12-15,FR,Retail,NutriBox,NB-MC-002,116,121
2023-12-16,FR,Retail,NutriBox,NB-MC-002,98,104
2023-12-17,FR,Retail,NutriBox,NB-MC-002,70,75
2023-12-18,FR,Retail,NutriBox,NB-MC-002,133,145
2023-12-19,FR,Retail,NutriBox,NB-MC-002,88,94
2023-12-20,FR,Retail,NutriBox,NB-MC-002,89,94
2023-12-21,FR,Retail,NutriBox,NB-MC-002,104,106
2023-12-22,FR,Retail,NutriBox,NB-MC-002,109,121
2023-12-23,FR,Retail,NutriBox,NB-MC-002,87,103
2023-12-24,FR,Retail,NutriBox,NB-MC-002,104,108
2023-12-25,FR,Retail,NutriBox,NB-MC-002,52,55
2023-12-26,FR,Retail,NutriBox,NB-MC-002,107,111
2023-12-27,FR,Retail,NutriBox,NB-MC-002,75,100
2023-12-28,FR,Retail,NutriBox,NB-MC-002,105,113
2023-12-29,FR,Retail,NutriBox,NB-MC-002,85,86
2023-12-30,FR,Retail,NutriBox,NB-MC-002,104,86
2023-12-31,FR,Retail,NutriBox,NB-MC-002,100,81
2024-01-01,FR,Retail,NutriBox,NB-MC-002,66,72
2024-01-02,FR,Retail,NutriBox,NB-MC-002,88,75
2024-01-03,FR,Retail,NutriBox,NB-MC-002,92,90
2024-01-04,FR,Retail,NutriBox,NB-MC-002,122,93
2024-01-05,FR,Retail,NutriBox,NB-MC-002,92,86
2024-01-06,FR,Retail,NutriBox,NB-MC-002,61,70
2024-01-07,FR,Retail,NutriBox,NB-MC-002,65,86
2024-01-08,FR,Retail,NutriBox,NB-MC-002,50,56
2024-01-09,FR,Retail,NutriBox,NB-MC-002,66,56
2024-01-10,FR,Retail,NutriBox,NB-MC-002,77,67
2024-01-11,FR,Retail,NutriBox,NB-MC-002,87,92
2024-01-12,FR,Retail,NutriBox,NB-MC-002,67,72
2024-01-13,FR,Retail,NutriBox,NB-MC-002,108,124
2024-01-14,FR,Retail,NutriBox,NB-MC-002,74,73
2024-01-15,FR,Retail,NutriBox,NB-MC-002,80,92
2024-01-16,FR,Retail,NutriBox,NB-MC-002,93,91
2024-01-17,FR,Retail,NutriBox,NB-MC-002,93,93
2024-01-18,FR,Retail,NutriBox,NB-MC-002,50,48
2024-01-19,FR,Retail,NutriBox,NB-MC-002,80,87
2024-01-20,FR,Retail,NutriBox,NB-MC-002,88,87
2024-01-21,FR,Retail,NutriBox,NB-MC-002,44,47
2024-01-22,FR,Retail,NutriBox,NB-MC-002,68,63
2024-01-23,FR,Retail,NutriBox,NB-MC-002,64,79
2024-01-24,FR,Retail,NutriBox,NB-MC-002,56,67
2024-01-25,FR,Retail,NutriBox,NB-MC-002,66,63
2024-01-26,FR,Retail,NutriBox,NB-MC-002,96,118
2024-01-27,FR,Retail,NutriBox,NB-MC-002,80,76
2024-01-28,FR,Retail,NutriBox,NB-MC-002,63,55
2024-01-29,FR,Retail,NutriBox,NB-MC-002,75,71
2024-01-30,FR,Retail,NutriBox,NB-MC-002,71,71
2024-01-31,FR,Retail,NutriBox,NB-MC-002,76,80
2024-02-01,FR,Retail,NutriBox,NB-MC-002,88,90
2024-02-02,FR,Retail,NutriBox,NB-MC-002,99,85
2024-02-03,FR,Retail,NutriBox,NB-MC-002,98,99
2024-02-04,FR,Retail,NutriBox,NB-MC-002,69,72
2024-02-05,FR,Retail,NutriBox,NB-MC-002,80,65
2024-02-06,FR,Retail,NutriBox,NB-MC-002,104,117
2024-02-07,FR,Retail,NutriBox,NB-MC-002,107,103
2024-02-08,FR,Retail,NutriBox,NB-MC-002,84,75
2024-02-09,FR,Retail,NutriBox,NB-MC-002,62,67
2024-02-10,FR,Retail,NutriBox,NB-MC-002,65,65
2024-02-11,FR,Retail,NutriBox,NB-MC-002,65,74
2024-02-12,FR,Retail,NutriBox,NB-MC-002,98,93
2024-02-13,FR,Retail,NutriBox,NB-MC-002,90,99
2024-02-14,FR,Retail,NutriBox,NB-MC-002,86,95
2024-02-15,FR,Retail,NutriBox,NB-MC-002,62,68
2024-02-16,FR,Retail,NutriBox,NB-MC-002,96,97
2024-02-17,FR,Retail,NutriBox,NB-MC-002,76,66
2024-02-18,FR,Retail,NutriBox,NB-MC-002,94,93
2024-02-19,FR,Retail,NutriBox,NB-MC-002,64,75
2024-02-20,FR,Retail,NutriBox,NB-MC-002,88,83
2024-02-21,FR,Retail,NutriBox,NB-MC-002,108,96
2024-02-22,FR,Retail,NutriBox,NB-MC-002,85,91
2024-02-23,FR,Retail,NutriBox,NB-MC-002,61,75
2024-02-24,FR,Retail,NutriBox,NB-MC-002,45,50
2024-02-25,FR,Retail,NutriBox,NB-MC-002,71,88
2024-02-26,FR,Retail,NutriBox,NB-MC-002,65,56
2024-02-27,FR,Retail,NutriBox,NB-MC-002,95,87
2024-02-28,FR,Retail,NutriBox,NB-MC-002,77,72
2024-02-29,FR,Retail,NutriBox,NB-MC-002,81,80
2024-03-01,FR,Retail,NutriBox,NB-MC-002,84,66
2024-03-02,FR,Retail,NutriBox,NB-MC-002,83,77
2024-03-03,FR,Retail,NutriBox,NB-MC-002,100,100
2024-03-04,FR,Retail,NutriBox,NB-MC-002,83,65
2024-03-05,FR,Retail,NutriBox,NB-MC-002,97,90
2024-03-06,FR,Retail,NutriBox,NB-MC-002,63,64
2024-03-07,FR,Retail,NutriBox,NB-MC-002,62,64
2024-03-08,FR,Retail,NutriBox,NB-MC-002,85,96
2024-03-09,FR,Retail,NutriBox,NB-MC-002,146,126
2024-03-10,FR,Retail,NutriBox,NB-MC-002,82,92
2024-03-11,FR,Retail,NutriBox,NB-MC-002,61,56
2024-03-12,FR,Retail,NutriBox,NB-MC-002,87,85
2024-03-13,FR,Retail,NutriBox,NB-MC-002,46,55
2024-03-14,FR,Retail,NutriBox,NB-MC-002,87,67
2024-03-15,FR,Retail,NutriBox,NB-MC-002,92,70
2024-03-16,FR,Retail,NutriBox,NB-MC-002,39,45
2024-03-17,FR,Retail,NutriBox,NB-MC-002,84,68
2024-03-18,FR,Retail,NutriBox,NB-MC-002,72,81
2024-03-19,FR,Retail,NutriBox,NB-MC-002,61,72
2024-03-20,FR,Retail,NutriBox,NB-MC-002,56,81
2024-03-21,FR,Retail,NutriBox,NB-MC-002,100,98
2024-03-22,FR,Retail,NutriBox,NB-MC-002,72,81
2024-03-23,FR,Retail,NutriBox,NB-MC-002,99,119
2024-03-24,FR,Retail,NutriBox,NB-MC-002,58,53
2024-03-25,FR,Retail,NutriBox,NB-MC-002,61,64
2024-03-26,FR,Retail,NutriBox,NB-MC-002,68,66
2024-03-27,FR,Retail,NutriBox,NB-MC-002,76,95
2024-03-28,FR,Retail,NutriBox,NB-MC-002,97,93
2024-03-29,FR,Retail,NutriBox,NB-MC-002,81,85
2024-03-30,FR,Retail,NutriBox,NB-MC-002,85,100
2024-03-31,FR,Retail,NutriBox,NB-MC-002,33,35
2024-04-01,FR,Retail,NutriBox,NB-MC-002,47,47
2024-04-02,FR,Retail,NutriBox,NB-MC-002,84,84
2024-04-03,FR,Retail,NutriBox,NB-MC-002,90,91
2024-04-04,FR,Retail,NutriBox,NB-MC-002,85,69
2024-04-05,FR,Retail,NutriBox,NB-MC-002,51,47
2024-04-06,FR,Retail,NutriBox,NB-MC-002,66,72
2024-04-07,FR,Retail,NutriBox,NB-MC-002,108,124
2024-04-08,FR,Retail,NutriBox,NB-MC-002,94,104
2024-04-09,FR,Retail,NutriBox,NB-MC-002,89,95
2024-04-10,FR,Retail,NutriBox,NB-MC-002,86,88
2024-04-11,FR,Retail,NutriBox,NB-MC-002,78,79
2024-04-12,FR,Retail,NutriBox,NB-MC-002,112,97
2024-04-13,FR,Retail,NutriBox,NB-MC-002,61,70
2024-04-14,FR,Retail,NutriBox,NB-MC-002,99,86
2024-04-15,FR,Retail,NutriBox,NB-MC-002,69,72
2024-04-16,FR,Retail,NutriBox,NB-MC-002,72,66
2024-04-17,FR,Retail,NutriBox,NB-MC-002,62,72
2024-04-18,FR,Retail,NutriBox,NB-MC-002,59,61
2024-04-19,FR,Retail,NutriBox,NB-MC-002,83,65
2024-04-20,FR,Retail,NutriBox,NB-MC-002,73,80
2024-04-21,FR,Retail,NutriBox,NB-MC-002,69,84
2024-04-22,FR,Retail,NutriBox,NB-MC-002,86,94
2024-04-23,FR,Retail,NutriBox,NB-MC-002,91,108
2024-04-24,FR,Retail,NutriBox,NB-MC-002,77,67
2024-04-25,FR,Retail,NutriBox,NB-MC-002,73,67
2024-04-26,FR,Retail,NutriBox,NB-MC-002,87,81
2024-04-27,FR,Retail,NutriBox,NB-MC-002,89,86
2024-04-28,FR,Retail,NutriBox,NB-MC-002,51,46
2024-04-29,FR,Retail,NutriBox,NB-MC-002,62,66
2024-04-30,FR,Retail,NutriBox,NB-MC-002,60,51
2024-05-01,FR,Retail,NutriBox,NB-MC-002,56,59
2024-05-02,FR,Retail,NutriBox,NB-MC-002,81,89
2024-05-03,FR,Retail,NutriBox,NB-MC-002,42,43
2024-05-04,FR,Retail,NutriBox,NB-MC-002,71,81
2024-05-05,FR,Retail,NutriBox,NB-MC-002,76,96
2024-05-06,FR,Retail,NutriBox,NB-MC-002,43,31
2024-05-07,FR,Retail,NutriBox,NB-MC-002,88,93
2024-05-08,FR,Retail,NutriBox,NB-MC-002,79,102
2024-05-09,FR,Retail,NutriBox,NB-MC-002,74,95
2024-05-10,FR,Retail,NutriBox,NB-MC-002,67,76
2024-05-11,FR,Retail,NutriBox,NB-MC-002,79,77
2024-05-12,FR,Retail,NutriBox,NB-MC-002,71,68
2024-05-13,FR,Retail,NutriBox,NB-MC-002,74,82
2024-05-14,FR,Retail,NutriBox,NB-MC-002,93,97
2024-05-15,FR,Retail,NutriBox,NB-MC-002,78,78
2024-05-16,FR,Retail,NutriBox,NB-MC-002,106,112
2024-05-17,FR,Retail,NutriBox,NB-MC-002,83,94
2024-05-18,FR,Retail,NutriBox,NB-MC-002,98,103
2024-05-19,FR,Retail,NutriBox,NB-MC-002,92,107
2024-05-20,FR,Retail,NutriBox,NB-MC-002,82,85
2024-05-21,FR,Retail,NutriBox,NB-MC-002,98,82
2024-05-22,FR,Retail,NutriBox,NB-MC-002,57,74
2024-05-23,FR,Retail,NutriBox,NB-MC-002,89,77
2024-05-24,FR,Retail,NutriBox,NB-MC-002,108,100
2024-05-25,FR,Retail,NutriBox,NB-MC-002,75,77
2024-05-26,FR,Retail,NutriBox,NB-MC-002,74,79
2024-05-27,FR,Retail,NutriBox,NB-MC-002,72,84
2024-05-28,FR,Retail,NutriBox,NB-MC-002,71,85
2024-05-29,FR,Retail,NutriBox,NB-MC-002,81,97
2024-05-30,FR,Retail,NutriBox,NB-MC-002,71,80
2024-05-31,FR,Retail,NutriBox,NB-MC-002,73,71
2024-06-01,FR,Retail,NutriBox,NB-MC-002,123,104
2024-06-02,FR,Retail,NutriBox,NB-MC-002,113,104
2024-06-03,FR,Retail,NutriBox,NB-MC-002,123,114
2024-06-04,FR,Retail,NutriBox,NB-MC-002,139,120
2024-06-05,FR,Retail,NutriBox,NB-MC-002,101,102
2024-06-06,FR,Retail,NutriBox,NB-MC-002,112,113
2024-06-07,FR,Retail,NutriBox,NB-MC-002,113,130
2024-06-08,FR,Retail,NutriBox,NB-MC-002,107,114
2024-06-09,FR,Retail,NutriBox,NB-MC-002,111,107
2024-06-10,FR,Retail,NutriBox,NB-MC-002,134,135
2024-06-11,FR,Retail,NutriBox,NB-MC-002,107,111
2024-06-12,FR,Retail,NutriBox,NB-MC-002,93,85
2024-06-13,FR,Retail,NutriBox,NB-MC-002,117,100
2024-06-14,FR,Retail,NutriBox,NB-MC-002,122,112
2024-06-15,FR,Retail,NutriBox,NB-MC-002,118,116
2024-06-16,FR,Retail,NutriBox,NB-MC-002,105,105
2024-06-17,FR,Retail,NutriBox,NB-MC-002,109,125
2024-06-18,FR,Retail,NutriBox,NB-MC-002,74,68
2024-06-19,FR,Retail,NutriBox,NB-MC-002,54,86
2024-06-20,FR,Retail,NutriBox,NB-MC-002,158,153
2024-06-21,FR,Retail,NutriBox,NB-MC-002,171,135
2024-06-22,FR,Retail,NutriBox,NB-MC-002,99,110
2024-06-23,FR,Retail,NutriBox,NB-MC-002,91,89
2024-06-24,FR,Retail,NutriBox,NB-MC-002,82,66
2024-06-25,FR,Retail,NutriBox,NB-MC-002,106,111
2024-06-26,FR,Retail,NutriBox,NB-MC-002,109,91
2024-06-27,FR,Retail,NutriBox,NB-MC-002,136,119
2024-06-28,FR,Retail,NutriBox,NB-MC-002,119,92
2024-06-29,FR,Retail,NutriBox,NB-MC-002,97,119
2024-06-30,FR,Retail,NutriBox,NB-MC-002,123,140
2024-07-01,FR,Retail,NutriBox,NB-MC-002,56,64
2024-07-02,FR,Retail,NutriBox,NB-MC-002,90,94
2024-07-03,FR,Retail,NutriBox,NB-MC-002,87,93
2024-07-04,FR,Retail,NutriBox,NB-MC-002,85,97
2024-07-05,FR,Retail,NutriBox,NB-MC-002,68,77
2024-07-06,FR,Retail,NutriBox,NB-MC-002,133,117
2024-07-07,FR,Retail,NutriBox,NB-MC-002,141,157
2024-07-08,FR,Retail,NutriBox,NB-MC-002,109,99
2024-07-09,FR,Retail,NutriBox,NB-MC-002,116,105
2024-07-10,FR,Retail,NutriBox,NB-MC-002,106,103
2024-07-11,FR,Retail,NutriBox,NB-MC-002,121,107
2024-07-12,FR,Retail,NutriBox,NB-MC-002,62,65
2024-07-13,FR,Retail,NutriBox,NB-MC-002,72,93
2024-07-14,FR,Retail,NutriBox,NB-MC-002,74,83
2024-07-15,FR,Retail,NutriBox,NB-MC-002,133,125
2024-07-16,FR,Retail,NutriBox,NB-MC-002,90,85
2024-07-17,FR,Retail,NutriBox,NB-MC-002,95,109
2024-07-18,FR,Retail,NutriBox,NB-MC-002,150,149
2024-07-19,FR,Retail,NutriBox,NB-MC-002,103,106
2024-07-20,FR,Retail,NutriBox,NB-MC-002,128,128
2024-07-21,FR,Retail,NutriBox,NB-MC-002,88,68
2024-07-22,FR,Retail,NutriBox,NB-MC-002,115,126
2024-07-23,FR,Retail,NutriBox,NB-MC-002,97,94
2024-07-24,FR,Retail,NutriBox,NB-MC-002,84,85
2024-07-25,FR,Retail,NutriBox,NB-MC-002,134,105
2024-07-26,FR,Retail,NutriBox,NB-MC-002,115,113
2024-07-27,FR,Retail,NutriBox,NB-MC-002,90,68
2024-07-28,FR,Retail,NutriBox,NB-MC-002,105,134
2024-07-29,FR,Retail,NutriBox,NB-MC-002,104,86
