Week,Country,Brand,Product,SKU,Price,Promo_Flag,Promo_Depth,Distribution_Numeric,Distribution_Weighted,Total_Category_Sales,Product_Units,Competitor_Units,Cannibalisation_Index,Cross_Price_Elasticity,New_Customers,Returning_Customers,Switching_Customers,Churn,Share_Of_Segment,Forecast_Classic,Forecast_Zero
2021-12-20,FR,FreshBite,Classic,FB-CL-004,3.72,0,0.0,79.3,60.9,149012.17316600683,98571,17903,0.3604512831524109,-1.4,28859,48210,19113,11656,59.05,99157.0,
2021-12-20,FR,FreshBite,Classic,FB-CL-005,5.42,0,0.0,90.7,72.5,156981.18009191385,112664,32290,0.3576689607940335,-0.17,15632,78088,7047,5639,59.53,102329.0,
2021-12-20,FR,FreshBite,Zero,FB-ZR-001,4.0,0,0.0,66.7,52.6,122285.17080708202,33358,9026,0.39383165505664997,0.08,8012,20931,3433,3067,25.4,,30903.0
2021-12-20,FR,FreshBite,Zero,FB-ZR-002,4.91,1,0.1,83.6,76.3,117903.6485984007,33567,34821,0.16440026492841497,0.15,9600,21294,3325,4299,21.98,,35535.0
2021-12-20,FR,FreshBite,Zero,FB-ZR-003,4.28,1,0.15,84.5,68.2,150372.71747154152,52375,18635,0.09359841957113645,-0.88,7988,25888,9567,7791,30.99,,50382.0
2021-12-20,FR,FreshBite,Zero,FB-ZR-004,4.42,1,0.25,79.0,75.4,147654.51530666315,36515,30689,0.358647505038666,-0.46,8175,20543,4009,2569,20.47,,40076.0
2021-12-20,FR,FreshBite,Zero,FB-ZR-005,4.86,0,0.0,96.7,94.9,129189.02113766765,41263,23231,0.29590442768264935,-0.93,11679,19881,3188,2535,27.07,,37360.0
2021-12-20,BE,FreshBite,Classic,FB-CL-001,4.84,0,0.0,66.2,57.9,65258.85298418833,40766,36391,0.28114396774755585,-1.32,10008,25146,3190,4956,40.1,44742.0,
2021-12-20,BE,FreshBite,Classic,FB-CL-002,3.68,1,0.2,72.0,56.3,51404.840284922626,42325,24589,0.15264786206706954,-1.23,12171,27833,8255,3224,55.7,39460.0,
2021-12-20,BE,FreshBite,Classic,FB-CL-003,4.75,0,0.0,97.5,69.8,66283.87481689174,41346,29601,0.08620648473347631,-0.48,5699,19028,7602,3446,43.12,41226.0,
2021-12-20,BE,FreshBite,Classic,FB-CL-004,5.29,0,0.0,60.8,44.2,60386.878842838065,40998,27202,0.03511069550713391,0.2,9503,23784,7134,3684,46.81,43087.0,
2021-12-20,BE,FreshBite,Classic,FB-CL-005,3.92,1,0.25,71.2,50.6,55137.28442962385,44195,19986,0.34188242461328167,0.09,10469,29828,3748,4155,58.83,43743.0,
2021-12-20,BE,FreshBite,Zero,FB-ZR-001,4.09,1,0.2,93.8,82.1,63947.1400890494,22975,25751,0.20085973947009333,-0.89,4744,15876,1455,2256,25.61,,21125.0
2021-12-20,BE,FreshBite,Zero,FB-ZR-002,3.59,0,0.0,79.4,67.4,48521.92504802796,15363,22493,0.03168327603641479,-0.54,4309,8953,2611,1192,21.63,,15192.0
2021-12-20,BE,FreshBite,Zero,FB-ZR-003,4.15,0,0.0,96.9,93.4,54508.7855352112,17435,30448,0.08236673121738743,-1.05,3605,10825,2212,1156,20.52,,18551.0
2021-12-20,BE,FreshBite,Zero,FB-ZR-004,3.53,0,0.0,76.7,62.6,44769.569938968016,11149,39952,0.023783498795698767,-0.12,1594,7505,658,1551,13.16,,12255.0
2021-12-20,BE,FreshBite,Zero,FB-ZR-005,4.43,0,0.0,91.0,67.6,46656.15635981371,14740,17242,0.33688778686725407,-0.89,3777,6738,2334,1925,23.07,,15869.0
2021-12-20,DE,FreshBite,Classic,FB-CL-001,5.23,0,0.0,86.5,83.0,57751.02489544796,41819,35396,0.11681732990185907,-0.1,10716,27013,3502,2714,44.9,45950.0,
2021-12-20,DE,FreshBite,Classic,FB-CL-002,5.37,0,0.0,89.6,86.1,65133.933116031,51060,20515,0.1703774450988214,-0.19,14672,21785,3462,5062,59.62,52780.0,
2021-12-20,DE,FreshBite,Classic,FB-CL-003,4.73,1,0.25,72.6,55.0,54676.383630516684,41327,27538,0.3213374068582659,-1.02,10619,21675,2511,3776,50.27,41058.0,
2021-12-20,DE,FreshBite,Classic,FB-CL-004,4.17,0,0.0,88.8,65.8,52427.39298466341,32781,33776,0.04801829827417099,-0.68,3401,19292,5893,2208,38.03,35237.0,
2021-12-20,DE,FreshBite,Classic,FB-CL-005,4.18,1,0.2,96.3,69.6,49970.178774852386,40292,34573,0.27367196502816965,0.08,4095,28005,2209,5748,47.66,40154.0,
2021-12-20,DE,FreshBite,Zero,FB-ZR-001,4.28,0,0.0,61.4,61.0,60106.37505127121,17653,13569,0.09487440223318999,-0.79,2106,8768,3342,1532,23.96,,15968.0
2021-12-20,DE,FreshBite,Zero,FB-ZR-002,3.59,1,0.25,73.3,54.2,68129.95205644412,17482,39013,0.28861920640734556,-1.45,2946,10122,1886,1928,16.32,,19615.0
2021-12-20,DE,FreshBite,Zero,FB-ZR-003,4.14,0,0.0,60.2,49.8,49897.80068445216,16885,7483,0.25545780857372635,-0.15,1766,8610,945,1443,29.43,,16614.0
2021-12-20,DE,FreshBite,Zero,FB-ZR-004,3.93,0,0.0,80.0,72.8,51165.54966870333,12609,39521,0.2062247426891306,0.43,2075,7988,2227,725,13.9,,14090.0
2021-12-20,DE,FreshBite,Zero,FB-ZR-005,5.39,0,0.0,77.2,54.9,53896.80835816501,13754,14357,0.1227896907065821,-0.71,2614,9343,1929,869,20.15,,13725.0
2021-12-27,FR,FreshBite,Classic,FB-CL-001,3.67,1,0.25,78.9,57.6,111970.1414284539,92404,16699,0.30146141164224294,-0.43,12767,59883,14288,8281,71.82,95898.0,
2021-12-27,FR,FreshBite,Classic,FB-CL-002,4.8,1,0.25,62.5,52.4,98156.1321346377,60272,29066,0.2335593510277743,-1.01,17728,42089,4118,3060,47.38,59506.0,
2021-12-27,FR,FreshBite,Classic,FB-CL-003,4.24,0,0.0,86.2,76.8,132781.72303041324,109474,9793,0.15980441097971468,-0.66,31918,74431,18474,8657,76.78,114669.0,
2021-12-27,FR,FreshBite,Classic,FB-CL-004,3.53,0,0.0,85.8,74.0,120465.34145908753,78361,33982,0.2497297240465192,0.26,19968,32629,5538,11451,50.74,82519.0,
2021-12-27,FR,FreshBite,Classic,FB-CL-005,4.7,0,0.0,96.4,68.8,108513.06489413364,75925,27753,0.17853473182398477,-1.08,14255,46075,5190,7178,55.72,80295.0,
2021-12-27,FR,FreshBite,Zero,FB-ZR-001,3.77,0,0.0,74.9,70.2,104808.59318126513,36305,21920,0.38715974065422476,0.47,7392,21059,2922,2003,28.65,,37866.0
2021-12-27,FR,FreshBite,Zero,FB-ZR-002,4.31,0,0.0,87.2,63.8,110321.19702237881,38439,18986,0.36304681373551473,-0.98,6764,23282,5964,4771,29.73,,37934.0
2021-12-27,FR,FreshBite,Zero,FB-ZR-003,4.09,0,0.0,90.3,67.6,112629.08256313992,32662,11287,0.06160796679461203,-1.49,4167,13404,2604,2407,26.36,,34789.0
2021-12-27,FR,FreshBite,Zero,FB-ZR-004,3.93,0,0.0,99.4,96.4,126543.9909354061,37509,38076,0.3083304717509876,-0.28,6413,16482,3454,4168,22.79,,34443.0
2021-12-27,FR,FreshBite,Zero,FB-ZR-005,5.27,1,0.2,88.4,62.2,141385.4783885027,39006,33845,0.15892094294263204,-0.24,10486,22849,3900,4562,22.26,,43932.0
2021-12-27,BE,FreshBite,Classic,FB-CL-001,4.17,0,0.0,94.2,79.3,67881.59690244308,39142,33497,0.3492746530787339,-0.03,4778,26618,4408,4394,38.61,38696.0,
2021-12-27,BE,FreshBite,Classic,FB-CL-002,5.24,0,0.0,64.7,61.0,59955.50067165618,36040,25786,0.157508087944127,-0.52,8482,25190,6581,4444,42.03,38348.0,
2021-12-27,BE,FreshBite,Classic,FB-CL-003,5.45,0,0.0,62.1,45.1,86970.3204974541,68267,8919,0.06698414915276922,-1.05,13748,29054,10454,7635,71.19,71988.0,
2021-12-27,BE,FreshBite,Classic,FB-CL-004,5.29,0,0.0,70.4,57.7,78015.14039708544,47072,29380,0.2823850423891822,-1.34,8375,20696,5924,5814,43.83,45681.0,
2021-12-27,BE,FreshBite,Classic,FB-CL-005,4.79,0,0.0,86.2,67.9,71872.8851721531,60316,23822,0.29081982657461597,-0.46,10175,28941,6560,6879,63.03,64573.0,
2021-12-27,BE,FreshBite,Zero,FB-ZR-001,3.81,1,0.15,99.8,70.8,86386.13416511509,26412,36515,0.02938968238653952,-0.51,2842,12077,4850,3375,21.49,,24487.0
2021-12-27,BE,FreshBite,Zero,FB-ZR-002,5.3,0,0.0,78.0,68.9,80450.01328775029,21383,11645,0.07917909095177605,-0.82,4056,9125,3377,1732,23.22,,19625.0
2021-12-27,BE,FreshBite,Zero,FB-ZR-003,3.62,0,0.0,82.7,65.1,81595.56899431028,27022,35103,0.20872647198015729,-0.09,6106,12479,2800,3359,23.16,,29416.0
2021-12-27,BE,FreshBite,Zero,FB-ZR-004,4.92,0,0.0,85.1,66.0,67497.8077312162,19635,31070,0.060621156286621014,-1.23,3335,8099,1817,1053,19.92,,18278.0
2021-12-27,BE,FreshBite,Zero,FB-ZR-005,3.61,0,0.0,77.4,73.8,86158.45587595846,29435,14721,0.09727966440538958,-1.14,4003,18178,5658,3472,29.18,,29930.0
2021-12-27,DE,FreshBite,Classic,FB-CL-001,3.63,0,0.0,91.4,89.2,127687.70428957601,82162,27590,0.28400771529799756,-0.49,20062,48175,16111,7173,52.91,84972.0,
2021-12-27,DE,FreshBite,Classic,FB-CL-002,4.44,0,0.0,79.4,71.6,137359.7779431714,96202,7972,0.24195954390510643,0.18,24205,67235,9502,7183,66.19,102977.0,
2021-12-27,DE,FreshBite,Classic,FB-CL-003,5.41,1,0.25,90.0,75.3,127935.13585492053,100178,24724,0.28724919498811197,0.13,27213,60310,5147,14660,65.62,104188.0,
2021-12-27,DE,FreshBite,Classic,FB-CL-004,4.0,0,0.0,95.9,93.0,160817.87420730645,111546,11456,0.27515534941811165,-1.18,30506,47329,15044,8192,64.75,117022.0,
2021-12-27,DE,FreshBite,Classic,FB-CL-005,4.62,0,0.0,89.0,67.3,149759.23094830333,89355,14889,0.04110895932659991,-1.08,11006,37112,10791,5452,54.27,97509.0,
2021-12-27,DE,FreshBite,Zero,FB-ZR-001,4.92,0,0.0,78.6,77.7,155840.11473413242,45079,13512,0.16820247383733042,-0.5,8605,29241,6371,3547,26.62,,42712.0
2021-12-27,DE,FreshBite,Zero,FB-ZR-002,3.54,0,0.0,70.9,51.5,157416.5734682769,42494,35976,0.0904112749550718,-0.48,10241,26941,6782,2259,21.97,,39642.0
2021-12-27,DE,FreshBite,Zero,FB-ZR-003,5.08,0,0.0,96.7,71.3,150103.87681205032,49258,26006,0.20988716593934345,-0.13,11609,33189,5235,4083,27.97,,54871.0
2021-12-27,DE,FreshBite,Zero,FB-ZR-004,4.34,1,0.2,71.5,54.8,144522.57933854326,38584,22971,0.23334370185525144,-0.63,7777,25234,6144,2209,23.04,,34897.0
2021-12-27,DE,FreshBite,Zero,FB-ZR-005,3.99,0,0.0,78.6,69.9,135328.44688559743,42810,32341,0.12882690719612153,-1.38,8092,19140,4350,4767,25.53,,46542.0
2022-01-03,FR,FreshBite,Classic,FB-CL-001,4.05,0,0.0,62.0,48.6,144762.35868339092,109690,28716,0.0976618766907901,-1.1,31565,71167,9211,8938,63.23,116625.0,
2022-01-03,FR,FreshBite,Classic,FB-CL-002,3.97,0,0.0,72.1,61.0,152277.62121560494,90097,7646,0.21897461106376137,0.1,21345,42188,8075,6299,56.34,81268.0,
2022-01-03,FR,FreshBite,Classic,FB-CL-003,4.33,0,0.0,92.1,69.8,135209.2753586268,107903,33322,0.17601036999331773,0.04,15741,54885,13555,8163,64.03,101447.0,
2022-01-03,FR,FreshBite,Classic,FB-CL-004,4.87,0,0.0,68.8,60.9,118124.43073048771,72056,32294,0.041096561439122284,-0.36,12173,50184,8545,3882,47.9,78061.0,
2022-01-03,FR,FreshBite,Classic,FB-CL-005,4.06,0,0.0,99.6,77.3,124717.24383853319,87885,35150,0.005000346005766998,0.41,24359,53411,8865,10250,54.97,83771.0,
2022-01-03,FR,FreshBite,Zero,FB-ZR-001,4.69,0,0.0,97.8,93.0,118803.09104576688,42227,20105,0.18905627201973468,-0.39,4592,21809,4747,2756,30.4,,46259.0
2022-01-03,FR,FreshBite,Zero,FB-ZR-002,3.53,0,0.0,63.5,53.4,150030.47285245935,49375,35507,0.2854162050437667,0.29,5265,25902,6996,3796,26.61,,48460.0
2022-01-03,FR,FreshBite,Zero,FB-ZR-003,3.71,0,0.0,81.1,67.7,143987.73027244682,49763,34168,0.3102146249664011,-0.01,12453,21328,8453,7196,27.93,,48822.0
2022-01-03,FR,FreshBite,Zero,FB-ZR-004,4.24,0,0.0,74.1,65.8,121373.15869846469,29367,29055,0.11341164559835543,-0.86,6530,16593,4429,2059,19.52,,28787.0
2022-01-03,FR,FreshBite,Zero,FB-ZR-005,3.8,1,0.25,81.5,60.4,145020.84023255267,51592,10387,0.08823754568889326,0.08,8962,31829,3565,5850,33.2,,58925.0
2022-01-03,BE,FreshBite,Classic,FB-CL-001,3.68,0,0.0,87.4,85.4,92559.69150633237,56625,30902,0.062391088640630435,0.28,12704,28780,4452,5905,45.86,59877.0,
2022-01-03,BE,FreshBite,Classic,FB-CL-002,5.01,0,0.0,88.6,66.7,68308.2729503365,40216,17739,0.17621458697970144,0.42,9622,24157,6240,4201,46.74,38874.0,
2022-01-03,BE,FreshBite,Classic,FB-CL-003,4.33,1,0.1,92.5,75.8,80216.5175031902,54447,13111,0.09849177683088049,-0.27,11620,36985,5167,6228,58.34,50105.0,
2022-01-03,BE,FreshBite,Classic,FB-CL-004,3.81,1,0.15,64.8,56.3,74607.97355530842,45368,12316,0.010561772352788434,-1.16,6976,19432,4641,3728,52.19,42218.0,
2022-01-03,BE,FreshBite,Classic,FB-CL-005,4.03,0,0.0,94.9,79.1,78821.13760516886,53185,36514,0.18020125138817625,-0.18,6909,25144,7108,5975,46.11,56527.0,
2022-01-03,BE,FreshBite,Zero,FB-ZR-001,4.96,0,0.0,63.8,60.5,70686.70064957671,25182,35613,0.16530529134840355,0.24,4675,15452,4408,2881,23.69,,25030.0
2022-01-03,BE,FreshBite,Zero,FB-ZR-002,4.52,0,0.0,60.9,56.8,72538.33401353486,24311,17857,0.06118097285867208,-0.01,6690,16587,3506,2916,26.89,,23726.0
2022-01-03,BE,FreshBite,Zero,FB-ZR-003,3.88,1,0.2,77.9,56.1,69798.86795438899,23282,9956,0.1226509397181876,-0.45,3613,10411,2330,2207,29.19,,23639.0
2022-01-03,BE,FreshBite,Zero,FB-ZR-004,5.08,0,0.0,71.7,56.7,92484.49554545304,23440,37726,0.11381466456861454,-0.03,5606,12378,3454,2366,18.0,,21844.0
2022-01-03,BE,FreshBite,Zero,FB-ZR-005,5.42,0,0.0,83.0,65.2,86119.83148533327,30553,7926,0.14589178488286478,0.36,7594,14251,4982,1921,32.49,,32787.0
2022-01-03,DE,FreshBite,Classic,FB-CL-001,4.23,0,0.0,63.3,55.5,129808.20521925425,106350,8740,0.20418702558566215,-0.21,17044,71710,20167,8942,76.76,106912.0,
2022-01-03,DE,FreshBite,Classic,FB-CL-002,4.39,1,0.15,79.6,64.9,106947.53025657785,75237,35922,0.3328050770093914,-0.51,16826,38882,5025,5122,52.66,82741.0,
2022-01-03,DE,FreshBite,Classic,FB-CL-003,5.44,0,0.0,75.5,54.0,151228.47111670682,117388,8480,0.2213628776134593,-0.3,30881,70521,17044,10716,73.5,120113.0,
2022-01-03,DE,FreshBite,Classic,FB-CL-004,4.2,0,0.0,73.4,54.0,111813.76119714724,85563,26677,0.3333971760820881,0.21,9206,55835,10317,12074,61.78,83631.0,
2022-01-03,DE,FreshBite,Classic,FB-CL-005,5.42,0,0.0,98.2,77.9,115373.27821675134,73147,39396,0.08616112114305774,-0.37,17339,48025,8766,9858,47.26,72825.0,
2022-01-03,DE,FreshBite,Zero,FB-ZR-001,5.47,0,0.0,93.8,66.2,105009.96829043223,37321,36492,0.0007174564050210997,-0.89,10225,21722,4055,2888,26.37,,36167.0
2022-01-03,DE,FreshBite,Zero,FB-ZR-002,4.59,0,0.0,77.9,74.7,119802.81720402866,35189,25263,0.3610830438694472,-0.97,9540,14925,6352,3636,24.26,,39540.0
2022-01-03,DE,FreshBite,Zero,FB-ZR-003,4.24,0,0.0,78.9,73.5,113544.0976189784,29370,32205,0.35583130586158385,-0.08,5990,16216,5468,2367,20.15,,31605.0
2022-01-03,DE,FreshBite,Zero,FB-ZR-004,4.39,0,0.0,84.4,75.4,150855.53841186035,45834,36350,0.05482551451264533,-0.63,9732,29722,2840,3135,24.48,,41315.0
2022-01-03,DE,FreshBite,Zero,FB-ZR-005,5.35,0,0.0,73.3,62.2,118810.87305182478,37520,10196,0.16866585191963127,-1.32,4547,24202,3545,2594,29.08,,35947.0
2022-01-10,FR,FreshBite,Classic,FB-CL-001,3.7,0,0.0,65.1,48.3,59155.48382921382,35132,32841,0.1321950916344656,-0.27,10164,23744,2660,3844,38.19,34041.0,
2022-01-10,FR,FreshBite,Classic,FB-CL-002,3.56,0,0.0,83.8,61.1,74960.84700808243,48396,30112,0.33636010745699385,-1.48,13391,26075,5643,4697,46.06,43724.0,
2022-01-10,FR,FreshBite,Classic,FB-CL-003,4.41,0,0.0,90.6,72.2,73697.81066536257,41859,11478,0.16410687777476773,0.12,9247,27780,7731,4965,49.14,42935.0,
2022-01-10,FR,FreshBite,Classic,FB-CL-004,4.82,0,0.0,85.6,67.6,82547.70916344775,48438,24775,0.1684425312332897,-0.36,10938,21351,9523,6053,45.13,44572.0,
2022-01-10,FR,FreshBite,Classic,FB-CL-005,4.56,1,0.25,81.7,80.4,70499.33368785064,48672,23131,0.22284185568933063,-0.59,5086,24432,7316,3073,51.98,47733.0,
2022-01-10,FR,FreshBite,Zero,FB-ZR-001,5.23,1,0.1,76.4,74.5,63661.00142515282,16751,11806,0.16975039608942288,-1.09,3534,11355,963,1422,22.2,,15446.0
2022-01-10,FR,FreshBite,Zero,FB-ZR-002,5.39,0,0.0,78.1,77.1,65929.21646197866,20924,26257,0.09655166342913848,0.31,3148,12967,1107,1943,22.7,,23496.0
2022-01-10,FR,FreshBite,Zero,FB-ZR-003,3.9,0,0.0,98.9,78.0,64037.763515513434,18640,27815,0.10246588223862481,-0.33,2698,8144,1240,2698,20.29,,21176.0
2022-01-10,FR,FreshBite,Zero,FB-ZR-004,4.17,0,0.0,65.7,58.3,82710.7579215812,27426,24076,0.15232393131511276,-1.38,6508,16732,4461,2534,25.68,,28403.0
2022-01-10,FR,FreshBite,Zero,FB-ZR-005,3.64,0,0.0,70.8,61.9,71432.78603373915,22482,34772,0.2560219505552621,-0.36,6715,10932,4087,1434,21.17,,25768.0
2022-01-10,BE,FreshBite,Classic,FB-CL-001,4.15,0,0.0,97.4,78.7,95829.93630903577,62408,8311,0.21742239827756912,-1.14,15738,29068,5132,8531,59.93,63642.0,
2022-01-10,BE,FreshBite,Classic,FB-CL-002,4.4,1,0.1,62.7,53.6,104532.6274516596,70264,15274,0.05164210457041696,-0.18,14406,39296,9432,9628,58.65,70740.0,
2022-01-10,BE,FreshBite,Classic,FB-CL-003,4.38,0,0.0,94.8,71.0,78765.61110309049,49798,24099,0.3480920510848715,-1.19,12941,22455,9738,4485,48.41,53679.0,
2022-01-10,BE,FreshBite,Classic,FB-CL-004,3.83,0,0.0,61.8,46.1,95802.95661528592,63478,29949,0.020875314145830437,-0.8,17736,41577,11505,5859,50.48,59930.0,
2022-01-10,BE,FreshBite,Classic,FB-CL-005,4.36,0,0.0,96.1,83.1,94536.78395030336,55302,23259,0.13726913471128183,-1.02,7009,22200,6821,6969,46.95,54317.0,
2022-01-10,BE,FreshBite,Zero,FB-ZR-001,5.11,0,0.0,65.4,58.4,84687.0473708541,30220,35125,0.23025164812289353,-0.13,5569,19168,1620,1622,25.22,,27841.0
2022-01-10,BE,FreshBite,Zero,FB-ZR-002,4.77,0,0.0,62.8,52.3,90034.01018900331,22144,14200,0.2393814991841107,-0.18,5908,14790,1397,3163,21.24,,23911.0
2022-01-10,BE,FreshBite,Zero,FB-ZR-003,4.65,1,0.2,94.4,78.5,96732.28562336059,31475,34819,0.22178588919919295,-1.38,8832,17348,3830,4269,23.93,,28358.0
2022-01-10,BE,FreshBite,Zero,FB-ZR-004,4.93,1,0.15,99.5,74.5,100979.47639079252,30220,5933,0.2616823249357009,-0.13,4813,18205,1789,4157,28.27,,31269.0
2022-01-10,BE,FreshBite,Zero,FB-ZR-005,4.24,1,0.1,98.1,85.0,92285.67383270398,30843,24423,0.023309784021249683,-1.29,4675,17644,2543,2018,26.43,,33827.0
2022-01-10,DE,FreshBite,Classic,FB-CL-001,4.45,0,0.0,70.3,49.9,63047.044215437054,41530,14325,0.046667284563922884,-0.02,8413,22577,4929,5318,53.68,41270.0,
2022-01-10,DE,FreshBite,Classic,FB-CL-002,5.44,0,0.0,62.1,48.7,57173.97700710717,45443,23452,0.3695073949928465,-0.33,6412,23067,6088,4286,56.36,49846.0,
2022-01-10,DE,FreshBite,Classic,FB-CL-003,3.56,0,0.0,81.1,63.3,52239.61188428964,37853,28027,0.09423279819333406,-0.5,9709,23315,2526,2164,47.16,38331.0,
2022-01-10,DE,FreshBite,Classic,FB-CL-004,3.79,0,0.0,89.2,77.1,68039.94066311825,43951,13137,0.10830672458739442,0.36,8399,30052,8090,2415,54.14,42114.0,
2022-01-10,DE,FreshBite,Classic,FB-CL-005,3.67,0,0.0,95.8,70.5,58500.21759919113,47587,26802,0.23022366923608392,0.46,11696,23170,7782,5680,55.79,43703.0,
2022-01-10,DE,FreshBite,Zero,FB-ZR-001,4.83,0,0.0,99.0,81.9,63732.051127503735,20779,5860,0.32707413998723894,0.3,4348,10717,2011,2068,29.86,,19305.0
2022-01-10,DE,FreshBite,Zero,FB-ZR-002,5.07,0,0.0,85.5,81.2,51893.97315956031,17820,31644,0.314426579658093,-1.32,2629,11183,2386,2610,21.33,,17850.0
2022-01-10,DE,FreshBite,Zero,FB-ZR-003,4.6,0,0.0,95.3,89.6,52496.66825322366,18869,31590,0.2959092542636944,-0.54,4302,8650,996,2825,22.44,,18349.0
2022-01-10,DE,FreshBite,Zero,FB-ZR-004,4.01,0,0.0,91.1,67.1,66123.73148648783,19841,33772,0.3846454053424826,-1.02,2525,8937,2597,2250,19.86,,18305.0
2022-01-10,DE,FreshBite,Zero,FB-ZR-005,4.4,0,0.0,90.0,63.6,67868.6426319893,20743,34785,0.08520968854845568,-1.22,3207,11428,1859,2273,20.21,,20399.0
2022-01-17,FR,FreshBite,Classic,FB-CL-001,4.48,1,0.2,79.1,66.5,71483.80476331012,53909,22908,0.007710138096015218,-0.3,12819,23239,4323,5683,57.11,54144.0,
2022-01-17,FR,FreshBite,Classic,FB-CL-002,3.95,0,0.0,99.7,75.9,72752.92024118149,54144,28142,0.05345156614490985,-0.9,10847,32166,8290,5027,53.66,57561.0,
2022-01-17,FR,FreshBite,Classic,FB-CL-003,4.05,0,0.0,77.9,57.9,52642.581211557044,30219,22381,0.011691671011727679,-0.32,7785,19932,4042,3666,40.28,27784.0,
2022-01-17,FR,FreshBite,Classic,FB-CL-004,4.37,0,0.0,62.5,58.2,60618.37371209383,45142,38000,0.3766578829025356,-1.2,10239,26022,8021,4763,45.77,48644.0,
2022-01-17,FR,FreshBite,Classic,FB-CL-005,3.59,0,0.0,96.1,94.8,70945.1358025997,51687,28453,0.35632756796169396,-0.64,6028,32076,9705,7692,52.0,46891.0,
2022-01-17,FR,FreshBite,Zero,FB-ZR-001,4.79,0,0.0,69.7,69.6,76011.09735001388,26567,19620,0.20694568895286305,0.37,6711,14930,1743,1480,27.78,,29863.0
2022-01-17,FR,FreshBite,Zero,FB-ZR-002,5.42,0,0.0,98.1,78.9,74756.95431440223,25694,38725,0.05243258309559162,0.09,3734,13025,4023,1789,22.64,,25649.0
2022-01-17,FR,FreshBite,Zero,FB-ZR-003,3.93,0,0.0,84.2,77.0,66481.18472129377,19803,14365,0.3415258927179144,0.39,4302,9309,2831,1895,24.49,,20442.0
2022-01-17,FR,FreshBite,Zero,FB-ZR-004,4.52,0,0.0,78.8,56.6,63813.893323811455,20906,28170,0.19169419902112494,0.12,5301,10739,1784,2178,22.73,,19236.0
2022-01-17,FR,FreshBite,Zero,FB-ZR-005,4.89,0,0.0,72.3,70.7,60143.07830581282,17356,29211,0.07120784693531577,-1.4,2937,11005,1150,1367,19.42,,15683.0
2022-01-17,BE,FreshBite,Classic,FB-CL-001,5.1,1,0.2,69.7,58.6,135931.00882194418,100338,7773,0.3692479432527051,0.47,20476,58867,16655,14809,69.82,92300.0,
2022-01-17,BE,FreshBite,Classic,FB-CL-002,4.5,0,0.0,90.3,64.3,127313.95756989166,81957,36477,0.307985374299581,0.32,12725,50320,15612,9982,50.04,81134.0,
2022-01-17,BE,FreshBite,Classic,FB-CL-003,3.97,0,0.0,62.8,54.2,135320.09814911027,110987,32651,0.30502943606738336,-1.18,20833,45221,5844,15762,66.08,108285.0,
2022-01-17,BE,FreshBite,Classic,FB-CL-004,3.92,0,0.0,64.7,58.5,163855.332463945,92348,36085,0.3823378759988093,-1.04,11966,48848,7025,6085,46.19,92058.0,
2022-01-17,BE,FreshBite,Classic,FB-CL-005,3.84,0,0.0,73.0,56.3,162897.8016576568,113469,30018,0.24350472967451176,-0.86,23579,78580,19829,10633,58.82,106535.0,
2022-01-17,BE,FreshBite,Zero,FB-ZR-001,5.04,0,0.0,66.3,48.1,150016.9636202925,45664,15650,0.009568691373608919,-0.32,7896,27383,7023,2421,27.56,,47368.0
2022-01-17,BE,FreshBite,Zero,FB-ZR-002,5.15,0,0.0,81.0,60.8,161636.92067301655,55233,38003,0.03261161606826786,0.31,11548,35525,3699,6319,27.67,,60754.0
2022-01-17,BE,FreshBite,Zero,FB-ZR-003,4.61,0,0.0,78.9,62.3,145961.98922766888,48173,11442,0.3674218421689696,-0.52,11710,28848,3518,4694,30.6,,48901.0
2022-01-17,BE,FreshBite,Zero,FB-ZR-004,3.67,0,0.0,60.4,51.7,150287.23821783767,50685,35617,0.33830568270465067,-0.75,15009,25740,5077,2643,27.26,,48409.0
2022-01-17,BE,FreshBite,Zero,FB-ZR-005,4.76,0,0.0,66.7,50.9,174381.1131469487,48120,5867,0.35410741842506765,0.33,8516,33219,6882,6699,26.7,,47786.0
2022-01-17,DE,FreshBite,Classic,FB-CL-001,3.65,1,0.15,95.5,82.4,64010.96811374627,38595,12776,0.10938733535413321,0.5,9474,17158,6109,2898,50.26,42239.0,
2022-01-17,DE,FreshBite,Classic,FB-CL-002,4.57,0,0.0,87.9,62.6,61144.75390261135,45895,15092,0.2874970637237138,-1.44,13684,18400,6221,3263,60.2,43558.0,
2022-01-17,DE,FreshBite,Classic,FB-CL-003,5.04,0,0.0,65.0,47.9,69122.26256061955,40643,25468,0.31536284200491066,-0.01,10215,28120,3158,2529,42.97,43973.0,
2022-01-17,DE,FreshBite,Classic,FB-CL-004,4.83,0,0.0,60.2,53.4,69432.69788965916,53911,6534,0.10780337050205394,-1.26,14075,32128,4057,5803,70.97,52460.0,
2022-01-17,DE,FreshBite,Classic,FB-CL-005,5.43,0,0.0,84.6,61.6,65156.324174780646,38585,20985,0.08307338705403784,-0.65,9607,15483,2289,5138,44.79,34729.0,
2022-01-17,DE,FreshBite,Zero,FB-ZR-001,4.56,0,0.0,95.9,68.8,61604.96785099558,20237,16095,0.3262133286342272,0.44,4674,9010,1544,2708,26.05,,23144.0
