Date,Country,Region,SKU,Stakeholder,Forecast_Units,Actual_Units,Consensus_Units,Forecast_Error
2024-07-01,USA,East,VM_US_059,Finance,1272,1258,1046,14
2024-07-01,USA,East,VM_US_059,System,798,1258,1046,-460
2024-08-01,USA,East,VM_US_059,Sales,1392,1250,1233,142
2024-08-01,USA,East,VM_US_059,Marketing,1047,1250,1233,-203
2024-08-01,USA,East,VM_US_059,Finance,1196,1250,1233,-54
2024-08-01,USA,East,VM_US_059,System,1298,1250,1233,48
2024-09-01,USA,East,VM_US_059,Sales,1220,851,1202,369
2024-09-01,USA,East,VM_US_059,Marketing,1256,851,1202,405
2024-09-01,USA,East,VM_US_059,Finance,1204,851,1202,353
2024-09-01,USA,East,VM_US_059,System,1130,851,1202,279
2024-10-01,USA,East,VM_US_059,Sales,1305,951,1125,354
2024-10-01,USA,East,VM_US_059,Marketing,1123,951,1125,172
2024-10-01,USA,East,VM_US_059,Finance,997,951,1125,46
2024-10-01,USA,East,VM_US_059,System,1076,951,1125,125
2024-11-01,USA,East,VM_US_059,Sales,909,1180,1097,-271
2024-11-01,USA,East,VM_US_059,Marketing,1121,1180,1097,-59
2024-11-01,USA,East,VM_US_059,Finance,1063,1180,1097,-117
2024-11-01,USA,East,VM_US_059,System,1298,1180,1097,118
2024-12-01,USA,East,VM_US_059,Sales,1245,804,1078,441
2024-12-01,USA,East,VM_US_059,Marketing,1309,804,1078,505
2024-12-01,USA,East,VM_US_059,Finance,872,804,1078,68
2024-12-01,USA,East,VM_US_059,System,888,804,1078,84
2023-01-01,USA,East,VM_US_060,Sales,2453,2290,2421,163
2023-01-01,USA,East,VM_US_060,Marketing,2864,2290,2421,574
2023-01-01,USA,East,VM_US_060,Finance,1894,2290,2421,-396
2023-01-01,USA,East,VM_US_060,System,2473,2290,2421,183
2023-02-01,USA,East,VM_US_060,Sales,2524,2698,2558,-174
2023-02-01,USA,East,VM_US_060,Marketing,2854,2698,2558,156
2023-02-01,USA,East,VM_US_060,Finance,2444,2698,2558,-254
2023-02-01,USA,East,VM_US_060,System,2412,2698,2558,-286
2023-03-01,USA,East,VM_US_060,Sales,2496,2686,2434,-190
2023-03-01,USA,East,VM_US_060,Marketing,2351,2686,2434,-335
2023-03-01,USA,East,VM_US_060,Finance,2619,2686,2434,-67
2023-03-01,USA,East,VM_US_060,System,2273,2686,2434,-413
2023-04-01,USA,East,VM_US_060,Sales,2310,2240,2318,70
2023-04-01,USA,East,VM_US_060,Marketing,2867,2240,2318,627
2023-04-01,USA,East,VM_US_060,Finance,1513,2240,2318,-727
2023-04-01,USA,East,VM_US_060,System,2584,2240,2318,344
2023-05-01,USA,East,VM_US_060,Sales,1969,2479,2443,-510
2023-05-01,USA,East,VM_US_060,Marketing,2558,2479,2443,79
2023-05-01,USA,East,VM_US_060,Finance,2607,2479,2443,128
2023-05-01,USA,East,VM_US_060,System,2641,2479,2443,162
2023-06-01,USA,East,VM_US_060,Sales,2871,1485,2618,1386
2023-06-01,USA,East,VM_US_060,Marketing,2248,1485,2618,763
2023-06-01,USA,East,VM_US_060,Finance,2670,1485,2618,1185
2023-06-01,USA,East,VM_US_060,System,2686,1485,2618,1201
2023-07-01,USA,East,VM_US_060,Sales,2662,2142,2419,520
2023-07-01,USA,East,VM_US_060,Marketing,2352,2142,2419,210
2023-07-01,USA,East,VM_US_060,Finance,1853,2142,2419,-289
2023-07-01,USA,East,VM_US_060,System,2812,2142,2419,670
2023-08-01,USA,East,VM_US_060,Sales,2214,2180,2389,34
2023-08-01,USA,East,VM_US_060,Marketing,2347,2180,2389,167
2023-08-01,USA,East,VM_US_060,Finance,2547,2180,2389,367
2023-08-01,USA,East,VM_US_060,System,2450,2180,2389,270
2023-09-01,USA,East,VM_US_060,Sales,2070,2669,2444,-599
2023-09-01,USA,East,VM_US_060,Marketing,2247,2669,2444,-422
2023-09-01,USA,East,VM_US_060,Finance,2432,2669,2444,-237
2023-09-01,USA,East,VM_US_060,System,3028,2669,2444,359
2023-10-01,USA,East,VM_US_060,Sales,2788,2424,2495,364
2023-10-01,USA,East,VM_US_060,Marketing,2478,2424,2495,54
2023-10-01,USA,East,VM_US_060,Finance,2323,2424,2495,-101
2023-10-01,USA,East,VM_US_060,System,2393,2424,2495,-31
2023-11-01,USA,East,VM_US_060,Sales,2645,2404,2727,241
2023-11-01,USA,East,VM_US_060,Marketing,2873,2404,2727,469
2023-11-01,USA,East,VM_US_060,Finance,2573,2404,2727,169
2023-11-01,USA,East,VM_US_060,System,2818,2404,2727,414
2023-12-01,USA,East,VM_US_060,Sales,2344,2109,2379,235
2023-12-01,USA,East,VM_US_060,Marketing,2252,2109,2379,143
2023-12-01,USA,East,VM_US_060,Finance,2560,2109,2379,451
2023-12-01,USA,East,VM_US_060,System,2360,2109,2379,251
2024-01-01,USA,East,VM_US_060,Sales,2191,2737,2298,-546
2024-01-01,USA,East,VM_US_060,Marketing,2479,2737,2298,-258
2024-01-01,USA,East,VM_US_060,Finance,2670,2737,2298,-67
2024-01-01,USA,East,VM_US_060,System,1855,2737,2298,-882
2024-02-01,USA,East,VM_US_060,Sales,2383,3252,2309,-869
2024-02-01,USA,East,VM_US_060,Marketing,1867,3252,2309,-1385
2024-02-01,USA,East,VM_US_060,Finance,2513,3252,2309,-739
2024-02-01,USA,East,VM_US_060,System,2476,3252,2309,-776
2024-03-01,USA,East,VM_US_060,Sales,2760,2436,2650,324
2024-03-01,USA,East,VM_US_060,Marketing,2688,2436,2650,252
2024-03-01,USA,East,VM_US_060,Finance,2555,2436,2650,119
2024-03-01,USA,East,VM_US_060,System,2600,2436,2650,164
2024-04-01,USA,East,VM_US_060,Sales,2992,2428,2503,564
2024-04-01,USA,East,VM_US_060,Marketing,2029,2428,2503,-399
2024-04-01,USA,East,VM_US_060,Finance,2508,2428,2503,80
2024-04-01,USA,East,VM_US_060,System,2486,2428,2503,58
2024-05-01,USA,East,VM_US_060,Sales,2217,2767,2307,-550
2024-05-01,USA,East,VM_US_060,Marketing,1950,2767,2307,-817
2024-05-01,USA,East,VM_US_060,Finance,2513,2767,2307,-254
2024-05-01,USA,East,VM_US_060,System,2550,2767,2307,-217
2024-06-01,USA,East,VM_US_060,Sales,2090,3018,2605,-928
2024-06-01,USA,East,VM_US_060,Marketing,2808,3018,2605,-210
2024-06-01,USA,East,VM_US_060,Finance,3167,3018,2605,149
2024-06-01,USA,East,VM_US_060,System,2355,3018,2605,-663
2024-07-01,USA,East,VM_US_060,Sales,2346,1989,2435,357
2024-07-01,USA,East,VM_US_060,Marketing,2471,1989,2435,482
2024-07-01,USA,East,VM_US_060,Finance,2633,1989,2435,644
2024-07-01,USA,East,VM_US_060,System,2291,1989,2435,302
2024-08-01,USA,East,VM_US_060,Sales,2137,3042,2169,-905
2024-08-01,USA,East,VM_US_060,Marketing,1952,3042,2169,-1090
2024-08-01,USA,East,VM_US_060,Finance,2794,3042,2169,-248
2024-08-01,USA,East,VM_US_060,System,1793,3042,2169,-1249
2024-09-01,USA,East,VM_US_060,Sales,3389,2391,2609,998
2024-09-01,USA,East,VM_US_060,Marketing,2463,2391,2609,72
2024-09-01,USA,East,VM_US_060,Finance,2135,2391,2609,-256
2024-09-01,USA,East,VM_US_060,System,2450,2391,2609,59
2024-10-01,USA,East,VM_US_060,Sales,2514,2448,2575,66
2024-10-01,USA,East,VM_US_060,Marketing,2663,2448,2575,215
2024-10-01,USA,East,VM_US_060,Finance,2159,2448,2575,-289
2024-10-01,USA,East,VM_US_060,System,2966,2448,2575,518
2024-11-01,USA,East,VM_US_060,Sales,2682,2557,2550,125
2024-11-01,USA,East,VM_US_060,Marketing,2281,2557,2550,-276
2024-11-01,USA,East,VM_US_060,Finance,2847,2557,2550,290
2024-11-01,USA,East,VM_US_060,System,2390,2557,2550,-167
2024-12-01,USA,East,VM_US_060,Sales,2190,2569,2341,-379
2024-12-01,USA,East,VM_US_060,Marketing,2171,2569,2341,-398
2024-12-01,USA,East,VM_US_060,Finance,2670,2569,2341,101
2024-12-01,USA,East,VM_US_060,System,2335,2569,2341,-234
2023-01-01,USA,East,VM_US_061,Sales,1203,1131,1202,72
2023-01-01,USA,East,VM_US_061,Marketing,1165,1131,1202,34
2023-01-01,USA,East,VM_US_061,Finance,1317,1131,1202,186
2023-01-01,USA,East,VM_US_061,System,1123,1131,1202,-8
2023-02-01,USA,East,VM_US_061,Sales,982,1060,997,-78
2023-02-01,USA,East,VM_US_061,Marketing,986,1060,997,-74
2023-02-01,USA,East,VM_US_061,Finance,1106,1060,997,46
2023-02-01,USA,East,VM_US_061,System,914,1060,997,-146
2023-03-01,USA,East,VM_US_061,Sales,1036,1074,1061,-38
2023-03-01,USA,East,VM_US_061,Marketing,948,1074,1061,-126
2023-03-01,USA,East,VM_US_061,Finance,907,1074,1061,-167
2023-03-01,USA,East,VM_US_061,System,1353,1074,1061,279
2023-04-01,USA,East,VM_US_061,Sales,1030,821,1076,209
2023-04-01,USA,East,VM_US_061,Marketing,1191,821,1076,370
2023-04-01,USA,East,VM_US_061,Finance,1104,821,1076,283
2023-04-01,USA,East,VM_US_061,System,979,821,1076,158
2023-05-01,USA,East,VM_US_061,Sales,1055,853,966,202
2023-05-01,USA,East,VM_US_061,Marketing,709,853,966,-144
2023-05-01,USA,East,VM_US_061,Finance,1060,853,966,207
2023-05-01,USA,East,VM_US_061,System,1043,853,966,190
2023-06-01,USA,East,VM_US_061,Sales,896,1205,1012,-309
2023-06-01,USA,East,VM_US_061,Marketing,998,1205,1012,-207
2023-06-01,USA,East,VM_US_061,Finance,1093,1205,1012,-112
2023-06-01,USA,East,VM_US_061,System,1064,1205,1012,-141
2023-07-01,USA,East,VM_US_061,Sales,958,829,1018,129
2023-07-01,USA,East,VM_US_061,Marketing,1213,829,1018,384
2023-07-01,USA,East,VM_US_061,Finance,1071,829,1018,242
2023-07-01,USA,East,VM_US_061,System,831,829,1018,2
2023-08-01,USA,East,VM_US_061,Sales,839,1176,1034,-337
2023-08-01,USA,East,VM_US_061,Marketing,1000,1176,1034,-176
2023-08-01,USA,East,VM_US_061,Finance,1109,1176,1034,-67
2023-08-01,USA,East,VM_US_061,System,1190,1176,1034,14
2023-09-01,USA,East,VM_US_061,Sales,1127,674,1073,453
2023-09-01,USA,East,VM_US_061,Marketing,1146,674,1073,472
2023-09-01,USA,East,VM_US_061,Finance,969,674,1073,295
2023-09-01,USA,East,VM_US_061,System,1050,674,1073,376
2023-10-01,USA,East,VM_US_061,Sales,696,563,959,133
2023-10-01,USA,East,VM_US_061,Marketing,1177,563,959,614
2023-10-01,USA,East,VM_US_061,Finance,971,563,959,408
2023-10-01,USA,East,VM_US_061,System,995,563,959,432
2023-11-01,USA,East,VM_US_061,Sales,993,1075,978,-82
2023-11-01,USA,East,VM_US_061,Marketing,981,1075,978,-94
2023-11-01,USA,East,VM_US_061,Finance,1088,1075,978,13
2023-11-01,USA,East,VM_US_061,System,852,1075,978,-223
2023-12-01,USA,East,VM_US_061,Sales,1010,1219,965,-209
2023-12-01,USA,East,VM_US_061,Marketing,913,1219,965,-306
2023-12-01,USA,East,VM_US_061,Finance,896,1219,965,-323
2023-12-01,USA,East,VM_US_061,System,1044,1219,965,-175
2024-01-01,USA,East,VM_US_061,Sales,845,991,985,-146
2024-01-01,USA,East,VM_US_061,Marketing,963,991,985,-28
2024-01-01,USA,East,VM_US_061,Finance,938,991,985,-53
2024-01-01,USA,East,VM_US_061,System,1196,991,985,205
2024-02-01,USA,East,VM_US_061,Sales,1234,1059,1068,175
2024-02-01,USA,East,VM_US_061,Marketing,950,1059,1068,-109
2024-02-01,USA,East,VM_US_061,Finance,1002,1059,1068,-57
2024-02-01,USA,East,VM_US_061,System,1087,1059,1068,28
2024-03-01,USA,East,VM_US_061,Sales,1128,1133,995,-5
2024-03-01,USA,East,VM_US_061,Marketing,928,1133,995,-205
2024-03-01,USA,East,VM_US_061,Finance,931,1133,995,-202
2024-03-01,USA,East,VM_US_061,System,994,1133,995,-139
2024-04-01,USA,East,VM_US_061,Sales,914,1269,1034,-355
2024-04-01,USA,East,VM_US_061,Marketing,973,1269,1034,-296
2024-04-01,USA,East,VM_US_061,Finance,1129,1269,1034,-140
2024-04-01,USA,East,VM_US_061,System,1123,1269,1034,-146
2024-05-01,USA,East,VM_US_061,Sales,1049,1125,1021,-76
2024-05-01,USA,East,VM_US_061,Marketing,906,1125,1021,-219
2024-05-01,USA,East,VM_US_061,Finance,952,1125,1021,-173
2024-05-01,USA,East,VM_US_061,System,1179,1125,1021,54
2024-06-01,USA,East,VM_US_061,Sales,872,1159,1066,-287
2024-06-01,USA,East,VM_US_061,Marketing,1147,1159,1066,-12
2024-06-01,USA,East,VM_US_061,Finance,1202,1159,1066,43
2024-06-01,USA,East,VM_US_061,System,1045,1159,1066,-114
2024-07-01,USA,East,VM_US_061,Sales,1165,1105,1159,60
2024-07-01,USA,East,VM_US_061,Marketing,952,1105,1159,-153
2024-07-01,USA,East,VM_US_061,Finance,1329,1105,1159,224
2024-07-01,USA,East,VM_US_061,System,1191,1105,1159,86
2024-08-01,USA,East,VM_US_061,Sales,1034,1120,1069,-86
2024-08-01,USA,East,VM_US_061,Marketing,1100,1120,1069,-20
2024-08-01,USA,East,VM_US_061,Finance,844,1120,1069,-276
2024-08-01,USA,East,VM_US_061,System,1298,1120,1069,178
2024-09-01,USA,East,VM_US_061,Sales,1221,1214,1052,7
2024-09-01,USA,East,VM_US_061,Marketing,1042,1214,1052,-172
2024-09-01,USA,East,VM_US_061,Finance,994,1214,1052,-220
2024-09-01,USA,East,VM_US_061,System,954,1214,1052,-260
2024-10-01,USA,East,VM_US_061,Sales,975,1165,1013,-190
2024-10-01,USA,East,VM_US_061,Marketing,1015,1165,1013,-150
2024-10-01,USA,East,VM_US_061,Finance,1107,1165,1013,-58
2024-10-01,USA,East,VM_US_061,System,956,1165,1013,-209
2024-11-01,USA,East,VM_US_061,Sales,1036,1201,1010,-165
2024-11-01,USA,East,VM_US_061,Marketing,850,1201,1010,-351
2024-11-01,USA,East,VM_US_061,Finance,955,1201,1010,-246
2024-11-01,USA,East,VM_US_061,System,1202,1201,1010,1
2024-12-01,USA,East,VM_US_061,Sales,1150,892,1143,258
2024-12-01,USA,East,VM_US_061,Marketing,1054,892,1143,162
2024-12-01,USA,East,VM_US_061,Finance,1017,892,1143,125
2024-12-01,USA,East,VM_US_061,System,1352,892,1143,460
2023-01-01,USA,East,VM_US_062,Sales,1995,2866,2269,-871
2023-01-01,USA,East,VM_US_062,Marketing,2106,2866,2269,-760
2023-01-01,USA,East,VM_US_062,Finance,2546,2866,2269,-320
2023-01-01,USA,East,VM_US_062,System,2430,2866,2269,-436
2023-02-01,USA,East,VM_US_062,Sales,1992,2670,2120,-678
2023-02-01,USA,East,VM_US_062,Marketing,2272,2670,2120,-398
2023-02-01,USA,East,VM_US_062,Finance,2179,2670,2120,-491
2023-02-01,USA,East,VM_US_062,System,2040,2670,2120,-630
2023-03-01,USA,East,VM_US_062,Sales,2620,2564,2448,56
2023-03-01,USA,East,VM_US_062,Marketing,2258,2564,2448,-306
2023-03-01,USA,East,VM_US_062,Finance,2784,2564,2448,220
2023-03-01,USA,East,VM_US_062,System,2132,2564,2448,-432
2023-04-01,USA,East,VM_US_062,Sales,2512,2883,2415,-371
2023-04-01,USA,East,VM_US_062,Marketing,2008,2883,2415,-875
2023-04-01,USA,East,VM_US_062,Finance,2913,2883,2415,30
2023-04-01,USA,East,VM_US_062,System,2228,2883,2415,-655
2023-05-01,USA,East,VM_US_062,Sales,2395,2779,2513,-384
2023-05-01,USA,East,VM_US_062,Marketing,2459,2779,2513,-320
2023-05-01,USA,East,VM_US_062,Finance,2608,2779,2513,-171
2023-05-01,USA,East,VM_US_062,System,2592,2779,2513,-187
2023-06-01,USA,East,VM_US_062,Sales,2504,2233,2424,271
2023-06-01,USA,East,VM_US_062,Marketing,2482,2233,2424,249
2023-06-01,USA,East,VM_US_062,Finance,2414,2233,2424,181
2023-06-01,USA,East,VM_US_062,System,2296,2233,2424,63
2023-07-01,USA,East,VM_US_062,Sales,2909,2428,2512,481
2023-07-01,USA,East,VM_US_062,Marketing,2270,2428,2512,-158
2023-07-01,USA,East,VM_US_062,Finance,2694,2428,2512,266
2023-07-01,USA,East,VM_US_062,System,2178,2428,2512,-250
2023-08-01,USA,East,VM_US_062,Sales,3279,2042,2705,1237
2023-08-01,USA,East,VM_US_062,Marketing,2506,2042,2705,464
2023-08-01,USA,East,VM_US_062,Finance,2514,2042,2705,472
2023-08-01,USA,East,VM_US_062,System,2522,2042,2705,480
2023-09-01,USA,East,VM_US_062,Sales,2469,2850,2434,-381
2023-09-01,USA,East,VM_US_062,Marketing,2584,2850,2434,-266
2023-09-01,USA,East,VM_US_062,Finance,2054,2850,2434,-796
2023-09-01,USA,East,VM_US_062,System,2631,2850,2434,-219
2023-10-01,USA,East,VM_US_062,Sales,2543,2270,2166,273
2023-10-01,USA,East,VM_US_062,Marketing,1869,2270,2166,-401
2023-10-01,USA,East,VM_US_062,Finance,2532,2270,2166,262
2023-10-01,USA,East,VM_US_062,System,1720,2270,2166,-550
2023-11-01,USA,East,VM_US_062,Sales,1872,2256,2228,-384
2023-11-01,USA,East,VM_US_062,Marketing,2532,2256,2228,276
2023-11-01,USA,East,VM_US_062,Finance,2373,2256,2228,117
2023-11-01,USA,East,VM_US_062,System,2136,2256,2228,-120
2023-12-01,USA,East,VM_US_062,Sales,2100,2860,1987,-760
2023-12-01,USA,East,VM_US_062,Marketing,1497,2860,1987,-1363
2023-12-01,USA,East,VM_US_062,Finance,2499,2860,1987,-361
2023-12-01,USA,East,VM_US_062,System,1854,2860,1987,-1006
2024-01-01,USA,East,VM_US_062,Sales,2207,2048,2082,159
2024-01-01,USA,East,VM_US_062,Marketing,1951,2048,2082,-97
2024-01-01,USA,East,VM_US_062,Finance,2214,2048,2082,166
2024-01-01,USA,East,VM_US_062,System,1957,2048,2082,-91
2024-02-01,USA,East,VM_US_062,Sales,2006,2411,2406,-405
2024-02-01,USA,East,VM_US_062,Marketing,2362,2411,2406,-49
2024-02-01,USA,East,VM_US_062,Finance,2682,2411,2406,271
2024-02-01,USA,East,VM_US_062,System,2575,2411,2406,164
2024-03-01,USA,East,VM_US_062,Sales,2074,2325,2259,-251
2024-03-01,USA,East,VM_US_062,Marketing,2398,2325,2259,73
2024-03-01,USA,East,VM_US_062,Finance,2157,2325,2259,-168
2024-03-01,USA,East,VM_US_062,System,2410,2325,2259,85
2024-04-01,USA,East,VM_US_062,Sales,2582,1748,2661,834
2024-04-01,USA,East,VM_US_062,Marketing,2363,1748,2661,615
2024-04-01,USA,East,VM_US_062,Finance,2977,1748,2661,1229
2024-04-01,USA,East,VM_US_062,System,2722,1748,2661,974
2024-05-01,USA,East,VM_US_062,Sales,2318,2553,2343,-235
2024-05-01,USA,East,VM_US_062,Marketing,2147,2553,2343,-406
2024-05-01,USA,East,VM_US_062,Finance,2620,2553,2343,67
2024-05-01,USA,East,VM_US_062,System,2289,2553,2343,-264
2024-06-01,USA,East,VM_US_062,Sales,2467,2766,2387,-299
2024-06-01,USA,East,VM_US_062,Marketing,2469,2766,2387,-297
2024-06-01,USA,East,VM_US_062,Finance,2521,2766,2387,-245
2024-06-01,USA,East,VM_US_062,System,2094,2766,2387,-672
2024-07-01,USA,East,VM_US_062,Sales,2055,1993,2228,62
2024-07-01,USA,East,VM_US_062,Marketing,2649,1993,2228,656
2024-07-01,USA,East,VM_US_062,Finance,2086,1993,2228,93
2024-07-01,USA,East,VM_US_062,System,2122,1993,2228,129
2024-08-01,USA,East,VM_US_062,Sales,2282,2543,2111,-261
2024-08-01,USA,East,VM_US_062,Marketing,2246,2543,2111,-297
2024-08-01,USA,East,VM_US_062,Finance,2222,2543,2111,-321
2024-08-01,USA,East,VM_US_062,System,1697,2543,2111,-846
2024-09-01,USA,East,VM_US_062,Sales,2687,2012,2193,675
2024-09-01,USA,East,VM_US_062,Marketing,2201,2012,2193,189
2024-09-01,USA,East,VM_US_062,Finance,1817,2012,2193,-195
2024-09-01,USA,East,VM_US_062,System,2069,2012,2193,57
2024-10-01,USA,East,VM_US_062,Sales,2450,2481,2209,-31
2024-10-01,USA,East,VM_US_062,Marketing,2270,2481,2209,-211
2024-10-01,USA,East,VM_US_062,Finance,2159,2481,2209,-322
2024-10-01,USA,East,VM_US_062,System,1957,2481,2209,-524
2024-11-01,USA,East,VM_US_062,Sales,2590,2484,2521,106
2024-11-01,USA,East,VM_US_062,Marketing,2718,2484,2521,234
2024-11-01,USA,East,VM_US_062,Finance,2040,2484,2521,-444
2024-11-01,USA,East,VM_US_062,System,2739,2484,2521,255
2024-12-01,USA,East,VM_US_062,Sales,2361,2334,2227,27
2024-12-01,USA,East,VM_US_062,Marketing,2606,2334,2227,272
2024-12-01,USA,East,VM_US_062,Finance,2201,2334,2227,-133
2024-12-01,USA,East,VM_US_062,System,1742,2334,2227,-592
2023-01-01,USA,East,VM_US_063,Sales,1683,2376,2017,-693
2023-01-01,USA,East,VM_US_063,Marketing,1809,2376,2017,-567
2023-01-01,USA,East,VM_US_063,Finance,2524,2376,2017,148
2023-01-01,USA,East,VM_US_063,System,2055,2376,2017,-321
2023-02-01,USA,East,VM_US_063,Sales,2385,1891,2243,494
2023-02-01,USA,East,VM_US_063,Marketing,2414,1891,2243,523
2023-02-01,USA,East,VM_US_063,Finance,1997,1891,2243,106
2023-02-01,USA,East,VM_US_063,System,2177,1891,2243,286
2023-03-01,USA,East,VM_US_063,Sales,1392,2150,1846,-758
2023-03-01,USA,East,VM_US_063,Marketing,1754,2150,1846,-396
2023-03-01,USA,East,VM_US_063,Finance,2345,2150,1846,195
2023-03-01,USA,East,VM_US_063,System,1896,2150,1846,-254
2023-04-01,USA,East,VM_US_063,Sales,2173,2274,2138,-101
2023-04-01,USA,East,VM_US_063,Marketing,2414,2274,2138,140
2023-04-01,USA,East,VM_US_063,Finance,1762,2274,2138,-512
2023-04-01,USA,East,VM_US_063,System,2206,2274,2138,-68
2023-05-01,USA,East,VM_US_063,Sales,1907,2086,2060,-179
2023-05-01,USA,East,VM_US_063,Marketing,1905,2086,2060,-181
2023-05-01,USA,East,VM_US_063,Finance,2164,2086,2060,78
2023-05-01,USA,East,VM_US_063,System,2266,2086,2060,180
2023-06-01,USA,East,VM_US_063,Sales,2130,2127,2003,3
2023-06-01,USA,East,VM_US_063,Marketing,1980,2127,2003,-147
2023-06-01,USA,East,VM_US_063,Finance,1997,2127,2003,-130
2023-06-01,USA,East,VM_US_063,System,1906,2127,2003,-221
2023-07-01,USA,East,VM_US_063,Sales,2257,1943,2051,314
2023-07-01,USA,East,VM_US_063,Marketing,2285,1943,2051,342
2023-07-01,USA,East,VM_US_063,Finance,1784,1943,2051,-159
2023-07-01,USA,East,VM_US_063,System,1880,1943,2051,-63
2023-08-01,USA,East,VM_US_063,Sales,2090,1882,1852,208
2023-08-01,USA,East,VM_US_063,Marketing,1681,1882,1852,-201
2023-08-01,USA,East,VM_US_063,Finance,1884,1882,1852,2
2023-08-01,USA,East,VM_US_063,System,1756,1882,1852,-126
2023-09-01,USA,East,VM_US_063,Sales,2099,2233,1980,-134
2023-09-01,USA,East,VM_US_063,Marketing,1990,2233,1980,-243
2023-09-01,USA,East,VM_US_063,Finance,1838,2233,1980,-395
2023-09-01,USA,East,VM_US_063,System,1993,2233,1980,-240
2023-10-01,USA,East,VM_US_063,Sales,2520,1928,2239,592
2023-10-01,USA,East,VM_US_063,Marketing,2359,1928,2239,431
2023-10-01,USA,East,VM_US_063,Finance,1932,1928,2239,4
2023-10-01,USA,East,VM_US_063,System,2148,1928,2239,220
2023-11-01,USA,East,VM_US_063,Sales,1932,2405,1940,-473
2023-11-01,USA,East,VM_US_063,Marketing,1748,2405,1940,-657
2023-11-01,USA,East,VM_US_063,Finance,1652,2405,1940,-753
2023-11-01,USA,East,VM_US_063,System,2428,2405,1940,23
2023-12-01,USA,East,VM_US_063,Sales,2180,2046,1940,134
2023-12-01,USA,East,VM_US_063,Marketing,1961,2046,1940,-85
2023-12-01,USA,East,VM_US_063,Finance,1786,2046,1940,-260
2023-12-01,USA,East,VM_US_063,System,1833,2046,1940,-213
2024-01-01,USA,East,VM_US_063,Sales,2321,1683,2161,638
2024-01-01,USA,East,VM_US_063,Marketing,2484,1683,2161,801
2024-01-01,USA,East,VM_US_063,Finance,2116,1683,2161,433
2024-01-01,USA,East,VM_US_063,System,1723,1683,2161,40
2024-02-01,USA,East,VM_US_063,Sales,2426,2263,2231,163
2024-02-01,USA,East,VM_US_063,Marketing,2352,2263,2231,89
2024-02-01,USA,East,VM_US_063,Finance,2099,2263,2231,-164
2024-02-01,USA,East,VM_US_063,System,2047,2263,2231,-216
2024-03-01,USA,East,VM_US_063,Sales,2416,2095,2181,321
2024-03-01,USA,East,VM_US_063,Marketing,2299,2095,2181,204
2024-03-01,USA,East,VM_US_063,Finance,2009,2095,2181,-86
2024-03-01,USA,East,VM_US_063,System,2003,2095,2181,-92
2024-04-01,USA,East,VM_US_063,Sales,1837,1954,2105,-117
2024-04-01,USA,East,VM_US_063,Marketing,2448,1954,2105,494
2024-04-01,USA,East,VM_US_063,Finance,1907,1954,2105,-47
2024-04-01,USA,East,VM_US_063,System,2230,1954,2105,276
2024-05-01,USA,East,VM_US_063,Sales,1986,1897,2087,89
2024-05-01,USA,East,VM_US_063,Marketing,2078,1897,2087,181
2024-05-01,USA,East,VM_US_063,Finance,2244,1897,2087,347
2024-05-01,USA,East,VM_US_063,System,2041,1897,2087,144
2024-06-01,USA,East,VM_US_063,Sales,2111,1746,2140,365
2024-06-01,USA,East,VM_US_063,Marketing,1913,1746,2140,167
2024-06-01,USA,East,VM_US_063,Finance,2497,1746,2140,751
2024-06-01,USA,East,VM_US_063,System,2041,1746,2140,295
2024-07-01,USA,East,VM_US_063,Sales,2606,1895,2171,711
2024-07-01,USA,East,VM_US_063,Marketing,2293,1895,2171,398
2024-07-01,USA,East,VM_US_063,Finance,1880,1895,2171,-15
2024-07-01,USA,East,VM_US_063,System,1907,1895,2171,12
2024-08-01,USA,East,VM_US_063,Sales,2117,2256,2168,-139
2024-08-01,USA,East,VM_US_063,Marketing,2332,2256,2168,76
2024-08-01,USA,East,VM_US_063,Finance,1939,2256,2168,-317
2024-08-01,USA,East,VM_US_063,System,2284,2256,2168,28
2024-09-01,USA,East,VM_US_063,Sales,2067,1399,2022,668
2024-09-01,USA,East,VM_US_063,Marketing,1950,1399,2022,551
2024-09-01,USA,East,VM_US_063,Finance,1991,1399,2022,592
2024-09-01,USA,East,VM_US_063,System,2080,1399,2022,681
2024-10-01,USA,East,VM_US_063,Sales,1815,2466,1894,-651
2024-10-01,USA,East,VM_US_063,Marketing,1553,2466,1894,-913
2024-10-01,USA,East,VM_US_063,Finance,1844,2466,1894,-622
2024-10-01,USA,East,VM_US_063,System,2365,2466,1894,-101
2024-11-01,USA,East,VM_US_063,Sales,1962,1587,2191,375
2024-11-01,USA,East,VM_US_063,Marketing,2319,1587,2191,732
2024-11-01,USA,East,VM_US_063,Finance,2092,1587,2191,505
2024-11-01,USA,East,VM_US_063,System,2392,1587,2191,805
2024-12-01,USA,East,VM_US_063,Sales,2025,1463,2165,562
2024-12-01,USA,East,VM_US_063,Marketing,2445,1463,2165,982
2024-12-01,USA,East,VM_US_063,Finance,1822,1463,2165,359
2024-12-01,USA,East,VM_US_063,System,2368,1463,2165,905
2023-01-01,USA,East,VM_US_064,Sales,1920,1799,2027,121
2023-01-01,USA,East,VM_US_064,Marketing,1986,1799,2027,187
2023-01-01,USA,East,VM_US_064,Finance,2067,1799,2027,268
2023-01-01,USA,East,VM_US_064,System,2138,1799,2027,339
