Date,Country,Channel,Brand,SKU,Promo_Flag,Actual_Units,Naive_Forecast,MA_Forecast,SES_Forecast,HW_Forecast
2022-04-04,FR,Retail,NutriBox,NB-FR-002,0,169,169,161,164,146
2022-04-05,FR,Retail,NutriBox,NB-FR-002,0,190,190,171,163,184
2022-04-06,FR,Retail,NutriBox,NB-FR-002,0,182,182,183,193,170
2022-04-07,FR,Retail,NutriBox,NB-FR-002,0,127,127,130,122,130
2022-04-08,FR,Retail,NutriBox,NB-FR-002,0,139,139,147,160,148
2022-04-09,FR,Retail,NutriBox,NB-FR-002,0,162,162,169,150,159
2022-04-10,FR,Retail,NutriBox,NB-FR-002,0,110,110,111,105,99
2022-04-11,FR,Retail,NutriBox,NB-FR-002,0,147,147,142,134,154
2022-04-12,FR,Retail,NutriBox,NB-FR-002,0,156,156,161,144,163
2022-04-13,FR,Retail,NutriBox,NB-FR-002,0,152,152,152,148,171
2022-04-14,FR,Retail,NutriBox,NB-FR-002,0,100,100,89,93,107
2022-04-15,FR,Retail,NutriBox,NB-FR-002,0,141,141,141,146,131
2022-04-16,FR,Retail,NutriBox,NB-FR-002,1,172,172,151,147,161
2022-04-17,FR,Retail,NutriBox,NB-FR-002,1,178,178,193,173,205
2022-04-18,FR,Retail,NutriBox,NB-FR-002,0,97,97,108,99,108
2022-04-19,FR,Retail,NutriBox,NB-FR-002,1,212,212,195,182,212
2022-04-20,FR,Retail,NutriBox,NB-FR-002,0,84,84,97,92,106
2022-04-21,FR,Retail,NutriBox,NB-FR-002,0,121,121,107,118,99
2022-04-22,FR,Retail,NutriBox,NB-FR-002,0,123,123,127,123,101
2022-04-23,FR,Retail,NutriBox,NB-FR-002,1,120,120,125,122,129
2022-04-24,FR,Retail,NutriBox,NB-FR-002,0,91,91,94,100,97
2022-04-25,FR,Retail,NutriBox,NB-FR-002,0,119,119,127,106,119
2022-04-26,FR,Retail,NutriBox,NB-FR-002,0,137,137,124,114,128
2022-04-27,FR,Retail,NutriBox,NB-FR-002,1,156,156,160,159,172
2022-04-28,FR,Retail,NutriBox,NB-FR-002,0,129,129,135,139,144
2022-04-29,FR,Retail,NutriBox,NB-FR-002,0,77,77,71,56,61
2022-04-30,FR,Retail,NutriBox,NB-FR-002,0,118,118,115,118,116
2022-05-01,FR,Retail,NutriBox,NB-FR-002,0,111,111,103,107,107
2022-05-02,FR,Retail,NutriBox,NB-FR-002,0,145,145,141,132,152
2022-05-03,FR,Retail,NutriBox,NB-FR-002,0,126,126,123,130,148
2022-05-04,FR,Retail,NutriBox,NB-FR-002,1,299,299,259,272,271
2022-05-05,FR,Retail,NutriBox,NB-FR-002,1,137,137,149,146,146
2022-05-06,FR,Retail,NutriBox,NB-FR-002,0,132,132,152,139,145
2022-05-07,FR,Retail,NutriBox,NB-FR-002,0,51,51,58,51,49
2022-05-08,FR,Retail,NutriBox,NB-FR-002,0,108,108,110,95,106
2022-05-09,FR,Retail,NutriBox,NB-FR-002,0,135,135,127,106,122
2022-05-10,FR,Retail,NutriBox,NB-FR-002,0,167,167,159,157,173
2022-05-11,FR,Retail,NutriBox,NB-FR-002,0,102,102,102,104,101
2022-05-12,FR,Retail,NutriBox,NB-FR-002,0,162,162,161,131,190
2022-05-13,FR,Retail,NutriBox,NB-FR-002,0,187,187,150,150,183
2022-05-14,FR,Retail,NutriBox,NB-FR-002,0,130,130,129,142,139
2022-05-15,FR,Retail,NutriBox,NB-FR-002,0,98,98,105,110,115
2022-05-16,FR,Retail,NutriBox,NB-FR-002,0,132,132,122,140,142
2022-05-17,FR,Retail,NutriBox,NB-FR-002,0,107,107,117,105,121
2022-05-18,FR,Retail,NutriBox,NB-FR-002,0,117,117,127,125,122
2022-05-19,FR,Retail,NutriBox,NB-FR-002,0,128,128,129,121,103
2022-05-20,FR,Retail,NutriBox,NB-FR-002,0,155,155,145,141,160
2022-05-21,FR,Retail,NutriBox,NB-FR-002,1,144,144,169,166,163
2022-05-22,FR,Retail,NutriBox,NB-FR-002,1,210,210,200,168,191
2022-05-23,FR,Retail,NutriBox,NB-FR-002,0,126,126,122,123,145
2022-05-24,FR,Retail,NutriBox,NB-FR-002,1,200,200,182,175,195
2022-05-25,FR,Retail,NutriBox,NB-FR-002,0,138,138,136,127,139
2022-05-26,FR,Retail,NutriBox,NB-FR-002,0,117,117,123,117,115
2022-05-27,FR,Retail,NutriBox,NB-FR-002,0,124,124,109,126,115
2022-05-28,FR,Retail,NutriBox,NB-FR-002,0,147,147,123,115,124
2022-05-29,FR,Retail,NutriBox,NB-FR-002,0,138,138,154,141,159
2022-05-30,FR,Retail,NutriBox,NB-FR-002,0,105,105,115,117,95
2022-05-31,FR,Retail,NutriBox,NB-FR-002,0,120,120,98,106,111
2022-06-01,FR,Retail,NutriBox,NB-FR-002,0,182,182,168,182,191
2022-06-02,FR,Retail,NutriBox,NB-FR-002,0,145,145,131,133,139
2022-06-03,FR,Retail,NutriBox,NB-FR-002,1,278,278,276,244,249
2022-06-04,FR,Retail,NutriBox,NB-FR-002,0,214,214,238,221,229
2022-06-05,FR,Retail,NutriBox,NB-FR-002,0,120,120,136,122,165
2022-06-06,FR,Retail,NutriBox,NB-FR-002,0,174,174,145,143,148
2022-06-07,FR,Retail,NutriBox,NB-FR-002,0,145,145,141,150,122
2022-06-08,FR,Retail,NutriBox,NB-FR-002,0,219,219,205,180,217
2022-06-09,FR,Retail,NutriBox,NB-FR-002,0,171,171,168,177,169
2022-06-10,FR,Retail,NutriBox,NB-FR-002,0,144,144,154,147,159
2022-06-11,FR,Retail,NutriBox,NB-FR-002,0,159,159,150,170,140
2022-06-12,FR,Retail,NutriBox,NB-FR-002,0,131,131,136,141,137
2022-06-13,FR,Retail,NutriBox,NB-FR-002,0,210,210,206,221,231
2022-06-14,FR,Retail,NutriBox,NB-FR-002,0,206,206,201,185,195
2022-06-15,FR,Retail,NutriBox,NB-FR-002,0,264,264,268,256,244
2022-06-16,FR,Retail,NutriBox,NB-FR-002,0,211,211,211,193,238
2022-06-17,FR,Retail,NutriBox,NB-FR-002,0,179,179,184,177,189
2022-06-18,FR,Retail,NutriBox,NB-FR-002,0,227,227,214,253,233
2022-06-19,FR,Retail,NutriBox,NB-FR-002,0,186,186,184,175,209
2022-06-20,FR,Retail,NutriBox,NB-FR-002,0,218,218,221,228,250
2022-06-21,FR,Retail,NutriBox,NB-FR-002,0,173,173,170,178,140
2022-06-22,FR,Retail,NutriBox,NB-FR-002,1,203,203,217,210,267
2022-06-23,FR,Retail,NutriBox,NB-FR-002,0,158,158,160,149,134
2022-06-24,FR,Retail,NutriBox,NB-FR-002,1,236,236,240,238,261
2022-06-25,FR,Retail,NutriBox,NB-FR-002,0,199,199,186,171,199
2022-06-26,FR,Retail,NutriBox,NB-FR-002,0,253,253,237,222,240
2022-06-27,FR,Retail,NutriBox,NB-FR-002,0,220,220,204,197,225
2022-06-28,FR,Retail,NutriBox,NB-FR-002,0,198,198,195,204,190
2022-06-29,FR,Retail,NutriBox,NB-FR-002,0,207,207,214,210,213
2022-06-30,FR,Retail,NutriBox,NB-FR-002,0,175,175,176,164,162
2022-07-01,FR,Retail,NutriBox,NB-FR-002,0,228,228,241,197,234
2022-07-02,FR,Retail,NutriBox,NB-FR-002,0,210,210,194,184,199
2022-07-03,FR,Retail,NutriBox,NB-FR-002,0,216,216,199,238,212
2022-07-04,FR,Retail,NutriBox,NB-FR-002,0,125,125,129,125,124
2022-07-05,FR,Retail,NutriBox,NB-FR-002,1,226,226,242,257,216
2022-07-06,FR,Retail,NutriBox,NB-FR-002,0,107,107,112,108,113
2022-07-07,FR,Retail,NutriBox,NB-FR-002,0,155,155,139,157,159
2022-07-08,FR,Retail,NutriBox,NB-FR-002,0,150,150,134,135,136
2022-07-09,FR,Retail,NutriBox,NB-FR-002,0,230,230,233,214,234
2022-07-10,FR,Retail,NutriBox,NB-FR-002,0,180,180,157,153,183
2022-07-11,FR,Retail,NutriBox,NB-FR-002,0,244,244,211,220,239
2022-07-12,FR,Retail,NutriBox,NB-FR-002,0,208,208,217,204,261
2022-07-13,FR,Retail,NutriBox,NB-FR-002,0,191,191,186,199,198
2022-07-14,FR,Retail,NutriBox,NB-FR-002,0,190,190,202,198,198
2022-07-15,FR,Retail,NutriBox,NB-FR-002,0,177,177,176,180,198
2022-07-16,FR,Retail,NutriBox,NB-FR-002,0,204,204,196,206,207
2022-07-17,FR,Retail,NutriBox,NB-FR-002,0,135,135,121,119,155
2022-07-18,FR,Retail,NutriBox,NB-FR-002,0,179,179,198,196,166
2022-07-19,FR,Retail,NutriBox,NB-FR-002,0,207,207,218,206,234
2022-07-20,FR,Retail,NutriBox,NB-FR-002,0,176,176,212,172,197
2022-07-21,FR,Retail,NutriBox,NB-FR-002,0,190,190,225,237,206
2022-07-22,FR,Retail,NutriBox,NB-FR-002,0,200,200,197,204,216
2022-07-23,FR,Retail,NutriBox,NB-FR-002,0,253,253,253,296,280
2022-07-24,FR,Retail,NutriBox,NB-FR-002,0,175,175,150,142,171
2022-07-25,FR,Retail,NutriBox,NB-FR-002,0,155,155,200,179,194
2022-07-26,FR,Retail,NutriBox,NB-FR-002,0,122,122,140,133,135
2022-07-27,FR,Retail,NutriBox,NB-FR-002,1,300,300,286,253,370
2022-07-28,FR,Retail,NutriBox,NB-FR-002,0,135,135,158,164,165
2022-07-29,FR,Retail,NutriBox,NB-FR-002,0,170,170,178,173,190
2022-07-30,FR,Retail,NutriBox,NB-FR-002,0,206,206,189,185,193
2022-07-31,FR,Retail,NutriBox,NB-FR-002,0,196,196,202,197,252
2022-08-01,FR,Retail,NutriBox,NB-FR-002,0,209,209,226,238,212
2022-08-02,FR,Retail,NutriBox,NB-FR-002,0,132,132,142,151,171
2022-08-03,FR,Retail,NutriBox,NB-FR-002,0,155,155,151,159,158
2022-08-04,FR,Retail,NutriBox,NB-FR-002,0,157,157,142,120,140
2022-08-05,FR,Retail,NutriBox,NB-FR-002,1,168,168,185,170,190
2022-08-06,FR,Retail,NutriBox,NB-FR-002,0,186,186,184,157,191
2022-08-07,FR,Retail,NutriBox,NB-FR-002,0,181,181,199,181,193
2022-08-08,FR,Retail,NutriBox,NB-FR-002,0,154,154,158,159,152
2022-08-09,FR,Retail,NutriBox,NB-FR-002,0,210,210,193,204,160
2022-08-10,FR,Retail,NutriBox,NB-FR-002,0,202,202,178,157,209
2022-08-11,FR,Retail,NutriBox,NB-FR-002,0,232,232,198,208,188
2022-08-12,FR,Retail,NutriBox,NB-FR-002,0,157,157,171,185,141
2022-08-13,FR,Retail,NutriBox,NB-FR-002,0,110,110,121,118,118
2022-08-14,FR,Retail,NutriBox,NB-FR-002,0,150,150,146,153,157
2022-08-15,FR,Retail,NutriBox,NB-FR-002,0,123,123,116,107,148
2022-08-16,FR,Retail,NutriBox,NB-FR-002,0,161,161,152,152,162
2022-08-17,FR,Retail,NutriBox,NB-FR-002,0,176,176,158,187,156
2022-08-18,FR,Retail,NutriBox,NB-FR-002,0,173,173,178,186,203
2022-08-19,FR,Retail,NutriBox,NB-FR-002,0,206,206,167,188,212
2022-08-20,FR,Retail,NutriBox,NB-FR-002,0,191,191,176,193,194
2022-08-21,FR,Retail,NutriBox,NB-FR-002,0,93,93,95,87,104
2022-08-22,FR,Retail,NutriBox,NB-FR-002,1,317,317,326,319,324
2022-08-23,FR,Retail,NutriBox,NB-FR-002,0,200,200,187,177,168
2022-08-24,FR,Retail,NutriBox,NB-FR-002,1,295,295,311,299,331
2022-08-25,FR,Retail,NutriBox,NB-FR-002,0,223,223,228,254,236
2022-08-26,FR,Retail,NutriBox,NB-FR-002,0,191,191,161,158,151
2022-08-27,FR,Retail,NutriBox,NB-FR-002,0,201,201,187,216,243
2022-08-28,FR,Retail,NutriBox,NB-FR-002,0,166,166,183,159,150
2022-08-29,FR,Retail,NutriBox,NB-FR-002,0,169,169,174,175,157
2022-08-30,FR,Retail,NutriBox,NB-FR-002,0,245,245,237,238,233
2022-08-31,FR,Retail,NutriBox,NB-FR-002,1,260,260,224,242,266
2022-09-01,FR,Retail,NutriBox,NB-FR-002,1,198,198,196,174,195
2022-09-02,FR,Retail,NutriBox,NB-FR-002,0,109,109,98,98,100
2022-09-03,FR,Retail,NutriBox,NB-FR-002,0,132,132,129,129,151
2022-09-04,FR,Retail,NutriBox,NB-FR-002,0,156,156,165,163,150
2022-09-05,FR,Retail,NutriBox,NB-FR-002,0,133,133,154,136,166
2022-09-06,FR,Retail,NutriBox,NB-FR-002,0,122,122,109,118,94
2022-09-07,FR,Retail,NutriBox,NB-FR-002,0,137,137,131,128,126
2022-09-08,FR,Retail,NutriBox,NB-FR-002,0,161,161,142,162,161
2022-09-09,FR,Retail,NutriBox,NB-FR-002,0,110,110,125,125,99
2022-09-10,FR,Retail,NutriBox,NB-FR-002,0,118,118,123,114,133
2022-09-11,FR,Retail,NutriBox,NB-FR-002,0,120,120,128,108,154
2022-09-12,FR,Retail,NutriBox,NB-FR-002,0,137,137,116,106,103
2022-09-13,FR,Retail,NutriBox,NB-FR-002,0,160,160,163,171,173
2022-09-14,FR,Retail,NutriBox,NB-FR-002,0,111,111,128,107,120
2022-09-15,FR,Retail,NutriBox,NB-FR-002,0,112,112,110,107,107
2022-09-16,FR,Retail,NutriBox,NB-FR-002,0,150,150,165,157,153
2022-09-17,FR,Retail,NutriBox,NB-FR-002,0,175,175,173,155,186
2022-09-18,FR,Retail,NutriBox,NB-FR-002,0,115,115,147,132,137
2022-09-19,FR,Retail,NutriBox,NB-FR-002,0,80,80,110,118,94
2022-09-20,FR,Retail,NutriBox,NB-FR-002,0,140,140,143,136,147
2022-09-21,FR,Retail,NutriBox,NB-FR-002,0,141,141,145,146,140
2022-09-22,FR,Retail,NutriBox,NB-FR-002,0,98,98,94,96,99
2022-09-23,FR,Retail,NutriBox,NB-FR-002,0,123,123,139,154,130
2022-09-24,FR,Retail,NutriBox,NB-FR-002,0,141,141,176,171,171
2022-09-25,FR,Retail,NutriBox,NB-FR-002,0,83,83,104,88,91
2022-09-26,FR,Retail,NutriBox,NB-FR-002,0,181,181,163,166,157
2022-09-27,FR,Retail,NutriBox,NB-FR-002,0,146,146,150,170,179
2022-09-28,FR,Retail,NutriBox,NB-FR-002,0,117,117,137,113,129
2022-09-29,FR,Retail,NutriBox,NB-FR-002,0,144,144,139,126,144
2022-09-30,FR,Retail,NutriBox,NB-FR-002,1,173,173,178,186,196
2022-10-01,FR,Retail,NutriBox,NB-FR-002,1,253,253,221,237,248
2022-10-02,FR,Retail,NutriBox,NB-FR-002,0,174,174,171,169,180
2022-10-03,FR,Retail,NutriBox,NB-FR-002,0,108,108,103,95,97
2022-10-04,FR,Retail,NutriBox,NB-FR-002,0,102,102,98,108,110
2022-10-05,FR,Retail,NutriBox,NB-FR-002,0,66,66,66,71,73
2022-10-06,FR,Retail,NutriBox,NB-FR-002,0,129,129,142,122,137
2022-10-07,FR,Retail,NutriBox,NB-FR-002,0,67,67,59,62,68
2022-10-08,FR,Retail,NutriBox,NB-FR-002,0,160,160,154,144,152
2022-10-09,FR,Retail,NutriBox,NB-FR-002,0,128,128,136,116,135
2022-10-10,FR,Retail,NutriBox,NB-FR-002,0,125,125,118,126,120
2022-10-11,FR,Retail,NutriBox,NB-FR-002,0,135,135,150,124,164
2022-10-12,FR,Retail,NutriBox,NB-FR-002,0,121,121,128,135,113
2022-10-13,FR,Retail,NutriBox,NB-FR-002,0,162,162,164,141,156
2022-10-14,FR,Retail,NutriBox,NB-FR-002,0,192,192,177,179,207
2022-10-15,FR,Retail,NutriBox,NB-FR-002,1,225,225,207,225,228
2022-10-16,FR,Retail,NutriBox,NB-FR-002,0,103,103,99,103,112
2022-10-17,FR,Retail,NutriBox,NB-FR-002,0,149,149,159,157,152
2022-10-18,FR,Retail,NutriBox,NB-FR-002,0,106,106,115,95,106
2022-10-19,FR,Retail,NutriBox,NB-FR-002,0,146,146,129,163,130
2022-10-20,FR,Retail,NutriBox,NB-FR-002,0,122,122,130,118,130
2022-10-21,FR,Retail,NutriBox,NB-FR-002,0,159,159,173,183,189
2022-10-22,FR,Retail,NutriBox,NB-FR-002,0,179,179,142,135,153
2022-10-23,FR,Retail,NutriBox,NB-FR-002,0,129,129,144,158,153
2022-10-24,FR,Retail,NutriBox,NB-FR-002,0,134,134,140,124,137
2022-10-25,FR,Retail,NutriBox,NB-FR-002,0,86,86,94,81,89
2022-10-26,FR,Retail,NutriBox,NB-FR-002,0,156,156,160,127,128
2022-10-27,FR,Retail,NutriBox,NB-FR-002,0,143,143,141,143,137
2022-10-28,FR,Retail,NutriBox,NB-FR-002,0,150,150,189,187,188
2022-10-29,FR,Retail,NutriBox,NB-FR-002,0,105,105,99,94,88
2022-10-30,FR,Retail,NutriBox,NB-FR-002,0,126,126,117,122,141
2022-10-31,FR,Retail,NutriBox,NB-FR-002,0,138,138,128,111,131
2022-11-01,FR,Retail,NutriBox,NB-FR-002,0,107,107,123,132,118
2022-11-02,FR,Retail,NutriBox,NB-FR-002,0,211,211,211,204,200
2022-11-03,FR,Retail,NutriBox,NB-FR-002,0,147,147,153,133,154
2022-11-04,FR,Retail,NutriBox,NB-FR-002,0,156,156,170,162,137
2022-11-05,FR,Retail,NutriBox,NB-FR-002,0,144,144,138,139,168
2022-11-06,FR,Retail,NutriBox,NB-FR-002,0,170,170,155,154,190
2022-11-07,FR,Retail,NutriBox,NB-FR-002,0,189,189,180,183,205
2022-11-08,FR,Retail,NutriBox,NB-FR-002,0,230,230,252,231,215
2022-11-09,FR,Retail,NutriBox,NB-FR-002,0,192,192,183,171,163
2022-11-10,FR,Retail,NutriBox,NB-FR-002,0,148,148,143,163,142
2022-11-11,FR,Retail,NutriBox,NB-FR-002,0,183,183,164,205,162
2022-11-12,FR,Retail,NutriBox,NB-FR-002,0,224,224,211,213,194
2022-11-13,FR,Retail,NutriBox,NB-FR-002,0,171,171,172,161,161
2022-11-14,FR,Retail,NutriBox,NB-FR-002,0,205,205,201,188,202
2022-11-15,FR,Retail,NutriBox,NB-FR-002,0,179,179,171,189,154
2022-11-16,FR,Retail,NutriBox,NB-FR-002,0,212,212,221,213,241
2022-11-17,FR,Retail,NutriBox,NB-FR-002,0,191,191,169,175,194
2022-11-18,FR,Retail,NutriBox,NB-FR-002,0,226,226,217,263,247
2022-11-19,FR,Retail,NutriBox,NB-FR-002,0,201,201,217,177,241
2022-11-20,FR,Retail,NutriBox,NB-FR-002,0,151,151,137,149,150
2022-11-21,FR,Retail,NutriBox,NB-FR-002,0,159,159,175,165,164
2022-11-22,FR,Retail,NutriBox,NB-FR-002,0,140,140,139,158,151
2022-11-23,FR,Retail,NutriBox,NB-FR-002,1,258,258,273,235,259
2022-11-24,FR,Retail,NutriBox,NB-FR-002,0,275,275,275,304,277
2022-11-25,FR,Retail,NutriBox,NB-FR-002,0,191,191,170,167,172
2022-11-26,FR,Retail,NutriBox,NB-FR-002,1,188,188,204,206,214
2022-11-27,FR,Retail,NutriBox,NB-FR-002,0,225,225,217,207,180
2022-11-28,FR,Retail,NutriBox,NB-FR-002,0,145,145,149,133,142
2022-11-29,FR,Retail,NutriBox,NB-FR-002,0,164,164,143,144,189
2022-11-30,FR,Retail,NutriBox,NB-FR-002,0,191,191,164,197,139
2022-12-01,FR,Retail,NutriBox,NB-FR-002,0,167,167,185,180,193
2022-12-02,FR,Retail,NutriBox,NB-FR-002,0,237,237,250,195,255
2022-12-03,FR,Retail,NutriBox,NB-FR-002,0,193,193,176,167,187
2022-12-04,FR,Retail,NutriBox,NB-FR-002,0,149,149,128,132,148
2022-12-05,FR,Retail,NutriBox,NB-FR-002,0,170,170,176,208,165
2022-12-06,FR,Retail,NutriBox,NB-FR-002,0,147,147,153,153,173
2022-12-07,FR,Retail,NutriBox,NB-FR-002,0,124,124,134,134,144
2022-12-08,FR,Retail,NutriBox,NB-FR-002,0,172,172,193,192,183
2022-12-09,FR,Retail,NutriBox,NB-FR-002,0,166,166,163,141,182
2022-12-10,FR,Retail,NutriBox,NB-FR-002,0,203,203,167,156,208
2022-12-11,FR,Retail,NutriBox,NB-FR-002,0,246,246,223,253,210
2022-12-12,FR,Retail,NutriBox,NB-FR-002,0,181,181,211,191,175
2022-12-13,FR,Retail,NutriBox,NB-FR-002,0,182,182,171,164,162
2022-12-14,FR,Retail,NutriBox,NB-FR-002,0,184,184,202,224,257
2022-12-15,FR,Retail,NutriBox,NB-FR-002,0,159,159,155,142,152
2022-12-16,FR,Retail,NutriBox,NB-FR-002,0,202,202,196,185,179
2022-12-17,FR,Retail,NutriBox,NB-FR-002,0,184,184,203,194,233
2022-12-18,FR,Retail,NutriBox,NB-FR-002,0,122,122,104,107,117
2022-12-19,FR,Retail,NutriBox,NB-FR-002,0,183,183,150,149,180
2022-12-20,FR,Retail,NutriBox,NB-FR-002,0,197,197,191,171,194
2022-12-21,FR,Retail,NutriBox,NB-FR-002,0,203,203,208,184,200
2022-12-22,FR,Retail,NutriBox,NB-FR-002,0,161,161,158,160,159
2022-12-23,FR,Retail,NutriBox,NB-FR-002,0,237,237,228,246,247
2022-12-24,FR,Retail,NutriBox,NB-FR-002,0,100,100,98,88,87
2022-12-25,FR,Retail,NutriBox,NB-FR-002,0,221,221,187,195,171
2022-12-26,FR,Retail,NutriBox,NB-FR-002,0,163,163,146,129,169
2022-12-27,FR,Retail,NutriBox,NB-FR-002,0,177,177,163,139,192
2022-12-28,FR,Retail,NutriBox,NB-FR-002,0,180,180,180,181,215
2022-12-29,FR,Retail,NutriBox,NB-FR-002,0,169,169,169,165,150
2022-12-30,FR,Retail,NutriBox,NB-FR-002,0,162,162,180,152,174
2022-12-31,FR,Retail,NutriBox,NB-FR-002,0,224,224,209,235,217
2023-01-01,FR,Retail,NutriBox,NB-FR-002,0,102,102,106,102,117
2023-01-02,FR,Retail,NutriBox,NB-FR-002,0,93,93,94,79,93
2023-01-03,FR,Retail,NutriBox,NB-FR-002,0,149,149,152,141,181
2023-01-04,FR,Retail,NutriBox,NB-FR-002,1,234,234,209,211,206
2023-01-05,FR,Retail,NutriBox,NB-FR-002,1,184,184,190,195,200
2023-01-06,FR,Retail,NutriBox,NB-FR-002,0,159,159,128,117,118
2023-01-07,FR,Retail,NutriBox,NB-FR-002,0,149,149,147,148,185
2023-01-08,FR,Retail,NutriBox,NB-FR-002,0,176,176,184,159,129
2023-01-09,FR,Retail,NutriBox,NB-FR-002,0,152,152,166,161,197
2023-01-10,FR,Retail,NutriBox,NB-FR-002,0,156,156,152,157,156
2023-01-11,FR,Retail,NutriBox,NB-FR-002,1,255,255,214,237,215
2023-01-12,FR,Retail,NutriBox,NB-FR-002,0,135,135,133,156,123
2023-01-13,FR,Retail,NutriBox,NB-FR-002,0,147,147,140,146,160
2023-01-14,FR,Retail,NutriBox,NB-FR-002,0,145,145,143,135,121
2023-01-15,FR,Retail,NutriBox,NB-FR-002,0,170,170,163,164,161
2023-01-16,FR,Retail,NutriBox,NB-FR-002,0,152,152,128,96,126
2023-01-17,FR,Retail,NutriBox,NB-FR-002,1,220,220,208,233,232
2023-01-18,FR,Retail,NutriBox,NB-FR-002,1,172,172,183,186,169
2023-01-19,FR,Retail,NutriBox,NB-FR-002,0,142,142,148,169,145
2023-01-20,FR,Retail,NutriBox,NB-FR-002,0,94,94,109,111,107
2023-01-21,FR,Retail,NutriBox,NB-FR-002,0,102,102,110,102,122
2023-01-22,FR,Retail,NutriBox,NB-FR-002,0,145,145,162,148,172
2023-01-23,FR,Retail,NutriBox,NB-FR-002,0,112,112,122,111,136
2023-01-24,FR,Retail,NutriBox,NB-FR-002,0,90,90,92,94,109
2023-01-25,FR,Retail,NutriBox,NB-FR-002,0,125,125,142,141,151
2023-01-26,FR,Retail,NutriBox,NB-FR-002,0,136,136,157,148,144
2023-01-27,FR,Retail,NutriBox,NB-FR-002,0,138,138,124,125,142
2023-01-28,FR,Retail,NutriBox,NB-FR-002,1,244,244,256,248,209
2023-01-29,FR,Retail,NutriBox,NB-FR-002,0,133,133,160,167,175
2023-01-30,FR,Retail,NutriBox,NB-FR-002,0,88,88,96,103,89
2023-01-31,FR,Retail,NutriBox,NB-FR-002,0,122,122,144,132,144
2023-02-01,FR,Retail,NutriBox,NB-FR-002,0,139,139,145,141,150
2023-02-02,FR,Retail,NutriBox,NB-FR-002,0,159,159,169,150,177
2023-02-03,FR,Retail,NutriBox,NB-FR-002,0,159,159,173,165,192
2023-02-04,FR,Retail,NutriBox,NB-FR-002,0,154,154,166,142,179
2023-02-05,FR,Retail,NutriBox,NB-FR-002,0,119,119,127,125,114
2023-02-06,FR,Retail,NutriBox,NB-FR-002,1,247,247,247,238,245
2023-02-07,FR,Retail,NutriBox,NB-FR-002,0,133,133,168,154,186
2023-02-08,FR,Retail,NutriBox,NB-FR-002,0,129,129,128,106,130
2023-02-09,FR,Retail,NutriBox,NB-FR-002,0,188,188,193,201,271
2023-02-10,FR,Retail,NutriBox,NB-FR-002,0,152,152,134,132,132
2023-02-11,FR,Retail,NutriBox,NB-FR-002,0,110,110,128,123,141
2023-02-12,FR,Retail,NutriBox,NB-FR-002,0,113,113,114,127,123
2023-02-13,FR,Retail,NutriBox,NB-FR-002,0,156,156,131,148,151
2023-02-14,FR,Retail,NutriBox,NB-FR-002,0,129,129,133,152,154
2023-02-15,FR,Retail,NutriBox,NB-FR-002,0,95,95,123,105,109
2023-02-16,FR,Retail,NutriBox,NB-FR-002,0,154,154,140,131,141
2023-02-17,FR,Retail,NutriBox,NB-FR-002,0,110,110,128,117,129
2023-02-18,FR,Retail,NutriBox,NB-FR-002,0,163,163,166,141,176
2023-02-19,FR,Retail,NutriBox,NB-FR-002,0,135,135,135,125,125
2023-02-20,FR,Retail,NutriBox,NB-FR-002,0,149,149,151,135,171
2023-02-21,FR,Retail,NutriBox,NB-FR-002,0,142,142,146,132,137
2023-02-22,FR,Retail,NutriBox,NB-FR-002,0,95,95,100,98,118
2023-02-23,FR,Retail,NutriBox,NB-FR-002,0,171,171,177,191,168
2023-02-24,FR,Retail,NutriBox,NB-FR-002,0,83,83,104,127,111
2023-02-25,FR,Retail,NutriBox,NB-FR-002,0,145,145,154,169,150
2023-02-26,FR,Retail,NutriBox,NB-FR-002,0,187,187,175,192,172
2023-02-27,FR,Retail,NutriBox,NB-FR-002,0,150,150,151,149,169
2023-02-28,FR,Retail,NutriBox,NB-FR-002,0,126,126,133,126,143
2023-03-01,FR,Retail,NutriBox,NB-FR-002,0,102,102,117,93,128
2023-03-02,FR,Retail,NutriBox,NB-FR-002,0,59,59,75,59,65
2023-03-03,FR,Retail,NutriBox,NB-FR-002,0,152,152,152,148,152
2023-03-04,FR,Retail,NutriBox,NB-FR-002,0,173,173,168,134,142
2023-03-05,FR,Retail,NutriBox,NB-FR-002,1,232,232,236,232,262
2023-03-06,FR,Retail,NutriBox,NB-FR-002,0,148,148,148,154,134
2023-03-07,FR,Retail,NutriBox,NB-FR-002,0,95,95,104,97,119
2023-03-08,FR,Retail,NutriBox,NB-FR-002,0,146,146,135,131,109
2023-03-09,FR,Retail,NutriBox,NB-FR-002,0,132,132,145,135,130
2023-03-10,FR,Retail,NutriBox,NB-FR-002,0,178,178,154,167,196
2023-03-11,FR,Retail,NutriBox,NB-FR-002,0,119,119,139,117,114
2023-03-12,FR,Retail,NutriBox,NB-FR-002,0,130,130,119,121,135
2023-03-13,FR,Retail,NutriBox,NB-FR-002,0,157,157,167,154,218
2023-03-14,FR,Retail,NutriBox,NB-FR-002,1,183,183,150,143,177
2023-03-15,FR,Retail,NutriBox,NB-FR-002,0,100,100,98,104,110
2023-03-16,FR,Retail,NutriBox,NB-FR-002,0,152,152,141,110,152
2023-03-17,FR,Retail,NutriBox,NB-FR-002,0,148,148,139,146,144
