Date,Warehouse_ID,SKU,Inbound_Units,Outbound_Units,Coverage_Days,OOS_Flag,LeadTime_Signal_Days
2023-04-02,WH_12,ECOBIO1L,383,557,25,0,3
2023-04-03,WH_1,ECO100,377,601,22,0,8
2023-04-03,WH_1,ECO250,416,561,14,0,7
2023-04-03,WH_1,ECO500,388,103,25,0,11
2023-04-03,WH_1,ECOBIO1L,429,268,33,0,5
2023-04-03,WH_2,ECO100,88,250,32,0,2
2023-04-03,WH_2,ECO250,413,594,6,0,4
2023-04-03,WH_2,ECO500,150,560,11,0,7
2023-04-03,WH_2,ECOBIO1L,222,703,20,0,11
2023-04-03,WH_3,ECO100,12,556,11,0,8
2023-04-03,WH_3,ECO250,12,52,19,0,4
2023-04-03,WH_3,ECO500,234,204,19,0,6
2023-04-03,WH_3,ECOBIO1L,258,611,5,0,4
2023-04-03,WH_4,ECO100,209,787,28,0,4
2023-04-03,WH_4,ECO250,105,724,6,0,2
2023-04-03,WH_4,ECO500,119,598,2,0,10
2023-04-03,WH_4,ECOBIO1L,198,20,21,0,7
2023-04-03,WH_5,ECO100,216,672,38,0,5
2023-04-03,WH_5,ECO250,308,315,9,0,11
2023-04-03,WH_5,ECO500,227,481,28,0,7
2023-04-03,WH_5,ECOBIO1L,379,316,10,0,8
2023-04-03,WH_6,ECO100,165,273,17,0,9
2023-04-03,WH_6,ECO250,347,689,34,0,11
2023-04-03,WH_6,ECO500,357,598,18,0,11
2023-04-03,WH_6,ECOBIO1L,344,687,28,0,6
2023-04-03,WH_7,ECO100,446,260,38,0,5
2023-04-03,WH_7,ECO250,139,290,35,0,7
2023-04-03,WH_7,ECO500,9,393,30,0,4
2023-04-03,WH_7,ECOBIO1L,286,21,12,0,3
2023-04-03,WH_8,ECO100,9,489,27,0,3
2023-04-03,WH_8,ECO250,35,436,16,0,6
2023-04-03,WH_8,ECO500,35,697,34,1,10
2023-04-03,WH_8,ECOBIO1L,249,57,10,0,4
2023-04-03,WH_9,ECO100,228,509,13,0,3
2023-04-03,WH_9,ECO250,365,716,8,0,11
2023-04-03,WH_9,ECO500,371,626,4,0,5
2023-04-03,WH_9,ECOBIO1L,201,785,44,0,9
2023-04-03,WH_10,ECO100,66,296,5,0,9
2023-04-03,WH_10,ECO250,382,455,11,0,2
2023-04-03,WH_10,ECO500,375,33,28,0,9
2023-04-03,WH_10,ECOBIO1L,11,670,1,1,8
2023-04-03,WH_11,ECO100,232,738,4,0,4
2023-04-03,WH_11,ECO250,320,419,38,0,2
2023-04-03,WH_11,ECO500,485,747,37,0,8
2023-04-03,WH_11,ECOBIO1L,480,659,36,0,3
2023-04-03,WH_12,ECO100,152,155,28,0,8
2023-04-03,WH_12,ECO250,308,725,36,0,9
2023-04-03,WH_12,ECO500,267,138,8,0,11
2023-04-03,WH_12,ECOBIO1L,367,596,9,0,5
2023-04-04,WH_1,ECO100,61,653,5,0,4
2023-04-04,WH_1,ECO250,337,213,12,0,3
2023-04-04,WH_1,ECO500,332,505,31,0,10
2023-04-04,WH_1,ECOBIO1L,93,583,17,0,6
2023-04-04,WH_2,ECO100,375,799,6,0,7
2023-04-04,WH_2,ECO250,225,721,8,0,7
2023-04-04,WH_2,ECO500,102,555,16,0,5
2023-04-04,WH_2,ECOBIO1L,325,388,10,0,10
2023-04-04,WH_3,ECO100,84,469,23,0,2
2023-04-04,WH_3,ECO250,255,758,38,0,5
2023-04-04,WH_3,ECO500,493,336,36,0,5
2023-04-04,WH_3,ECOBIO1L,255,785,41,0,8
2023-04-04,WH_4,ECO100,161,796,4,0,4
2023-04-04,WH_4,ECO250,428,47,8,0,2
2023-04-04,WH_4,ECO500,315,780,18,0,5
2023-04-04,WH_4,ECOBIO1L,200,94,21,0,8
2023-04-04,WH_5,ECO100,218,49,24,0,3
2023-04-04,WH_5,ECO250,317,545,34,0,7
2023-04-04,WH_5,ECO500,267,630,36,0,3
2023-04-04,WH_5,ECOBIO1L,461,776,26,0,10
2023-04-04,WH_6,ECO100,143,605,29,0,11
2023-04-04,WH_6,ECO250,343,182,16,0,4
2023-04-04,WH_6,ECO500,197,23,37,1,11
2023-04-04,WH_6,ECOBIO1L,109,48,41,0,5
2023-04-04,WH_7,ECO100,4,586,32,0,6
2023-04-04,WH_7,ECO250,309,151,21,0,2
2023-04-04,WH_7,ECO500,392,588,11,1,3
2023-04-04,WH_7,ECOBIO1L,35,637,32,0,11
2023-04-04,WH_8,ECO100,393,187,24,0,4
2023-04-04,WH_8,ECO250,461,535,18,0,7
2023-04-04,WH_8,ECO500,370,136,21,0,11
2023-04-04,WH_8,ECOBIO1L,284,590,5,0,6
2023-04-04,WH_9,ECO100,319,206,36,0,4
2023-04-04,WH_9,ECO250,77,415,6,0,6
2023-04-04,WH_9,ECO500,213,775,17,0,2
2023-04-04,WH_9,ECOBIO1L,52,768,13,0,2
2023-04-04,WH_10,ECO100,284,474,39,0,4
2023-04-04,WH_10,ECO250,295,709,36,0,2
2023-04-04,WH_10,ECO500,14,478,36,0,7
2023-04-04,WH_10,ECOBIO1L,161,418,7,0,8
2023-04-04,WH_11,ECO100,463,457,33,0,8
2023-04-04,WH_11,ECO250,481,497,8,0,5
2023-04-04,WH_11,ECO500,345,104,28,0,4
2023-04-04,WH_11,ECOBIO1L,332,320,19,0,7
2023-04-04,WH_12,ECO100,302,51,26,0,7
2023-04-04,WH_12,ECO250,169,766,15,0,4
2023-04-04,WH_12,ECO500,226,573,30,0,8
2023-04-04,WH_12,ECOBIO1L,286,500,41,0,2
2023-04-05,WH_1,ECO100,11,746,15,0,3
2023-04-05,WH_1,ECO250,248,695,20,0,3
2023-04-05,WH_1,ECO500,395,655,36,0,2
2023-04-05,WH_1,ECOBIO1L,247,298,38,0,2
2023-04-05,WH_2,ECO100,287,696,32,0,10
2023-04-05,WH_2,ECO250,266,785,30,0,8
2023-04-05,WH_2,ECO500,130,449,9,0,6
2023-04-05,WH_2,ECOBIO1L,416,600,26,0,2
2023-04-05,WH_3,ECO100,482,175,24,0,3
2023-04-05,WH_3,ECO250,214,231,7,0,5
2023-04-05,WH_3,ECO500,68,254,42,0,6
2023-04-05,WH_3,ECOBIO1L,85,750,28,0,9
2023-04-05,WH_4,ECO100,381,734,27,0,2
2023-04-05,WH_4,ECO250,199,123,20,0,5
2023-04-05,WH_4,ECO500,263,71,18,0,9
2023-04-05,WH_4,ECOBIO1L,37,492,32,0,3
2023-04-05,WH_5,ECO100,94,135,38,0,3
2023-04-05,WH_5,ECO250,479,179,3,0,7
2023-04-05,WH_5,ECO500,255,96,28,0,9
2023-04-05,WH_5,ECOBIO1L,187,771,22,0,9
2023-04-05,WH_6,ECO100,266,796,10,0,5
2023-04-05,WH_6,ECO250,249,67,38,0,10
2023-04-05,WH_6,ECO500,223,455,24,0,11
2023-04-05,WH_6,ECOBIO1L,352,660,12,0,3
2023-04-05,WH_7,ECO100,127,152,4,0,7
2023-04-05,WH_7,ECO250,429,548,4,0,4
2023-04-05,WH_7,ECO500,401,174,4,0,6
2023-04-05,WH_7,ECOBIO1L,147,663,14,0,9
2023-04-05,WH_8,ECO100,455,493,34,0,4
2023-04-05,WH_8,ECO250,440,487,39,0,9
2023-04-05,WH_8,ECO500,105,301,40,0,5
2023-04-05,WH_8,ECOBIO1L,448,569,10,0,4
2023-04-05,WH_9,ECO100,252,746,11,0,6
2023-04-05,WH_9,ECO250,101,317,1,0,11
2023-04-05,WH_9,ECO500,6,331,35,0,5
2023-04-05,WH_9,ECOBIO1L,103,788,12,0,3
2023-04-05,WH_10,ECO100,159,232,27,1,3
2023-04-05,WH_10,ECO250,217,614,26,0,10
2023-04-05,WH_10,ECO500,464,186,29,0,5
2023-04-05,WH_10,ECOBIO1L,5,223,38,0,10
2023-04-05,WH_11,ECO100,56,669,12,0,5
2023-04-05,WH_11,ECO250,322,553,26,0,11
2023-04-05,WH_11,ECO500,444,749,14,0,5
2023-04-05,WH_11,ECOBIO1L,333,749,5,0,7
2023-04-05,WH_12,ECO100,180,519,31,0,10
2023-04-05,WH_12,ECO250,437,756,20,0,8
2023-04-05,WH_12,ECO500,370,729,23,0,2
2023-04-05,WH_12,ECOBIO1L,409,199,11,0,6
2023-04-06,WH_1,ECO100,409,119,16,0,9
2023-04-06,WH_1,ECO250,249,152,20,1,11
2023-04-06,WH_1,ECO500,67,464,6,0,4
2023-04-06,WH_1,ECOBIO1L,368,291,17,0,3
2023-04-06,WH_2,ECO100,445,145,43,1,3
2023-04-06,WH_2,ECO250,56,88,32,0,4
2023-04-06,WH_2,ECO500,327,334,34,0,2
2023-04-06,WH_2,ECOBIO1L,69,598,11,0,8
2023-04-06,WH_3,ECO100,307,727,9,0,8
2023-04-06,WH_3,ECO250,128,301,8,0,10
2023-04-06,WH_3,ECO500,46,110,34,0,5
2023-04-06,WH_3,ECOBIO1L,449,168,39,0,9
2023-04-06,WH_4,ECO100,490,308,32,0,9
2023-04-06,WH_4,ECO250,306,271,35,0,8
2023-04-06,WH_4,ECO500,336,593,30,0,11
2023-04-06,WH_4,ECOBIO1L,105,133,19,0,11
2023-04-06,WH_5,ECO100,439,766,7,0,3
2023-04-06,WH_5,ECO250,474,403,5,0,2
2023-04-06,WH_5,ECO500,484,657,34,0,4
2023-04-06,WH_5,ECOBIO1L,87,172,11,0,9
2023-04-06,WH_6,ECO100,304,564,11,0,7
2023-04-06,WH_6,ECO250,139,712,1,0,6
2023-04-06,WH_6,ECO500,102,188,9,0,8
2023-04-06,WH_6,ECOBIO1L,405,747,17,0,11
2023-04-06,WH_7,ECO100,16,485,16,0,11
2023-04-06,WH_7,ECO250,28,231,4,0,11
2023-04-06,WH_7,ECO500,305,219,28,0,8
2023-04-06,WH_7,ECOBIO1L,283,365,5,0,2
2023-04-06,WH_8,ECO100,7,430,37,1,6
2023-04-06,WH_8,ECO250,204,441,39,0,9
2023-04-06,WH_8,ECO500,322,654,3,0,10
2023-04-06,WH_8,ECOBIO1L,398,425,33,0,5
2023-04-06,WH_9,ECO100,277,506,35,0,2
2023-04-06,WH_9,ECO250,183,595,11,0,7
2023-04-06,WH_9,ECO500,16,298,40,0,6
2023-04-06,WH_9,ECOBIO1L,358,317,6,0,2
2023-04-06,WH_10,ECO100,20,151,24,0,3
2023-04-06,WH_10,ECO250,348,178,37,0,8
2023-04-06,WH_10,ECO500,191,394,6,0,3
2023-04-06,WH_10,ECOBIO1L,496,374,29,0,5
2023-04-06,WH_11,ECO100,266,574,34,0,4
2023-04-06,WH_11,ECO250,396,547,33,0,10
2023-04-06,WH_11,ECO500,141,690,4,0,10
2023-04-06,WH_11,ECOBIO1L,387,125,21,0,10
2023-04-06,WH_12,ECO100,288,271,3,0,9
2023-04-06,WH_12,ECO250,312,701,40,0,4
2023-04-06,WH_12,ECO500,329,676,30,1,8
2023-04-06,WH_12,ECOBIO1L,313,307,18,0,6
2023-04-07,WH_1,ECO100,374,321,14,1,9
2023-04-07,WH_1,ECO250,491,522,40,0,7
2023-04-07,WH_1,ECO500,76,110,41,0,5
2023-04-07,WH_1,ECOBIO1L,325,498,26,0,4
2023-04-07,WH_2,ECO100,62,297,32,1,8
2023-04-07,WH_2,ECO250,211,293,39,0,6
2023-04-07,WH_2,ECO500,490,422,42,1,2
2023-04-07,WH_2,ECOBIO1L,197,657,43,0,11
2023-04-07,WH_3,ECO100,477,642,5,0,4
2023-04-07,WH_3,ECO250,385,579,29,0,2
2023-04-07,WH_3,ECO500,359,138,32,0,7
2023-04-07,WH_3,ECOBIO1L,212,566,15,0,10
2023-04-07,WH_4,ECO100,188,137,10,0,10
2023-04-07,WH_4,ECO250,199,610,12,0,7
2023-04-07,WH_4,ECO500,386,667,29,0,6
2023-04-07,WH_4,ECOBIO1L,354,534,35,0,6
2023-04-07,WH_5,ECO100,57,560,44,0,4
2023-04-07,WH_5,ECO250,74,235,27,0,4
2023-04-07,WH_5,ECO500,47,373,19,0,11
2023-04-07,WH_5,ECOBIO1L,377,254,36,0,4
2023-04-07,WH_6,ECO100,285,542,2,0,9
2023-04-07,WH_6,ECO250,332,623,14,0,11
2023-04-07,WH_6,ECO500,314,683,42,0,5
2023-04-07,WH_6,ECOBIO1L,370,565,14,0,4
2023-04-07,WH_7,ECO100,470,692,28,0,6
2023-04-07,WH_7,ECO250,446,588,23,0,4
2023-04-07,WH_7,ECO500,136,493,41,0,7
2023-04-07,WH_7,ECOBIO1L,385,426,39,0,4
2023-04-07,WH_8,ECO100,365,660,6,0,6
2023-04-07,WH_8,ECO250,67,486,36,0,9
2023-04-07,WH_8,ECO500,360,324,15,0,4
2023-04-07,WH_8,ECOBIO1L,55,144,44,0,10
2023-04-07,WH_9,ECO100,424,242,39,0,3
2023-04-07,WH_9,ECO250,350,712,3,0,5
2023-04-07,WH_9,ECO500,469,72,25,0,9
2023-04-07,WH_9,ECOBIO1L,38,641,15,0,3
2023-04-07,WH_10,ECO100,455,586,22,0,9
2023-04-07,WH_10,ECO250,205,251,14,0,4
2023-04-07,WH_10,ECO500,137,534,19,0,11
2023-04-07,WH_10,ECOBIO1L,286,617,42,0,11
2023-04-07,WH_11,ECO100,108,747,4,0,9
2023-04-07,WH_11,ECO250,283,300,13,0,7
2023-04-07,WH_11,ECO500,98,611,26,0,7
2023-04-07,WH_11,ECOBIO1L,35,129,39,0,8
2023-04-07,WH_12,ECO100,446,302,41,0,3
2023-04-07,WH_12,ECO250,491,617,36,0,3
2023-04-07,WH_12,ECO500,480,67,16,0,3
2023-04-07,WH_12,ECOBIO1L,87,426,27,0,6
2023-04-08,WH_1,ECO100,477,637,44,0,7
2023-04-08,WH_1,ECO250,104,690,1,0,4
2023-04-08,WH_1,ECO500,483,465,12,0,10
2023-04-08,WH_1,ECOBIO1L,10,564,37,0,9
2023-04-08,WH_2,ECO100,78,637,7,0,7
2023-04-08,WH_2,ECO250,260,505,42,0,5
2023-04-08,WH_2,ECO500,379,370,26,0,8
2023-04-08,WH_2,ECOBIO1L,71,40,31,0,3
2023-04-08,WH_3,ECO100,184,162,24,0,8
2023-04-08,WH_3,ECO250,274,696,22,0,3
2023-04-08,WH_3,ECO500,429,219,38,0,2
2023-04-08,WH_3,ECOBIO1L,74,92,3,1,3
2023-04-08,WH_4,ECO100,364,382,42,0,5
2023-04-08,WH_4,ECO250,265,137,4,0,4
2023-04-08,WH_4,ECO500,424,46,16,0,11
2023-04-08,WH_4,ECOBIO1L,486,392,22,0,11
2023-04-08,WH_5,ECO100,288,200,43,0,4
2023-04-08,WH_5,ECO250,200,29,12,0,5
2023-04-08,WH_5,ECO500,16,598,17,0,6
2023-04-08,WH_5,ECOBIO1L,459,151,35,1,6
2023-04-08,WH_6,ECO100,406,73,9,0,8
2023-04-08,WH_6,ECO250,426,79,18,0,6
2023-04-08,WH_6,ECO500,157,328,19,0,2
2023-04-08,WH_6,ECOBIO1L,1,759,8,0,11
2023-04-08,WH_7,ECO100,354,675,34,0,4
2023-04-08,WH_7,ECO250,364,525,19,0,5
2023-04-08,WH_7,ECO500,349,271,24,0,6
2023-04-08,WH_7,ECOBIO1L,224,486,27,0,2
2023-04-08,WH_8,ECO100,417,338,24,0,7
2023-04-08,WH_8,ECO250,381,495,3,0,11
2023-04-08,WH_8,ECO500,160,74,23,0,7
2023-04-08,WH_8,ECOBIO1L,267,12,21,0,3
2023-04-08,WH_9,ECO100,423,241,41,0,10
2023-04-08,WH_9,ECO250,171,736,22,0,7
2023-04-08,WH_9,ECO500,465,211,38,0,11
2023-04-08,WH_9,ECOBIO1L,402,540,24,0,5
2023-04-08,WH_10,ECO100,219,459,36,0,5
2023-04-08,WH_10,ECO250,226,531,38,0,8
2023-04-08,WH_10,ECO500,245,117,8,0,2
2023-04-08,WH_10,ECOBIO1L,353,705,39,0,9
2023-04-08,WH_11,ECO100,110,78,23,0,2
2023-04-08,WH_11,ECO250,337,310,7,0,5
2023-04-08,WH_11,ECO500,334,757,42,0,11
2023-04-08,WH_11,ECOBIO1L,432,493,35,1,8
2023-04-08,WH_12,ECO100,472,425,38,0,11
2023-04-08,WH_12,ECO250,387,501,20,0,5
2023-04-08,WH_12,ECO500,259,248,25,0,11
2023-04-08,WH_12,ECOBIO1L,486,206,16,0,3
2023-04-09,WH_1,ECO100,416,263,10,0,4
2023-04-09,WH_1,ECO250,249,640,20,0,4
2023-04-09,WH_1,ECO500,88,729,15,1,2
2023-04-09,WH_1,ECOBIO1L,235,208,6,0,3
2023-04-09,WH_2,ECO100,327,43,21,1,7
2023-04-09,WH_2,ECO250,412,558,18,1,8
2023-04-09,WH_2,ECO500,374,679,4,0,3
2023-04-09,WH_2,ECOBIO1L,249,83,41,0,3
2023-04-09,WH_3,ECO100,311,278,30,0,8
2023-04-09,WH_3,ECO250,305,638,18,1,2
2023-04-09,WH_3,ECO500,38,281,39,1,7
2023-04-09,WH_3,ECOBIO1L,279,205,17,0,2
2023-04-09,WH_4,ECO100,7,638,39,0,4
2023-04-09,WH_4,ECO250,167,260,13,0,7
2023-04-09,WH_4,ECO500,196,65,25,0,6
2023-04-09,WH_4,ECOBIO1L,173,398,32,0,10
2023-04-09,WH_5,ECO100,366,570,44,0,3
2023-04-09,WH_5,ECO250,267,582,33,0,4
2023-04-09,WH_5,ECO500,467,113,11,0,4
2023-04-09,WH_5,ECOBIO1L,92,478,33,0,5
2023-04-09,WH_6,ECO100,49,131,37,0,7
2023-04-09,WH_6,ECO250,237,67,29,0,6
2023-04-09,WH_6,ECO500,214,434,40,0,8
2023-04-09,WH_6,ECOBIO1L,490,596,16,0,6
2023-04-09,WH_7,ECO100,483,58,10,0,11
2023-04-09,WH_7,ECO250,297,127,25,0,8
2023-04-09,WH_7,ECO500,436,489,20,0,4
2023-04-09,WH_7,ECOBIO1L,110,187,42,0,9
2023-04-09,WH_8,ECO100,486,778,28,0,10
2023-04-09,WH_8,ECO250,3,247,17,0,6
2023-04-09,WH_8,ECO500,465,62,3,1,10
2023-04-09,WH_8,ECOBIO1L,268,608,28,0,5
2023-04-09,WH_9,ECO100,9,356,32,0,2
2023-04-09,WH_9,ECO250,181,132,31,0,10
2023-04-09,WH_9,ECO500,127,144,35,0,10
2023-04-09,WH_9,ECOBIO1L,462,282,25,1,5
2023-04-09,WH_10,ECO100,344,537,21,0,11
2023-04-09,WH_10,ECO250,73,381,29,1,7
2023-04-09,WH_10,ECO500,406,556,22,0,5
2023-04-09,WH_10,ECOBIO1L,193,786,27,0,11
2023-04-09,WH_11,ECO100,379,489,22,0,6
2023-04-09,WH_11,ECO250,247,56,25,1,4
2023-04-09,WH_11,ECO500,218,682,32,0,6
2023-04-09,WH_11,ECOBIO1L,124,106,44,0,8
2023-04-09,WH_12,ECO100,251,755,30,0,4
2023-04-09,WH_12,ECO250,21,119,26,0,9
2023-04-09,WH_12,ECO500,137,46,13,0,2
2023-04-09,WH_12,ECOBIO1L,184,415,13,1,8
2023-04-10,WH_1,ECO100,270,699,6,0,5
2023-04-10,WH_1,ECO250,293,305,12,0,5
2023-04-10,WH_1,ECO500,77,654,23,0,6
2023-04-10,WH_1,ECOBIO1L,108,647,34,0,8
2023-04-10,WH_2,ECO100,404,84,33,0,3
2023-04-10,WH_2,ECO250,191,782,16,0,4
2023-04-10,WH_2,ECO500,424,644,34,0,6
2023-04-10,WH_2,ECOBIO1L,445,630,10,1,11
2023-04-10,WH_3,ECO100,267,246,8,0,5
2023-04-10,WH_3,ECO250,156,668,28,0,7
2023-04-10,WH_3,ECO500,327,281,29,0,10
2023-04-10,WH_3,ECOBIO1L,264,120,8,0,9
2023-04-10,WH_4,ECO100,443,428,34,0,2
2023-04-10,WH_4,ECO250,465,793,26,0,11
2023-04-10,WH_4,ECO500,418,512,3,0,7
2023-04-10,WH_4,ECOBIO1L,377,131,19,1,9
2023-04-10,WH_5,ECO100,451,510,34,1,4
2023-04-10,WH_5,ECO250,205,551,13,0,3
2023-04-10,WH_5,ECO500,473,662,3,0,4
2023-04-10,WH_5,ECOBIO1L,435,428,37,0,7
2023-04-10,WH_6,ECO100,375,467,22,0,5
2023-04-10,WH_6,ECO250,15,139,4,0,11
2023-04-10,WH_6,ECO500,327,785,39,0,10
2023-04-10,WH_6,ECOBIO1L,238,410,44,0,6
2023-04-10,WH_7,ECO100,419,437,37,0,3
2023-04-10,WH_7,ECO250,24,519,10,0,3
2023-04-10,WH_7,ECO500,96,760,23,0,6
2023-04-10,WH_7,ECOBIO1L,297,789,27,0,4
2023-04-10,WH_8,ECO100,324,51,29,0,8
2023-04-10,WH_8,ECO250,193,469,33,0,5
2023-04-10,WH_8,ECO500,490,37,36,1,4
2023-04-10,WH_8,ECOBIO1L,332,423,1,0,4
2023-04-10,WH_9,ECO100,340,197,17,0,11
2023-04-10,WH_9,ECO250,160,637,11,0,4
2023-04-10,WH_9,ECO500,154,492,12,0,9
2023-04-10,WH_9,ECOBIO1L,330,739,13,0,8
2023-04-10,WH_10,ECO100,313,67,37,0,3
2023-04-10,WH_10,ECO250,443,480,16,0,6
2023-04-10,WH_10,ECO500,143,129,27,0,6
2023-04-10,WH_10,ECOBIO1L,452,152,37,0,3
2023-04-10,WH_11,ECO100,313,720,10,0,7
2023-04-10,WH_11,ECO250,167,626,14,1,4
2023-04-10,WH_11,ECO500,483,555,26,0,5
2023-04-10,WH_11,ECOBIO1L,139,135,16,0,2
2023-04-10,WH_12,ECO100,446,397,22,0,9
2023-04-10,WH_12,ECO250,447,736,3,0,5
2023-04-10,WH_12,ECO500,70,289,34,0,10
2023-04-10,WH_12,ECOBIO1L,486,686,12,0,6
2023-04-11,WH_1,ECO100,335,798,20,0,7
2023-04-11,WH_1,ECO250,94,257,17,0,5
2023-04-11,WH_1,ECO500,264,179,16,0,5
2023-04-11,WH_1,ECOBIO1L,81,654,32,0,9
2023-04-11,WH_2,ECO100,449,505,32,0,8
2023-04-11,WH_2,ECO250,465,234,15,0,5
2023-04-11,WH_2,ECO500,63,44,38,0,2
2023-04-11,WH_2,ECOBIO1L,391,12,7,0,3
2023-04-11,WH_3,ECO100,50,111,20,0,8
2023-04-11,WH_3,ECO250,217,318,7,0,7
2023-04-11,WH_3,ECO500,229,627,17,0,9
2023-04-11,WH_3,ECOBIO1L,187,791,21,0,6
2023-04-11,WH_4,ECO100,493,575,43,0,2
2023-04-11,WH_4,ECO250,92,129,34,0,8
2023-04-11,WH_4,ECO500,462,324,33,0,11
2023-04-11,WH_4,ECOBIO1L,79,94,44,0,6
2023-04-11,WH_5,ECO100,198,749,3,0,5
2023-04-11,WH_5,ECO250,363,86,31,0,9
2023-04-11,WH_5,ECO500,391,142,33,0,9
2023-04-11,WH_5,ECOBIO1L,147,50,7,0,11
2023-04-11,WH_6,ECO100,432,384,34,0,8
2023-04-11,WH_6,ECO250,238,408,15,0,7
2023-04-11,WH_6,ECO500,409,87,22,0,10
2023-04-11,WH_6,ECOBIO1L,358,148,3,0,6
2023-04-11,WH_7,ECO100,12,710,27,0,11
2023-04-11,WH_7,ECO250,147,190,27,0,11
2023-04-11,WH_7,ECO500,197,440,16,0,2
2023-04-11,WH_7,ECOBIO1L,325,207,2,1,6
2023-04-11,WH_8,ECO100,255,743,11,0,8
2023-04-11,WH_8,ECO250,258,674,13,0,11
2023-04-11,WH_8,ECO500,150,596,15,0,7
2023-04-11,WH_8,ECOBIO1L,106,87,12,0,10
2023-04-11,WH_9,ECO100,147,788,17,1,11
2023-04-11,WH_9,ECO250,57,273,38,0,11
2023-04-11,WH_9,ECO500,262,501,42,0,2
2023-04-11,WH_9,ECOBIO1L,29,162,43,0,5
2023-04-11,WH_10,ECO100,297,794,17,0,7
2023-04-11,WH_10,ECO250,271,672,3,0,7
2023-04-11,WH_10,ECO500,27,313,3,0,3
2023-04-11,WH_10,ECOBIO1L,428,25,10,0,4
2023-04-11,WH_11,ECO100,339,772,40,0,10
2023-04-11,WH_11,ECO250,134,362,18,0,6
2023-04-11,WH_11,ECO500,126,242,13,0,2
2023-04-11,WH_11,ECOBIO1L,456,520,3,0,11
2023-04-11,WH_12,ECO100,49,674,24,1,11
2023-04-11,WH_12,ECO250,469,421,13,0,8
2023-04-11,WH_12,ECO500,227,751,42,0,7
2023-04-11,WH_12,ECOBIO1L,431,291,36,1,9
2023-04-12,WH_1,ECO100,460,57,28,0,6
2023-04-12,WH_1,ECO250,276,649,3,1,7
2023-04-12,WH_1,ECO500,275,276,44,0,9
2023-04-12,WH_1,ECOBIO1L,339,621,40,0,8
2023-04-12,WH_2,ECO100,332,282,29,0,3
2023-04-12,WH_2,ECO250,465,785,39,1,5
2023-04-12,WH_2,ECO500,185,497,25,0,3
2023-04-12,WH_2,ECOBIO1L,444,648,6,0,5
2023-04-12,WH_3,ECO100,344,656,39,0,10
2023-04-12,WH_3,ECO250,90,229,25,0,11
2023-04-12,WH_3,ECO500,371,547,36,0,7
2023-04-12,WH_3,ECOBIO1L,122,347,10,0,6
2023-04-12,WH_4,ECO100,80,528,7,1,11
2023-04-12,WH_4,ECO250,18,652,38,0,7
2023-04-12,WH_4,ECO500,270,207,36,0,2
2023-04-12,WH_4,ECOBIO1L,210,610,35,0,4
2023-04-12,WH_5,ECO100,307,292,42,0,6
2023-04-12,WH_5,ECO250,405,547,44,0,9
2023-04-12,WH_5,ECO500,446,84,27,0,6
2023-04-12,WH_5,ECOBIO1L,426,735,10,0,7
2023-04-12,WH_6,ECO100,317,304,39,0,6
2023-04-12,WH_6,ECO250,371,533,38,0,10
2023-04-12,WH_6,ECO500,383,344,21,0,10
2023-04-12,WH_6,ECOBIO1L,17,338,11,0,10
2023-04-12,WH_7,ECO100,76,383,40,0,6
2023-04-12,WH_7,ECO250,438,535,37,0,9
2023-04-12,WH_7,ECO500,481,46,29,1,4
2023-04-12,WH_7,ECOBIO1L,82,376,38,0,10
2023-04-12,WH_8,ECO100,158,168,32,1,10
2023-04-12,WH_8,ECO250,126,451,27,0,6
2023-04-12,WH_8,ECO500,298,339,32,0,4
2023-04-12,WH_8,ECOBIO1L,167,392,30,0,9
2023-04-12,WH_9,ECO100,497,138,24,0,7
2023-04-12,WH_9,ECO250,297,642,17,0,8
2023-04-12,WH_9,ECO500,393,602,30,0,5
2023-04-12,WH_9,ECOBIO1L,316,415,14,0,2
2023-04-12,WH_10,ECO100,473,781,14,0,9
2023-04-12,WH_10,ECO250,448,79,19,0,7
2023-04-12,WH_10,ECO500,139,64,2,0,3
2023-04-12,WH_10,ECOBIO1L,201,759,7,0,7
2023-04-12,WH_11,ECO100,99,54,38,0,6
2023-04-12,WH_11,ECO250,301,64,30,0,3
2023-04-12,WH_11,ECO500,389,724,16,0,2
2023-04-12,WH_11,ECOBIO1L,352,381,8,0,5
2023-04-12,WH_12,ECO100,225,335,23,0,9
2023-04-12,WH_12,ECO250,429,448,20,0,6
2023-04-12,WH_12,ECO500,85,243,33,0,5
2023-04-12,WH_12,ECOBIO1L,383,747,19,0,8
2023-04-13,WH_1,ECO100,349,126,23,0,7
2023-04-13,WH_1,ECO250,10,131,13,0,7
2023-04-13,WH_1,ECO500,201,456,32,0,7
2023-04-13,WH_1,ECOBIO1L,421,75,3,1,11
2023-04-13,WH_2,ECO100,233,493,11,0,2
2023-04-13,WH_2,ECO250,306,554,8,0,4
2023-04-13,WH_2,ECO500,292,195,40,0,9
2023-04-13,WH_2,ECOBIO1L,461,555,21,0,10
2023-04-13,WH_3,ECO100,195,623,26,0,5
2023-04-13,WH_3,ECO250,495,108,30,0,3
2023-04-13,WH_3,ECO500,347,72,12,0,4
2023-04-13,WH_3,ECOBIO1L,287,664,2,0,2
2023-04-13,WH_4,ECO100,370,416,15,0,4
2023-04-13,WH_4,ECO250,319,263,40,0,5
2023-04-13,WH_4,ECO500,43,154,23,0,5
2023-04-13,WH_4,ECOBIO1L,345,250,7,0,9
