Week,Country,Channel,SKU,Units
2022-04-25,KE,Ecom,FB-INT-015,0
2022-05-02,KE,Ecom,FB-INT-015,0
2022-05-09,KE,Ecom,FB-INT-015,0
2022-05-16,KE,Ecom,FB-INT-015,0
2022-05-23,KE,Ecom,FB-INT-015,0
2022-05-30,KE,Ecom,FB-INT-015,0
2022-06-06,KE,Ecom,FB-INT-015,13
2022-06-13,KE,Ecom,FB-INT-015,0
2022-06-20,KE,Ecom,FB-INT-015,0
2022-06-27,KE,Ecom,FB-INT-015,0
2022-07-04,KE,Ecom,FB-INT-015,0
2022-07-11,KE,Ecom,FB-INT-015,0
2022-07-18,KE,Ecom,FB-INT-015,0
2022-07-25,KE,Ecom,FB-INT-015,9
2022-08-01,KE,Ecom,FB-INT-015,11
2022-08-08,KE,Ecom,FB-INT-015,0
2022-08-15,KE,Ecom,FB-INT-015,0
2022-08-22,KE,Ecom,FB-INT-015,0
2022-08-29,KE,Ecom,FB-INT-015,0
2022-09-05,KE,Ecom,FB-INT-015,8
2022-09-12,KE,Ecom,FB-INT-015,0
2022-09-19,KE,Ecom,FB-INT-015,0
2022-09-26,KE,Ecom,FB-INT-015,0
2022-10-03,KE,Ecom,FB-INT-015,0
2022-10-10,KE,Ecom,FB-INT-015,7
2022-10-17,KE,Ecom,FB-INT-015,13
2022-10-24,KE,Ecom,FB-INT-015,0
2022-10-31,KE,Ecom,FB-INT-015,0
2022-11-07,KE,Ecom,FB-INT-015,0
2022-11-14,KE,Ecom,FB-INT-015,0
2022-11-21,KE,Ecom,FB-INT-015,0
2022-11-28,KE,Ecom,FB-INT-015,0
2022-12-05,KE,Ecom,FB-INT-015,0
2022-12-12,KE,Ecom,FB-INT-015,0
2022-12-19,KE,Ecom,FB-INT-015,0
2022-12-26,KE,Ecom,FB-INT-015,0
2023-01-02,KE,Ecom,FB-INT-015,0
2023-01-09,KE,Ecom,FB-INT-015,0
2023-01-16,KE,Ecom,FB-INT-015,0
2023-01-23,KE,Ecom,FB-INT-015,0
2023-01-30,KE,Ecom,FB-INT-015,0
2023-02-06,KE,Ecom,FB-INT-015,13
2023-02-13,KE,Ecom,FB-INT-015,0
2023-02-20,KE,Ecom,FB-INT-015,0
2023-02-27,KE,Ecom,FB-INT-015,14
2023-03-06,KE,Ecom,FB-INT-015,0
2023-03-13,KE,Ecom,FB-INT-015,0
2023-03-20,KE,Ecom,FB-INT-015,0
2023-03-27,KE,Ecom,FB-INT-015,0
2023-04-03,KE,Ecom,FB-INT-015,0
2023-04-10,KE,Ecom,FB-INT-015,0
2023-04-17,KE,Ecom,FB-INT-015,0
2023-04-24,KE,Ecom,FB-INT-015,0
2023-05-01,KE,Ecom,FB-INT-015,0
2023-05-08,KE,Ecom,FB-INT-015,0
2023-05-15,KE,Ecom,FB-INT-015,0
2023-05-22,KE,Ecom,FB-INT-015,0
2023-05-29,KE,Ecom,FB-INT-015,0
2023-06-05,KE,Ecom,FB-INT-015,0
2023-06-12,KE,Ecom,FB-INT-015,0
2023-06-19,KE,Ecom,FB-INT-015,0
2023-06-26,KE,Ecom,FB-INT-015,0
2023-07-03,KE,Ecom,FB-INT-015,8
2023-07-10,KE,Ecom,FB-INT-015,0
2023-07-17,KE,Ecom,FB-INT-015,0
2023-07-24,KE,Ecom,FB-INT-015,0
2023-07-31,KE,Ecom,FB-INT-015,0
2023-08-07,KE,Ecom,FB-INT-015,0
2023-08-14,KE,Ecom,FB-INT-015,0
2023-08-21,KE,Ecom,FB-INT-015,0
2023-08-28,KE,Ecom,FB-INT-015,12
2023-09-04,KE,Ecom,FB-INT-015,0
2023-09-11,KE,Ecom,FB-INT-015,0
2023-09-18,KE,Ecom,FB-INT-015,0
2023-09-25,KE,Ecom,FB-INT-015,0
2023-10-02,KE,Ecom,FB-INT-015,0
2023-10-09,KE,Ecom,FB-INT-015,0
2023-10-16,KE,Ecom,FB-INT-015,0
2023-10-23,KE,Ecom,FB-INT-015,0
2023-10-30,KE,Ecom,FB-INT-015,0
2023-11-06,KE,Ecom,FB-INT-015,0
2023-11-13,KE,Ecom,FB-INT-015,0
2023-11-20,KE,Ecom,FB-INT-015,0
2023-11-27,KE,Ecom,FB-INT-015,0
2023-12-04,KE,Ecom,FB-INT-015,8
2023-12-11,KE,Ecom,FB-INT-015,0
2023-12-18,KE,Ecom,FB-INT-015,12
2023-12-25,KE,Ecom,FB-INT-015,0
2024-01-01,KE,Ecom,FB-INT-015,0
2024-01-08,KE,Ecom,FB-INT-015,0
2024-01-15,KE,Ecom,FB-INT-015,0
2024-01-22,KE,Ecom,FB-INT-015,0
2024-01-29,KE,Ecom,FB-INT-015,0
2024-02-05,KE,Ecom,FB-INT-015,0
2024-02-12,KE,Ecom,FB-INT-015,0
2024-02-19,KE,Ecom,FB-INT-015,0
2024-02-26,KE,Ecom,FB-INT-015,9
2024-03-04,KE,Ecom,FB-INT-015,0
2024-03-11,KE,Ecom,FB-INT-015,0
2024-03-18,KE,Ecom,FB-INT-015,0
2024-03-25,KE,Ecom,FB-INT-015,0
2024-04-01,KE,Ecom,FB-INT-015,7
2024-04-08,KE,Ecom,FB-INT-015,14
2024-04-15,KE,Ecom,FB-INT-015,0
2024-04-22,KE,Ecom,FB-INT-015,9
2024-04-29,KE,Ecom,FB-INT-015,0
2024-05-06,KE,Ecom,FB-INT-015,0
2024-05-13,KE,Ecom,FB-INT-015,0
2024-05-20,KE,Ecom,FB-INT-015,0
2024-05-27,KE,Ecom,FB-INT-015,0
2024-06-03,KE,Ecom,FB-INT-015,0
2024-06-10,KE,Ecom,FB-INT-015,12
2024-06-17,KE,Ecom,FB-INT-015,11
2024-06-24,KE,Ecom,FB-INT-015,0
2024-07-01,KE,Ecom,FB-INT-015,0
2024-07-08,KE,Ecom,FB-INT-015,0
2024-07-15,KE,Ecom,FB-INT-015,0
2024-07-22,KE,Ecom,FB-INT-015,0
2024-07-29,KE,Ecom,FB-INT-015,8
2024-08-05,KE,Ecom,FB-INT-015,0
2024-08-12,KE,Ecom,FB-INT-015,12
2024-08-19,KE,Ecom,FB-INT-015,0
2024-08-26,KE,Ecom,FB-INT-015,0
2024-09-02,KE,Ecom,FB-INT-015,0
2024-09-09,KE,Ecom,FB-INT-015,8
2024-09-16,KE,Ecom,FB-INT-015,0
2024-09-23,KE,Ecom,FB-INT-015,0
2024-09-30,KE,Ecom,FB-INT-015,0
2024-10-07,KE,Ecom,FB-INT-015,0
2024-10-14,KE,Ecom,FB-INT-015,0
2024-10-21,KE,Ecom,FB-INT-015,13
2024-10-28,KE,Ecom,FB-INT-015,10
2024-11-04,KE,Ecom,FB-INT-015,0
2024-11-11,KE,Ecom,FB-INT-015,0
2024-11-18,KE,Ecom,FB-INT-015,0
2024-11-25,KE,Ecom,FB-INT-015,0
2024-12-02,KE,Ecom,FB-INT-015,0
2024-12-09,KE,Ecom,FB-INT-015,0
2024-12-16,KE,Ecom,FB-INT-015,12
2024-12-23,KE,Ecom,FB-INT-015,0
2024-12-30,KE,Ecom,FB-INT-015,0
2022-01-03,KE,Ecom,FB-INT-016,10
2022-01-10,KE,Ecom,FB-INT-016,0
2022-01-17,KE,Ecom,FB-INT-016,0
2022-01-24,KE,Ecom,FB-INT-016,16
2022-01-31,KE,Ecom,FB-INT-016,0
2022-02-07,KE,Ecom,FB-INT-016,0
2022-02-14,KE,Ecom,FB-INT-016,0
2022-02-21,KE,Ecom,FB-INT-016,0
2022-02-28,KE,Ecom,FB-INT-016,0
2022-03-07,KE,Ecom,FB-INT-016,19
2022-03-14,KE,Ecom,FB-INT-016,0
2022-03-21,KE,Ecom,FB-INT-016,0
2022-03-28,KE,Ecom,FB-INT-016,0
2022-04-04,KE,Ecom,FB-INT-016,0
2022-04-11,KE,Ecom,FB-INT-016,0
2022-04-18,KE,Ecom,FB-INT-016,0
2022-04-25,KE,Ecom,FB-INT-016,0
2022-05-02,KE,Ecom,FB-INT-016,0
2022-05-09,KE,Ecom,FB-INT-016,0
2022-05-16,KE,Ecom,FB-INT-016,0
2022-05-23,KE,Ecom,FB-INT-016,0
2022-05-30,KE,Ecom,FB-INT-016,0
2022-06-06,KE,Ecom,FB-INT-016,0
2022-06-13,KE,Ecom,FB-INT-016,8
2022-06-20,KE,Ecom,FB-INT-016,0
2022-06-27,KE,Ecom,FB-INT-016,0
2022-07-04,KE,Ecom,FB-INT-016,0
2022-07-11,KE,Ecom,FB-INT-016,0
2022-07-18,KE,Ecom,FB-INT-016,0
2022-07-25,KE,Ecom,FB-INT-016,0
2022-08-01,KE,Ecom,FB-INT-016,0
2022-08-08,KE,Ecom,FB-INT-016,0
2022-08-15,KE,Ecom,FB-INT-016,0
2022-08-22,KE,Ecom,FB-INT-016,20
2022-08-29,KE,Ecom,FB-INT-016,0
2022-09-05,KE,Ecom,FB-INT-016,0
2022-09-12,KE,Ecom,FB-INT-016,0
2022-09-19,KE,Ecom,FB-INT-016,0
2022-09-26,KE,Ecom,FB-INT-016,0
2022-10-03,KE,Ecom,FB-INT-016,0
2022-10-10,KE,Ecom,FB-INT-016,0
2022-10-17,KE,Ecom,FB-INT-016,0
2022-10-24,KE,Ecom,FB-INT-016,0
2022-10-31,KE,Ecom,FB-INT-016,0
2022-11-07,KE,Ecom,FB-INT-016,0
2022-11-14,KE,Ecom,FB-INT-016,15
2022-11-21,KE,Ecom,FB-INT-016,0
2022-11-28,KE,Ecom,FB-INT-016,18
2022-12-05,KE,Ecom,FB-INT-016,0
2022-12-12,KE,Ecom,FB-INT-016,0
2022-12-19,KE,Ecom,FB-INT-016,15
2022-12-26,KE,Ecom,FB-INT-016,0
2023-01-02,KE,Ecom,FB-INT-016,0
2023-01-09,KE,Ecom,FB-INT-016,0
2023-01-16,KE,Ecom,FB-INT-016,0
2023-01-23,KE,Ecom,FB-INT-016,0
2023-01-30,KE,Ecom,FB-INT-016,14
2023-02-06,KE,Ecom,FB-INT-016,0
2023-02-13,KE,Ecom,FB-INT-016,0
2023-02-20,KE,Ecom,FB-INT-016,0
2023-02-27,KE,Ecom,FB-INT-016,0
2023-03-06,KE,Ecom,FB-INT-016,0
2023-03-13,KE,Ecom,FB-INT-016,0
2023-03-20,KE,Ecom,FB-INT-016,0
2023-03-27,KE,Ecom,FB-INT-016,0
2023-04-03,KE,Ecom,FB-INT-016,0
2023-04-10,KE,Ecom,FB-INT-016,0
2023-04-17,KE,Ecom,FB-INT-016,0
2023-04-24,KE,Ecom,FB-INT-016,0
2023-05-01,KE,Ecom,FB-INT-016,18
2023-05-08,KE,Ecom,FB-INT-016,0
2023-05-15,KE,Ecom,FB-INT-016,0
2023-05-22,KE,Ecom,FB-INT-016,15
2023-05-29,KE,Ecom,FB-INT-016,20
2023-06-05,KE,Ecom,FB-INT-016,0
2023-06-12,KE,Ecom,FB-INT-016,0
2023-06-19,KE,Ecom,FB-INT-016,0
2023-06-26,KE,Ecom,FB-INT-016,0
2023-07-03,KE,Ecom,FB-INT-016,0
2023-07-10,KE,Ecom,FB-INT-016,0
2023-07-17,KE,Ecom,FB-INT-016,0
2023-07-24,KE,Ecom,FB-INT-016,0
2023-07-31,KE,Ecom,FB-INT-016,0
2023-08-07,KE,Ecom,FB-INT-016,12
2023-08-14,KE,Ecom,FB-INT-016,0
2023-08-21,KE,Ecom,FB-INT-016,0
2023-08-28,KE,Ecom,FB-INT-016,0
2023-09-04,KE,Ecom,FB-INT-016,0
2023-09-11,KE,Ecom,FB-INT-016,0
2023-09-18,KE,Ecom,FB-INT-016,0
2023-09-25,KE,Ecom,FB-INT-016,0
2023-10-02,KE,Ecom,FB-INT-016,0
2023-10-09,KE,Ecom,FB-INT-016,0
2023-10-16,KE,Ecom,FB-INT-016,0
2023-10-23,KE,Ecom,FB-INT-016,0
2023-10-30,KE,Ecom,FB-INT-016,0
2023-11-06,KE,Ecom,FB-INT-016,0
2023-11-13,KE,Ecom,FB-INT-016,0
2023-11-20,KE,Ecom,FB-INT-016,0
2023-11-27,KE,Ecom,FB-INT-016,0
2023-12-04,KE,Ecom,FB-INT-016,0
2023-12-11,KE,Ecom,FB-INT-016,0
2023-12-18,KE,Ecom,FB-INT-016,0
2023-12-25,KE,Ecom,FB-INT-016,0
2024-01-01,KE,Ecom,FB-INT-016,0
2024-01-08,KE,Ecom,FB-INT-016,0
2024-01-15,KE,Ecom,FB-INT-016,0
2024-01-22,KE,Ecom,FB-INT-016,0
2024-01-29,KE,Ecom,FB-INT-016,0
2024-02-05,KE,Ecom,FB-INT-016,0
2024-02-12,KE,Ecom,FB-INT-016,0
2024-02-19,KE,Ecom,FB-INT-016,0
2024-02-26,KE,Ecom,FB-INT-016,0
2024-03-04,KE,Ecom,FB-INT-016,0
2024-03-11,KE,Ecom,FB-INT-016,20
2024-03-18,KE,Ecom,FB-INT-016,16
2024-03-25,KE,Ecom,FB-INT-016,0
2024-04-01,KE,Ecom,FB-INT-016,0
2024-04-08,KE,Ecom,FB-INT-016,0
2024-04-15,KE,Ecom,FB-INT-016,12
2024-04-22,KE,Ecom,FB-INT-016,0
2024-04-29,KE,Ecom,FB-INT-016,0
2024-05-06,KE,Ecom,FB-INT-016,0
2024-05-13,KE,Ecom,FB-INT-016,0
2024-05-20,KE,Ecom,FB-INT-016,0
2024-05-27,KE,Ecom,FB-INT-016,13
2024-06-03,KE,Ecom,FB-INT-016,0
2024-06-10,KE,Ecom,FB-INT-016,0
2024-06-17,KE,Ecom,FB-INT-016,0
2024-06-24,KE,Ecom,FB-INT-016,0
2024-07-01,KE,Ecom,FB-INT-016,0
2024-07-08,KE,Ecom,FB-INT-016,0
2024-07-15,KE,Ecom,FB-INT-016,0
2024-07-22,KE,Ecom,FB-INT-016,0
2024-07-29,KE,Ecom,FB-INT-016,0
2024-08-05,KE,Ecom,FB-INT-016,17
2024-08-12,KE,Ecom,FB-INT-016,13
2024-08-19,KE,Ecom,FB-INT-016,0
2024-08-26,KE,Ecom,FB-INT-016,0
2024-09-02,KE,Ecom,FB-INT-016,14
2024-09-09,KE,Ecom,FB-INT-016,0
2024-09-16,KE,Ecom,FB-INT-016,0
2024-09-23,KE,Ecom,FB-INT-016,19
2024-09-30,KE,Ecom,FB-INT-016,0
2024-10-07,KE,Ecom,FB-INT-016,0
2024-10-14,KE,Ecom,FB-INT-016,0
2024-10-21,KE,Ecom,FB-INT-016,0
2024-10-28,KE,Ecom,FB-INT-016,0
2024-11-04,KE,Ecom,FB-INT-016,0
2024-11-11,KE,Ecom,FB-INT-016,0
2024-11-18,KE,Ecom,FB-INT-016,0
2024-11-25,KE,Ecom,FB-INT-016,0
2024-12-02,KE,Ecom,FB-INT-016,0
2024-12-09,KE,Ecom,FB-INT-016,0
2024-12-16,KE,Ecom,FB-INT-016,0
2024-12-23,KE,Ecom,FB-INT-016,0
2024-12-30,KE,Ecom,FB-INT-016,0
2022-01-03,KE,Ecom,FB-INT-017,0
2022-01-10,KE,Ecom,FB-INT-017,4
2022-01-17,KE,Ecom,FB-INT-017,0
2022-01-24,KE,Ecom,FB-INT-017,0
2022-01-31,KE,Ecom,FB-INT-017,0
2022-02-07,KE,Ecom,FB-INT-017,0
2022-02-14,KE,Ecom,FB-INT-017,0
2022-02-21,KE,Ecom,FB-INT-017,0
2022-02-28,KE,Ecom,FB-INT-017,0
2022-03-07,KE,Ecom,FB-INT-017,0
2022-03-14,KE,Ecom,FB-INT-017,0
2022-03-21,KE,Ecom,FB-INT-017,0
2022-03-28,KE,Ecom,FB-INT-017,0
2022-04-04,KE,Ecom,FB-INT-017,0
2022-04-11,KE,Ecom,FB-INT-017,12
2022-04-18,KE,Ecom,FB-INT-017,0
2022-04-25,KE,Ecom,FB-INT-017,13
2022-05-02,KE,Ecom,FB-INT-017,0
2022-05-09,KE,Ecom,FB-INT-017,10
2022-05-16,KE,Ecom,FB-INT-017,0
2022-05-23,KE,Ecom,FB-INT-017,0
2022-05-30,KE,Ecom,FB-INT-017,0
2022-06-06,KE,Ecom,FB-INT-017,11
2022-06-13,KE,Ecom,FB-INT-017,0
2022-06-20,KE,Ecom,FB-INT-017,0
2022-06-27,KE,Ecom,FB-INT-017,9
2022-07-04,KE,Ecom,FB-INT-017,0
2022-07-11,KE,Ecom,FB-INT-017,0
2022-07-18,KE,Ecom,FB-INT-017,0
2022-07-25,KE,Ecom,FB-INT-017,0
2022-08-01,KE,Ecom,FB-INT-017,0
2022-08-08,KE,Ecom,FB-INT-017,13
2022-08-15,KE,Ecom,FB-INT-017,0
2022-08-22,KE,Ecom,FB-INT-017,17
2022-08-29,KE,Ecom,FB-INT-017,7
2022-09-05,KE,Ecom,FB-INT-017,0
2022-09-12,KE,Ecom,FB-INT-017,0
2022-09-19,KE,Ecom,FB-INT-017,11
2022-09-26,KE,Ecom,FB-INT-017,0
2022-10-03,KE,Ecom,FB-INT-017,0
2022-10-10,KE,Ecom,FB-INT-017,10
2022-10-17,KE,Ecom,FB-INT-017,0
2022-10-24,KE,Ecom,FB-INT-017,0
2022-10-31,KE,Ecom,FB-INT-017,0
2022-11-07,KE,Ecom,FB-INT-017,0
2022-11-14,KE,Ecom,FB-INT-017,0
2022-11-21,KE,Ecom,FB-INT-017,0
2022-11-28,KE,Ecom,FB-INT-017,0
2022-12-05,KE,Ecom,FB-INT-017,0
2022-12-12,KE,Ecom,FB-INT-017,11
2022-12-19,KE,Ecom,FB-INT-017,0
2022-12-26,KE,Ecom,FB-INT-017,0
2023-01-02,KE,Ecom,FB-INT-017,0
2023-01-09,KE,Ecom,FB-INT-017,18
2023-01-16,KE,Ecom,FB-INT-017,0
2023-01-23,KE,Ecom,FB-INT-017,0
2023-01-30,KE,Ecom,FB-INT-017,0
2023-02-06,KE,Ecom,FB-INT-017,0
2023-02-13,KE,Ecom,FB-INT-017,0
2023-02-20,KE,Ecom,FB-INT-017,12
2023-02-27,KE,Ecom,FB-INT-017,0
2023-03-06,KE,Ecom,FB-INT-017,0
2023-03-13,KE,Ecom,FB-INT-017,13
2023-03-20,KE,Ecom,FB-INT-017,0
2023-03-27,KE,Ecom,FB-INT-017,0
2023-04-03,KE,Ecom,FB-INT-017,0
2023-04-10,KE,Ecom,FB-INT-017,0
2023-04-17,KE,Ecom,FB-INT-017,0
2023-04-24,KE,Ecom,FB-INT-017,14
2023-05-01,KE,Ecom,FB-INT-017,0
2023-05-08,KE,Ecom,FB-INT-017,8
2023-05-15,KE,Ecom,FB-INT-017,15
2023-05-22,KE,Ecom,FB-INT-017,0
2023-05-29,KE,Ecom,FB-INT-017,0
2023-06-05,KE,Ecom,FB-INT-017,0
2023-06-12,KE,Ecom,FB-INT-017,0
2023-06-19,KE,Ecom,FB-INT-017,0
2023-06-26,KE,Ecom,FB-INT-017,0
2023-07-03,KE,Ecom,FB-INT-017,0
2023-07-10,KE,Ecom,FB-INT-017,0
2023-07-17,KE,Ecom,FB-INT-017,13
2023-07-24,KE,Ecom,FB-INT-017,10
2023-07-31,KE,Ecom,FB-INT-017,0
2023-08-07,KE,Ecom,FB-INT-017,9
2023-08-14,KE,Ecom,FB-INT-017,7
2023-08-21,KE,Ecom,FB-INT-017,0
2023-08-28,KE,Ecom,FB-INT-017,10
2023-09-04,KE,Ecom,FB-INT-017,0
2023-09-11,KE,Ecom,FB-INT-017,0
2023-09-18,KE,Ecom,FB-INT-017,0
2023-09-25,KE,Ecom,FB-INT-017,0
2023-10-02,KE,Ecom,FB-INT-017,0
2023-10-09,KE,Ecom,FB-INT-017,0
2023-10-16,KE,Ecom,FB-INT-017,0
2023-10-23,KE,Ecom,FB-INT-017,0
2023-10-30,KE,Ecom,FB-INT-017,0
2023-11-06,KE,Ecom,FB-INT-017,0
2023-11-13,KE,Ecom,FB-INT-017,0
2023-11-20,KE,Ecom,FB-INT-017,0
2023-11-27,KE,Ecom,FB-INT-017,0
2023-12-04,KE,Ecom,FB-INT-017,16
2023-12-11,KE,Ecom,FB-INT-017,0
2023-12-18,KE,Ecom,FB-INT-017,0
2023-12-25,KE,Ecom,FB-INT-017,0
2024-01-01,KE,Ecom,FB-INT-017,0
2024-01-08,KE,Ecom,FB-INT-017,0
2024-01-15,KE,Ecom,FB-INT-017,0
2024-01-22,KE,Ecom,FB-INT-017,0
2024-01-29,KE,Ecom,FB-INT-017,0
2024-02-05,KE,Ecom,FB-INT-017,0
2024-02-12,KE,Ecom,FB-INT-017,0
2024-02-19,KE,Ecom,FB-INT-017,6
2024-02-26,KE,Ecom,FB-INT-017,0
2024-03-04,KE,Ecom,FB-INT-017,0
2024-03-11,KE,Ecom,FB-INT-017,0
2024-03-18,KE,Ecom,FB-INT-017,0
2024-03-25,KE,Ecom,FB-INT-017,0
2024-04-01,KE,Ecom,FB-INT-017,11
2024-04-08,KE,Ecom,FB-INT-017,11
2024-04-15,KE,Ecom,FB-INT-017,0
2024-04-22,KE,Ecom,FB-INT-017,0
2024-04-29,KE,Ecom,FB-INT-017,0
2024-05-06,KE,Ecom,FB-INT-017,0
2024-05-13,KE,Ecom,FB-INT-017,0
2024-05-20,KE,Ecom,FB-INT-017,0
2024-05-27,KE,Ecom,FB-INT-017,6
2024-06-03,KE,Ecom,FB-INT-017,0
2024-06-10,KE,Ecom,FB-INT-017,0
2024-06-17,KE,Ecom,FB-INT-017,0
2024-06-24,KE,Ecom,FB-INT-017,0
2024-07-01,KE,Ecom,FB-INT-017,10
2024-07-08,KE,Ecom,FB-INT-017,11
2024-07-15,KE,Ecom,FB-INT-017,0
2024-07-22,KE,Ecom,FB-INT-017,0
2024-07-29,KE,Ecom,FB-INT-017,0
2024-08-05,KE,Ecom,FB-INT-017,0
2024-08-12,KE,Ecom,FB-INT-017,0
2024-08-19,KE,Ecom,FB-INT-017,7
2024-08-26,KE,Ecom,FB-INT-017,0
2024-09-02,KE,Ecom,FB-INT-017,0
2024-09-09,KE,Ecom,FB-INT-017,0
2024-09-16,KE,Ecom,FB-INT-017,0
2024-09-23,KE,Ecom,FB-INT-017,0
2024-09-30,KE,Ecom,FB-INT-017,0
2024-10-07,KE,Ecom,FB-INT-017,0
2024-10-14,KE,Ecom,FB-INT-017,0
2024-10-21,KE,Ecom,FB-INT-017,9
2024-10-28,KE,Ecom,FB-INT-017,0
2024-11-04,KE,Ecom,FB-INT-017,0
2024-11-11,KE,Ecom,FB-INT-017,0
2024-11-18,KE,Ecom,FB-INT-017,0
2024-11-25,KE,Ecom,FB-INT-017,0
2024-12-02,KE,Ecom,FB-INT-017,0
2024-12-09,KE,Ecom,FB-INT-017,0
2024-12-16,KE,Ecom,FB-INT-017,0
2024-12-23,KE,Ecom,FB-INT-017,0
2024-12-30,KE,Ecom,FB-INT-017,0
2022-01-03,KE,Ecom,FB-INT-018,0
2022-01-10,KE,Ecom,FB-INT-018,0
2022-01-17,KE,Ecom,FB-INT-018,0
2022-01-24,KE,Ecom,FB-INT-018,0
2022-01-31,KE,Ecom,FB-INT-018,0
2022-02-07,KE,Ecom,FB-INT-018,0
2022-02-14,KE,Ecom,FB-INT-018,0
2022-02-21,KE,Ecom,FB-INT-018,0
2022-02-28,KE,Ecom,FB-INT-018,0
2022-03-07,KE,Ecom,FB-INT-018,0
2022-03-14,KE,Ecom,FB-INT-018,17
2022-03-21,KE,Ecom,FB-INT-018,0
2022-03-28,KE,Ecom,FB-INT-018,0
2022-04-04,KE,Ecom,FB-INT-018,0
2022-04-11,KE,Ecom,FB-INT-018,0
2022-04-18,KE,Ecom,FB-INT-018,10
2022-04-25,KE,Ecom,FB-INT-018,0
2022-05-02,KE,Ecom,FB-INT-018,0
2022-05-09,KE,Ecom,FB-INT-018,0
2022-05-16,KE,Ecom,FB-INT-018,0
2022-05-23,KE,Ecom,FB-INT-018,0
2022-05-30,KE,Ecom,FB-INT-018,0
2022-06-06,KE,Ecom,FB-INT-018,0
2022-06-13,KE,Ecom,FB-INT-018,0
2022-06-20,KE,Ecom,FB-INT-018,0
2022-06-27,KE,Ecom,FB-INT-018,15
2022-07-04,KE,Ecom,FB-INT-018,0
2022-07-11,KE,Ecom,FB-INT-018,0
2022-07-18,KE,Ecom,FB-INT-018,17
2022-07-25,KE,Ecom,FB-INT-018,0
2022-08-01,KE,Ecom,FB-INT-018,0
2022-08-08,KE,Ecom,FB-INT-018,0
2022-08-15,KE,Ecom,FB-INT-018,0
2022-08-22,KE,Ecom,FB-INT-018,0
2022-08-29,KE,Ecom,FB-INT-018,0
2022-09-05,KE,Ecom,FB-INT-018,0
2022-09-12,KE,Ecom,FB-INT-018,0
2022-09-19,KE,Ecom,FB-INT-018,0
2022-09-26,KE,Ecom,FB-INT-018,0
2022-10-03,KE,Ecom,FB-INT-018,0
2022-10-10,KE,Ecom,FB-INT-018,0
2022-10-17,KE,Ecom,FB-INT-018,0
2022-10-24,KE,Ecom,FB-INT-018,13
2022-10-31,KE,Ecom,FB-INT-018,0
2022-11-07,KE,Ecom,FB-INT-018,0
2022-11-14,KE,Ecom,FB-INT-018,0
2022-11-21,KE,Ecom,FB-INT-018,0
2022-11-28,KE,Ecom,FB-INT-018,0
2022-12-05,KE,Ecom,FB-INT-018,0
2022-12-12,KE,Ecom,FB-INT-018,0
2022-12-19,KE,Ecom,FB-INT-018,0
2022-12-26,KE,Ecom,FB-INT-018,0
2023-01-02,KE,Ecom,FB-INT-018,0
2023-01-09,KE,Ecom,FB-INT-018,8
2023-01-16,KE,Ecom,FB-INT-018,0
2023-01-23,KE,Ecom,FB-INT-018,6
2023-01-30,KE,Ecom,FB-INT-018,0
2023-02-06,KE,Ecom,FB-INT-018,0
2023-02-13,KE,Ecom,FB-INT-018,0
2023-02-20,KE,Ecom,FB-INT-018,0
2023-02-27,KE,Ecom,FB-INT-018,0
2023-03-06,KE,Ecom,FB-INT-018,0
2023-03-13,KE,Ecom,FB-INT-018,19
2023-03-20,KE,Ecom,FB-INT-018,15
2023-03-27,KE,Ecom,FB-INT-018,19
2023-04-03,KE,Ecom,FB-INT-018,0
2023-04-10,KE,Ecom,FB-INT-018,0
2023-04-17,KE,Ecom,FB-INT-018,0
2023-04-24,KE,Ecom,FB-INT-018,0
2023-05-01,KE,Ecom,FB-INT-018,0
2023-05-08,KE,Ecom,FB-INT-018,0
2023-05-15,KE,Ecom,FB-INT-018,17
2023-05-22,KE,Ecom,FB-INT-018,0
2023-05-29,KE,Ecom,FB-INT-018,0
2023-06-05,KE,Ecom,FB-INT-018,0
2023-06-12,KE,Ecom,FB-INT-018,0
2023-06-19,KE,Ecom,FB-INT-018,0
2023-06-26,KE,Ecom,FB-INT-018,14
2023-07-03,KE,Ecom,FB-INT-018,0
2023-07-10,KE,Ecom,FB-INT-018,0
2023-07-17,KE,Ecom,FB-INT-018,0
2023-07-24,KE,Ecom,FB-INT-018,0
2023-07-31,KE,Ecom,FB-INT-018,0
2023-08-07,KE,Ecom,FB-INT-018,0
2023-08-14,KE,Ecom,FB-INT-018,0
2023-08-21,KE,Ecom,FB-INT-018,0
2023-08-28,KE,Ecom,FB-INT-018,13
2023-09-04,KE,Ecom,FB-INT-018,0
2023-09-11,KE,Ecom,FB-INT-018,0
2023-09-18,KE,Ecom,FB-INT-018,0
2023-09-25,KE,Ecom,FB-INT-018,0
2023-10-02,KE,Ecom,FB-INT-018,12
2023-10-09,KE,Ecom,FB-INT-018,0
2023-10-16,KE,Ecom,FB-INT-018,0
2023-10-23,KE,Ecom,FB-INT-018,0
2023-10-30,KE,Ecom,FB-INT-018,0
2023-11-06,KE,Ecom,FB-INT-018,0
2023-11-13,KE,Ecom,FB-INT-018,0
2023-11-20,KE,Ecom,FB-INT-018,0
2023-11-27,KE,Ecom,FB-INT-018,28
2023-12-04,KE,Ecom,FB-INT-018,0
2023-12-11,KE,Ecom,FB-INT-018,0
2023-12-18,KE,Ecom,FB-INT-018,0
2023-12-25,KE,Ecom,FB-INT-018,0
